fecha_evento,departamento,provincia,produccion_t,precio_chacra_kg,num_emergencias,total_afectados,hectareas_cultivo_perdidas,ALLSKY_SFC_SW_DWN,PRECTOTCORR,QV2M,RH2M,T2M,T2M_MAX,T2M_MIN,WS2M,lat,lon,month_sin,month_cos,nlp_sentiment,nlp_news_count,produccion_t_lag1,produccion_t_lag3,produccion_t_lag6,nlp_sentiment_lag1,nlp_sentiment_lag3,nlp_sentiment_lag6
2022-02,MADRE DE DIOS,TAHUAMANU,-0.2047938267841459,0.4231159504830569,-0.2497735946044977,-0.090349784360478,-0.0139409828853855,-0.7145082783504169,3.1651807347966576,1.8822025036269023,1.6926340221523597,0.9409275677743192,0.3521777920005718,1.2454419486465518,-1.3532916438860592,-10.945,-69.5766666666667,0.8660254037844386,0.5000000000000001,1.1548283533043433,-1.3452062298139433,-0.20852793753882057,-0.20330156891551335,-0.21273398847391833,1.1857811483160052,0.2033763769103331,1.5966730907435462
2022-03,MADRE DE DIOS,TAHUAMANU,-0.2080306150718674,0.1308632104564097,-0.2497735946044977,-0.090349784360478,-0.0139409828853855,-0.5330710068677703,1.4529847374302851,1.788068741416431,1.589747465474736,0.9256554975948298,0.368888171864273,0.9563945479309738,-1.3532916438860592,-10.945,-69.5766666666667,1.0,6.123233995736766e-17,0.5542086846451935,-0.5585359199812279,-0.20231864059353782,-0.21121554435879328,-0.21257471190526794,1.0987244361770376,0.487077317621133,0.07766750805551438
2022-04,MADRE DE DIOS,TAHUAMANU,-0.2047108322126658,0.1910328922266018,-0.2497735946044977,-0.090349784360478,-0.0139409828853855,-0.166897604420975,0.2254392599796007,1.7410018603111954,1.5467375114537631,0.905801806361494,0.3454936400550917,0.6414236135189317,-1.3271809816621416,-10.945,-69.5766666666667,0.8660254037844387,-0.4999999999999998,-1.568295168977572,1.2114722771423818,-0.20554747500508488,-0.21097078223168156,-0.21297290332689386,0.5151008199296173,1.1427540514361125,0.007706329787956735
2022-05,MADRE DE DIOS,TAHUAMANU,-0.207366658500027,0.3887332751858042,-0.2497735946044977,-0.090349784360478,-0.0139409828853855,-0.6386345102758562,-0.1318578386443736,1.289713529713934,1.3890343467101924,0.7011560659563404,0.3020466524094693,0.2603476681809054,-1.309773873512863,-10.945,-69.5766666666667,0.4999999999999999,-0.8660254037844387,-0.42953442329604397,3.1781480517241705,-0.20223584996760066,-0.20485172905388782,-0.20508871317870087,-1.5473414196257906,1.058365513299045,0.17094907907892457
2022-06,MADRE DE DIOS,TAHUAMANU,-0.2042128647837856,0.7927297099285225,-0.2497735946044977,-0.090349784360478,-0.0139409828853855,-0.734301435239433,0.0733226734367206,1.0931400850979494,1.3418077305302996,0.6034148168076102,0.2385472089274063,-0.1116550403633583,-1.2836632112889457,-10.945,-69.5766666666667,1.2246467991473532e-16,-1.0,-0.49142359425699655,2.391477741891455,-0.20488514999758797,-0.20803363670634062,-0.21281362675824347,-0.4408047890173353,0.4926291951301506,0.44178364040257573
2022-07,MADRE DE DIOS,TAHUAMANU,-0.205042810498586,0.8528993916987144,-0.2497735946044977,-0.090349784360478,-0.0139409828853855,-0.1602998854579698,-0.3158127805101822,1.2426466486086984,0.538955255472124,1.0524136800845894,0.9520804291074314,0.7878915789039553,-1.301070319438224,-10.945,-69.5766666666667,-0.4999999999999997,-0.8660254037844388,0.22649078889005386,-0.16520076506487022,-0.20173910621197808,-0.20477014167818386,-0.21257471190526794,-0.5009426493764905,-1.5066018958670908,1.0677241823267087
2022-08,MADRE DE DIOS,TAHUAMANU,-0.2080306150718674,0.7927297099285225,-0.2497735946044977,-0.090349784360478,-0.0139409828853855,0.097011154099238,0.0061083677549827,0.3899055085844263,-0.584363543663896,1.0203423327076622,1.4918256987049674,0.1281376463289371,-1.3358845357367808,-10.945,-69.5766666666667,-0.8660254037844385,-0.5000000000000004,1.8320727098199103,-0.9518710748975856,-0.20256701247134912,-0.20738093770070917,-0.20660184058087938,0.19665653078970977,-0.43397916112488855,0.9871628255337637
2022-09,MADRE DE DIOS,TAHUAMANU,-0.2113503979310689,1.3944265276304428,-0.2497735946044977,-0.090349784360478,-0.0139409828853855,0.1398963273587723,0.1228490039390536,0.5809416730703832,-1.0928930000295258,1.4433786766795098,1.861125093692756,0.7101209778145624,-1.3706987520353378,-10.945,-69.5766666666667,-1.0,-1.8369701987210294e-16,0.28248575309282054,-0.5585359199812279,-0.20554747500508488,-0.2042806174239604,-0.20970773366956147,1.7568044509643646,-0.4922738749695734,0.4470837296652695
2022-10,MADRE DE DIOS,TAHUAMANU,-0.2112674033595888,2.0562930271025555,0.0554360347127189,-0.0805580563313392,-0.0139409828853855,0.1201031704697568,1.4211463821073569,1.5278165753051276,0.5212452744046635,1.2326241082025606,1.5486409902415508,0.9810219049426152,-1.3619951979606986,-10.945,-69.5766666666667,-0.8660254037844386,0.5000000000000001,-0.8132472832539501,-0.36186834252304906,-0.20885910004256905,-0.20509649118099957,-0.20652220229655413,0.25106697587656446,0.18394480562877147,-1.4614784138307537
2022-11,MADRE DE DIOS,TAHUAMANU,-0.2111844087881088,3.1995169807362047,-0.2497735946044977,-0.090349784360478,-0.0139409828853855,1.1955313614396237,0.6251874990341464,1.0848341649029078,-0.0294508035501568,1.1868078976640932,1.7174158268649289,0.2901597319318395,-1.3619951979606986,-10.945,-69.5766666666667,-0.5000000000000004,0.8660254037844384,-0.5727636475199629,0.22813438985148748,-0.20877630941663186,-0.20803363670634062,-0.20907062739495993,-0.8136595232440974,1.6962762390851682,-0.4375011682783192
2022-12,MADRE DE DIOS,TAHUAMANU,-0.2117653707884691,1.8242099688461004,-0.2497735946044977,-0.090349784360478,-0.0139409828853855,0.3048393014339054,2.227718050288209,1.7576137007012784,1.284461125169002,1.0249239537615091,0.9504093911210616,1.2078528247866784,-1.3706987520353378,-10.945,-69.5766666666667,-2.4492935982947064e-16,1.0,-1.7404060063166022,0.42480196730966635,-0.20869351879069478,-0.2112971317344973,-0.20604437259060307,-0.5799809801342373,0.23668764196443876,-0.49315210553660366
2023-01,MADRE DE DIOS,TAHUAMANU,-0.2082795987863075,1.9961233453323632,-0.2497735946044977,-0.090349784360478,-0.0139409828853855,0.3543221936564448,2.616853504235113,1.585958016670418,1.3038577711000283,0.927182704612779,0.5928072620378639,0.7412292182503195,-1.3706987520353378,-10.945,-69.5766666666667,0.4999999999999999,0.8660254037844387,-1.3372422640566823,-0.36186834252304906,-0.20927305317225456,-0.21121554435879328,-0.2068407554338549,-1.714581945576965,-0.795406386961935,0.1523987666594964
2023-02,MADRE DE DIOS,TAHUAMANU,-0.2052087996415461,0.5606466516720674,-0.2497735946044977,-0.090349784360478,-0.0139409828853855,-0.592450477534818,2.7300565453833032,1.7936060215464584,1.604927449246845,0.9164922554871364,0.3254411842186505,0.6064268430287049,-1.3619951979606986,-10.945,-69.5766666666667,0.8660254037844386,0.5000000000000001,-0.13541350606256433,-1.1485386523557646,-0.2057958468828962,-0.2111339569830894,-0.20970773366956147,-1.3228267409516115,-0.5688897845940165,1.5961430818172766
