fecha_evento,departamento,provincia,produccion_t,precio_chacra_kg,ALLSKY_SFC_SW_DWN,PRECTOTCORR,QV2M,RH2M,T2M,T2M_MAX,T2M_MIN,WS2M,lat,lon,num_emergencias,total_afectados,hectareas_cultivo_perdidas,sentiment_score,month_sin,month_cos,day_sin,day_cos
2021-01,AMAZONAS,BAGUA,25.7,1.96,14.94,1.42,13.15,72.32,21.86,30.12,15.28,1.85,-5.63888888888889,-78.5311111111111,2.0,93.0,0.0,0.5,0.49999999999999994,0.8660254037844387,0.20129852008866006,0.9795299412524945
2021-02,AMAZONAS,BAGUA,38.5,1.32,14.92,1.24,13.0,67.0,23.07,34.49,16.68,1.7,-5.63888888888889,-78.5311111111111,2.0,39.0,0.0,0.5,0.8660254037844386,0.5000000000000001,0.20129852008866006,0.9795299412524945
2021-03,AMAZONAS,BAGUA,37.8,1.4,14.31,3.4,13.53,77.16,21.12,30.1,15.44,1.49,-5.63888888888889,-78.5311111111111,13.0,2.0,0.0,0.5,1.0,6.123233995736766e-17,0.20129852008866006,0.9795299412524945
2021-04,AMAZONAS,BAGUA,32.7,1.25,14.97,0.79,13.3,73.75,21.81,30.86,15.5,2.03,-5.63888888888889,-78.5311111111111,1.0,7.0,0.0,0.5,0.8660254037844387,-0.4999999999999998,0.20129852008866006,0.9795299412524945
2021-05,AMAZONAS,BAGUA,34.25,1.42,13.93,0.34,12.64,69.26,22.13,31.65,16.25,2.17,-5.63888888888889,-78.5311111111111,6.0,44.0,0.0,0.5,0.49999999999999994,-0.8660254037844387,0.20129852008866006,0.9795299412524945
2021-06,AMAZONAS,BAGUA,34.8,1.5,13.07,0.37,12.09,69.13,21.48,30.8,14.9,2.13,-5.63888888888889,-78.5311111111111,10.0,16.0,5.0,0.5,1.2246467991473532e-16,-1.0,0.20129852008866006,0.9795299412524945
2021-07,AMAZONAS,BAGUA,34.1,1.47,13.92,0.15,11.26,65.78,21.31,31.41,13.34,2.61,-5.63888888888889,-78.5311111111111,7.0,41.0,0.0,0.5,-0.4999999999999997,-0.8660254037844388,0.20129852008866006,0.9795299412524945
2021-08,AMAZONAS,BAGUA,31.9,1.98,15.29,0.39,11.5,62.15,22.53,34.25,14.93,2.31,-5.63888888888889,-78.5311111111111,3.0,8.0,0.0,0.5,-0.8660254037844385,-0.5000000000000004,0.20129852008866006,0.9795299412524945
2021-09,AMAZONAS,BAGUA,30.9,2.12,17.03,0.8,12.03,64.72,22.46,32.05,15.45,2.32,-5.63888888888889,-78.5311111111111,3.0,98.0,0.0,0.5,-1.0,-1.8369701987210297e-16,0.20129852008866006,0.9795299412524945
2021-10,AMAZONAS,BAGUA,32.8,2.13,17.01,1.56,13.21,67.91,23.07,33.31,16.44,1.92,-5.63888888888889,-78.5311111111111,6.0,42.0,0.0,0.5,-0.8660254037844386,0.5000000000000001,0.20129852008866006,0.9795299412524945
2021-11,AMAZONAS,BAGUA,30.3,2.25,16.64,1.58,12.74,67.76,22.53,32.56,15.2,1.47,-5.63888888888889,-78.5311111111111,2.0,25.0,0.0,0.5,-0.5000000000000004,0.8660254037844384,0.20129852008866006,0.9795299412524945
2021-12,AMAZONAS,BAGUA,34.6,2.15,16.09,2.02,13.32,70.0,22.72,33.09,14.89,1.69,-5.63888888888889,-78.5311111111111,0.0,0.0,0.0,0.5,-2.4492935982947064e-16,1.0,0.20129852008866006,0.9795299412524945
2022-01,AMAZONAS,BAGUA,31.700000000000003,1.87,16.94,0.93,11.73,60.92,23.1,33.6,14.6,1.9,-5.63888888888889,-78.5311111111111,1.0,61.0,0.0,0.5,0.49999999999999994,0.8660254037844387,0.20129852008866006,0.9795299412524945
2022-02,AMAZONAS,BAGUA,37.7,1.45,13.06,2.24,13.09,70.82,22.23,34.63,14.75,1.68,-5.63888888888889,-78.5311111111111,1.0,6.0,0.0,0.5,0.8660254037844386,0.5000000000000001,0.20129852008866006,0.9795299412524945
2022-03,AMAZONAS,BAGUA,38.9,1.53,15.76,2.76,13.4,75.12,21.46,30.29,15.96,1.37,-5.63888888888889,-78.5311111111111,3.0,110.0,0.0,0.5,1.0,6.123233995736766e-17,0.20129852008866006,0.9795299412524945
2022-04,AMAZONAS,BAGUA,36.6,1.43,13.76,1.57,13.75,77.4,21.4,30.14,15.7,1.9,-5.63888888888889,-78.5311111111111,5.0,75.0,2.0,0.5,0.8660254037844387,-0.4999999999999998,0.20129852008866006,0.9795299412524945
2022-05,AMAZONAS,BAGUA,34.7,1.47,13.27,0.6,12.79,71.34,21.79,30.45,15.04,2.15,-5.63888888888889,-78.5311111111111,3.0,103.0,12.5,0.5,0.49999999999999994,-0.8660254037844387,0.20129852008866006,0.9795299412524945
2022-06,AMAZONAS,BAGUA,34.9,2.32,14.74,1.01,11.9,71.06,20.7,30.82,13.49,1.95,-5.63888888888889,-78.5311111111111,2.0,15.0,5.0,0.5,1.2246467991473532e-16,-1.0,0.20129852008866006,0.9795299412524945
2022-07,AMAZONAS,BAGUA,35.0,2.5,13.94,0.94,12.43,71.9,21.26,30.71,15.24,2.22,-5.63888888888889,-78.5311111111111,2.0,20.0,0.0,0.5,-0.4999999999999997,-0.8660254037844388,0.20129852008866006,0.9795299412524945
2022-08,AMAZONAS,BAGUA,34.7,4.58,15.65,0.48,11.28,63.15,21.93,31.63,12.31,2.46,-5.63888888888889,-78.5311111111111,0.0,0.0,0.0,0.5,-0.8660254037844385,-0.5000000000000004,0.20129852008866006,0.9795299412524945
2022-09,AMAZONAS,BAGUA,36.8,4.58,17.77,0.69,11.57,59.77,23.32,33.13,16.17,2.11,-5.63888888888889,-78.5311111111111,0.0,0.0,0.0,0.5,-1.0,-1.8369701987210297e-16,0.20129852008866006,0.9795299412524945
2022-10,AMAZONAS,BAGUA,38.4,4.58,18.69,0.52,11.48,58.85,23.58,36.23,15.29,1.78,-5.63888888888889,-78.5311111111111,1.0,4.0,0.0,0.5,-0.8660254037844386,0.5000000000000001,0.20129852008866006,0.9795299412524945
2022-11,AMAZONAS,BAGUA,38.2,2.92,18.27,0.41,10.98,54.28,24.09,35.94,14.65,2.04,-5.63888888888889,-78.5311111111111,2.0,96.0,0.0,0.5,-0.5000000000000004,0.8660254037844384,0.20129852008866006,0.9795299412524945
2022-12,AMAZONAS,BAGUA,39.2,2.5,17.64,0.69,11.51,60.07,23.04,35.21,13.17,1.82,-5.63888888888889,-78.5311111111111,0.0,0.0,0.0,0.5,-2.4492935982947064e-16,1.0,0.20129852008866006,0.9795299412524945
2023-01,AMAZONAS,BAGUA,33.800000000000004,2.92,15.5,2.5,12.31,67.99,22.0,33.58,15.8,1.56,-5.63888888888889,-78.5311111111111,1.0,0.0,0.0,0.5,0.49999999999999994,0.8660254037844387,0.20129852008866006,0.9795299412524945
2023-02,AMAZONAS,BAGUA,38.2,2.0,11.75,1.49,13.12,71.31,22.07,31.16,16.24,1.79,-5.63888888888889,-78.5311111111111,0.0,0.0,0.0,0.5,0.8660254037844386,0.5000000000000001,0.20129852008866006,0.9795299412524945
2023-03,AMAZONAS,BAGUA,40.6,2.75,14.82,3.63,13.73,75.84,21.71,30.85,15.42,1.41,-5.63888888888889,-78.5311111111111,0.0,0.0,0.0,0.5,1.0,6.123233995736766e-17,0.20129852008866006,0.9795299412524945
2023-04,AMAZONAS,BAGUA,39.0,3.22,13.91,1.93,13.83,76.5,21.67,30.1,15.84,1.56,-5.63888888888889,-78.5311111111111,0.0,0.0,0.0,0.5,0.8660254037844387,-0.4999999999999998,0.20129852008866006,0.9795299412524945
2023-05,AMAZONAS,BAGUA,33.9,2.67,13.85,0.49,13.37,69.87,22.84,31.66,15.48,2.09,-5.63888888888889,-78.5311111111111,0.0,0.0,0.0,0.5,0.49999999999999994,-0.8660254037844387,0.20129852008866006,0.9795299412524945
2023-06,AMAZONAS,BAGUA,30.3,2.87,13.3,0.15,12.29,67.9,21.99,30.22,14.94,2.45,-5.63888888888889,-78.5311111111111,0.0,0.0,0.0,0.5,1.2246467991473532e-16,-1.0,0.20129852008866006,0.9795299412524945
2023-07,AMAZONAS,BAGUA,31.0,2.87,14.38,0.07,12.12,63.83,22.8,32.19,16.08,2.47,-5.63888888888889,-78.5311111111111,0.0,0.0,0.0,0.5,-0.4999999999999997,-0.8660254037844388,0.20129852008866006,0.9795299412524945
2023-08,AMAZONAS,BAGUA,29.45,4.72,16.97,0.16,11.79,59.52,23.56,34.42,15.61,2.29,-5.63888888888889,-78.5311111111111,0.0,0.0,0.0,0.5,-0.8660254037844385,-0.5000000000000004,0.20129852008866006,0.9795299412524945
2023-09,AMAZONAS,BAGUA,26.7,6.67,17.3,0.24,11.85,56.38,24.65,35.16,17.27,2.4,-5.63888888888889,-78.5311111111111,0.0,0.0,0.0,0.5,-1.0,-1.8369701987210297e-16,0.20129852008866006,0.9795299412524945
2023-10,AMAZONAS,BAGUA,29.4,4.63,17.75,0.68,12.45,58.2,24.75,35.55,17.72,1.9,-5.63888888888889,-78.5311111111111,0.0,0.0,0.0,0.5,-0.8660254037844386,0.5000000000000001,0.20129852008866006,0.9795299412524945
2023-11,AMAZONAS,BAGUA,31.25,2.05,16.19,0.82,12.63,60.82,24.37,35.42,16.71,1.97,-5.63888888888889,-78.5311111111111,0.0,0.0,0.0,0.5,-0.5000000000000004,0.8660254037844384,0.20129852008866006,0.9795299412524945
2023-12,AMAZONAS,BAGUA,30.15,1.77,13.15,2.61,14.23,71.38,23.39,32.71,17.43,1.91,-5.63888888888889,-78.5311111111111,0.0,0.0,0.0,0.5,-2.4492935982947064e-16,1.0,0.20129852008866006,0.9795299412524945
2024-01,AMAZONAS,BAGUA,40.7,1.68,12.55,0.94,13.96,69.17,23.74,33.94,17.41,2.09,-5.63888888888889,-78.5311111111111,0.0,0.0,0.0,0.5,0.49999999999999994,0.8660254037844387,0.20129852008866006,0.9795299412524945
2024-02,AMAZONAS,BAGUA,37.95,1.47,15.48,1.64,14.01,68.47,24.0,34.98,17.57,2.18,-5.63888888888889,-78.5311111111111,0.0,0.0,0.0,0.5,0.8660254037844386,0.5000000000000001,0.20129852008866006,0.9795299412524945
2024-03,AMAZONAS,BAGUA,39.9,1.33,14.55,0.59,13.24,63.38,24.44,36.61,15.52,1.98,-5.63888888888889,-78.5311111111111,0.0,0.0,0.0,0.5,1.0,6.123233995736766e-17,0.20129852008866006,0.9795299412524945
2024-04,AMAZONAS,BAGUA,38.4,1.47,14.36,0.64,13.73,67.04,23.91,33.52,17.32,1.91,-5.63888888888889,-78.5311111111111,0.0,0.0,0.0,0.5,0.8660254037844387,-0.4999999999999998,0.20129852008866006,0.9795299412524945
2024-05,AMAZONAS,BAGUA,37.1,1.7,14.37,0.53,13.55,66.14,24.02,32.84,16.83,2.25,-5.63888888888889,-78.5311111111111,0.0,0.0,0.0,0.5,0.49999999999999994,-0.8660254037844387,0.20129852008866006,0.9795299412524945
2024-06,AMAZONAS,BAGUA,37.5,1.57,14.72,0.82,12.61,67.17,22.63,31.85,16.12,2.06,-5.63888888888889,-78.5311111111111,0.0,0.0,0.0,0.5,1.2246467991473532e-16,-1.0,0.20129852008866006,0.9795299412524945
2024-07,AMAZONAS,BAGUA,38.75,2.25,13.7,0.28,11.82,64.91,22.16,31.02,15.4,2.6,-5.63888888888889,-78.5311111111111,0.0,0.0,0.0,0.5,-0.4999999999999997,-0.8660254037844388,0.20129852008866006,0.9795299412524945
2024-08,AMAZONAS,BAGUA,34.85,2.4,16.03,0.32,11.65,59.5,23.39,32.21,16.28,2.35,-5.63888888888889,-78.5311111111111,0.0,0.0,0.0,0.5,-0.8660254037844385,-0.5000000000000004,0.20129852008866006,0.9795299412524945
2024-09,AMAZONAS,BAGUA,33.2,2.6,15.39,0.53,12.33,59.57,24.3,33.91,17.64,2.43,-5.63888888888889,-78.5311111111111,0.0,0.0,0.0,0.5,-1.0,-1.8369701987210297e-16,0.20129852008866006,0.9795299412524945
2024-10,AMAZONAS,BAGUA,31.4,2.75,17.56,1.21,12.81,62.63,24.11,33.38,16.93,2.03,-5.63888888888889,-78.5311111111111,0.0,0.0,0.0,0.5,-0.8660254037844386,0.5000000000000001,0.20129852008866006,0.9795299412524945
2024-11,AMAZONAS,BAGUA,31.75,2.87,17.17,0.4,10.6,51.67,24.27,35.66,14.28,1.59,-5.63888888888889,-78.5311111111111,0.0,0.0,0.0,0.5,-0.5000000000000004,0.8660254037844384,0.20129852008866006,0.9795299412524945
2024-12,AMAZONAS,BAGUA,32.85,2.53,15.24,0.99,12.92,63.62,23.91,34.87,16.53,1.79,-5.63888888888889,-78.5311111111111,0.0,0.0,0.0,0.5,-2.4492935982947064e-16,1.0,0.20129852008866006,0.9795299412524945
2025-01,AMAZONAS,BAGUA,47.4,1.98,14.47,1.6,12.82,67.64,22.66,31.71,16.2,1.66,-5.63888888888889,-78.5311111111111,0.0,0.0,0.0,0.5,0.49999999999999994,0.8660254037844387,0.20129852008866006,0.9795299412524945
2025-02,AMAZONAS,BAGUA,51.4,1.98,14.0,1.81,13.47,69.89,22.9,32.23,17.0,1.56,-5.63888888888889,-78.5311111111111,0.0,0.0,0.0,0.5,0.8660254037844386,0.5000000000000001,0.20129852008866006,0.9795299412524945
2025-03,AMAZONAS,BAGUA,55.0,1.8,13.73,2.21,13.42,70.83,22.57,33.2,16.61,1.4,-5.63888888888889,-78.5311111111111,0.0,0.0,0.0,0.5,1.0,6.123233995736766e-17,0.20129852008866006,0.9795299412524945
2025-04,AMAZONAS,BAGUA,46.1,1.92,15.38,1.44,13.69,73.2,22.37,31.17,16.18,1.74,-5.63888888888889,-78.5311111111111,0.0,0.0,0.0,0.5,0.8660254037844387,-0.4999999999999998,0.20129852008866006,0.9795299412524945
2025-05,AMAZONAS,BAGUA,33.7,2.13,13.95,0.39,12.92,70.2,22.21,30.69,16.18,2.23,-5.63888888888889,-78.5311111111111,0.0,0.0,0.0,0.5,0.49999999999999994,-0.8660254037844387,0.20129852008866006,0.9795299412524945
2025-06,AMAZONAS,BAGUA,37.25,1.97,13.04,2.36,13.0,76.15,20.91,29.6,15.4,2.06,-5.63888888888889,-78.5311111111111,0.0,0.0,0.0,0.5,1.2246467991473532e-16,-1.0,0.20129852008866006,0.9795299412524945
2025-07,AMAZONAS,BAGUA,29.7,2.03,14.21,0.11,11.43,66.13,21.42,30.3,13.4,2.7,-5.63888888888889,-78.5311111111111,0.0,0.0,0.0,0.5,-0.4999999999999997,-0.8660254037844388,0.20129852008866006,0.9795299412524945
2025-08,AMAZONAS,BAGUA,20.9,4.0,15.08,0.09,11.65,62.24,22.65,32.33,15.48,2.45,-5.63888888888889,-78.5311111111111,0.0,0.0,0.0,0.5,-0.8660254037844385,-0.5000000000000004,0.20129852008866006,0.9795299412524945
2021-01,AMAZONAS,CHACHAPOYAS,23.16,1.5,14.56,0.93,11.56,77.64,17.06,25.96,11.11,1.9,-6.22944444444445,-77.8727777777777,2.0,8.0,0.0,0.5,0.49999999999999994,0.8660254037844387,0.20129852008866006,0.9795299412524945
2021-02,AMAZONAS,CHACHAPOYAS,23.27,1.65,15.28,1.16,11.68,73.92,18.22,28.36,12.06,1.96,-6.22944444444445,-77.8727777777777,7.0,67.0,0.0,0.5,0.8660254037844386,0.5000000000000001,0.20129852008866006,0.9795299412524945
2021-03,AMAZONAS,CHACHAPOYAS,23.45,1.65,13.78,2.0,11.52,79.43,16.64,25.98,10.41,1.71,-6.22944444444445,-77.8727777777777,9.0,205.0,6.45,0.5,1.0,6.123233995736766e-17,0.20129852008866006,0.9795299412524945
2021-04,AMAZONAS,CHACHAPOYAS,24.04,1.65,15.08,0.69,11.75,77.32,17.56,26.93,11.39,1.8,-6.22944444444445,-77.8727777777777,1.0,0.0,0.0,0.5,0.8660254037844387,-0.4999999999999998,0.20129852008866006,0.9795299412524945
2021-05,AMAZONAS,CHACHAPOYAS,24.04,1.58,14.03,0.19,10.76,71.08,17.78,28.12,9.57,2.02,-6.22944444444445,-77.8727777777777,2.0,3.0,0.0,0.5,0.49999999999999994,-0.8660254037844387,0.20129852008866006,0.9795299412524945
2021-06,AMAZONAS,CHACHAPOYAS,23.03,2.75,13.41,1.07,10.45,73.4,16.73,27.57,9.15,1.89,-6.22944444444445,-77.8727777777777,2.0,0.0,0.0,0.5,1.2246467991473532e-16,-1.0,0.20129852008866006,0.9795299412524945
2021-07,AMAZONAS,CHACHAPOYAS,22.0,3.15,14.8,0.18,9.46,68.88,16.55,26.77,7.25,2.46,-6.22944444444445,-77.8727777777777,3.0,51.0,0.0,0.5,-0.4999999999999997,-0.8660254037844388,0.20129852008866006,0.9795299412524945
2021-08,AMAZONAS,CHACHAPOYAS,20.2,2.95,14.8,0.26,9.9,66.19,17.92,29.87,8.28,2.36,-6.22944444444445,-77.8727777777777,1.0,2.0,0.0,0.5,-0.8660254037844385,-0.5000000000000004,0.20129852008866006,0.9795299412524945
2021-09,AMAZONAS,CHACHAPOYAS,20.1,2.95,15.54,0.66,10.45,68.79,17.9,28.93,9.74,2.24,-6.22944444444445,-77.8727777777777,4.0,6.0,0.0,0.5,-1.0,-1.8369701987210297e-16,0.20129852008866006,0.9795299412524945
2021-10,AMAZONAS,CHACHAPOYAS,18.2,3.25,16.46,0.94,11.65,72.46,18.58,29.99,12.42,1.87,-6.22944444444445,-77.8727777777777,2.0,7.0,0.0,0.5,-0.8660254037844386,0.5000000000000001,0.20129852008866006,0.9795299412524945
2021-11,AMAZONAS,CHACHAPOYAS,19.2,2.3,15.49,0.81,11.28,72.75,17.84,26.35,11.36,1.73,-6.22944444444445,-77.8727777777777,2.0,1.0,0.0,0.5,-0.5000000000000004,0.8660254037844384,0.20129852008866006,0.9795299412524945
2021-12,AMAZONAS,CHACHAPOYAS,20.3,2.55,16.41,1.1,11.86,75.05,18.14,29.7,10.91,1.97,-6.22944444444445,-77.8727777777777,0.0,0.0,0.0,0.5,-2.4492935982947064e-16,1.0,0.20129852008866006,0.9795299412524945
2022-01,AMAZONAS,CHACHAPOYAS,21.4,2.7,16.5,0.67,10.62,68.62,18.05,28.92,9.08,2.07,-6.22944444444445,-77.8727777777777,1.0,3.0,0.0,0.5,0.49999999999999994,0.8660254037844387,0.20129852008866006,0.9795299412524945
2022-02,AMAZONAS,CHACHAPOYAS,21.3,2.72,13.16,2.17,11.56,76.93,17.31,28.69,10.7,1.88,-6.22944444444445,-77.8727777777777,1.0,0.0,0.0,0.5,0.8660254037844386,0.5000000000000001,0.20129852008866006,0.9795299412524945
2022-03,AMAZONAS,CHACHAPOYAS,21.4,2.78,13.93,1.96,11.69,79.94,16.69,24.54,10.14,1.7,-6.22944444444445,-77.8727777777777,14.0,186.0,13.0,0.5,1.0,6.123233995736766e-17,0.20129852008866006,0.9795299412524945
2022-04,AMAZONAS,CHACHAPOYAS,21.5,2.76,13.75,1.52,11.79,79.84,16.91,26.32,10.98,1.69,-6.22944444444445,-77.8727777777777,12.0,85.0,0.0,0.5,0.8660254037844387,-0.4999999999999998,0.20129852008866006,0.9795299412524945
2022-05,AMAZONAS,CHACHAPOYAS,20.4,2.9,13.73,0.71,11.23,75.62,17.32,27.13,10.36,1.88,-6.22944444444445,-77.8727777777777,3.0,55.0,0.0,0.5,0.49999999999999994,-0.8660254037844387,0.20129852008866006,0.9795299412524945
2022-06,AMAZONAS,CHACHAPOYAS,21.3,3.35,15.57,0.56,10.03,72.57,16.34,27.23,7.45,1.82,-6.22944444444445,-77.8727777777777,0.0,0.0,0.0,0.5,1.2246467991473532e-16,-1.0,0.20129852008866006,0.9795299412524945
2022-07,AMAZONAS,CHACHAPOYAS,20.2,3.5,14.87,0.23,10.23,70.7,17.19,27.75,8.13,2.19,-6.22944444444445,-77.8727777777777,1.0,30.0,0.0,0.5,-0.4999999999999997,-0.8660254037844388,0.20129852008866006,0.9795299412524945
2022-08,AMAZONAS,CHACHAPOYAS,17.5,3.1,15.96,0.23,9.6,65.36,17.61,28.01,7.22,2.48,-6.22944444444445,-77.8727777777777,0.0,0.0,0.0,0.5,-0.8660254037844385,-0.5000000000000004,0.20129852008866006,0.9795299412524945
2022-09,AMAZONAS,CHACHAPOYAS,15.6,4.05,16.42,0.81,10.22,65.71,18.45,29.29,9.35,2.07,-6.22944444444445,-77.8727777777777,2.0,13.0,5.0,0.5,-1.0,-1.8369701987210297e-16,0.20129852008866006,0.9795299412524945
2022-10,AMAZONAS,CHACHAPOYAS,12.2,5.15,16.79,0.5,10.58,67.53,18.45,30.05,9.2,1.87,-6.22944444444445,-77.8727777777777,3.0,45.0,43.0,0.5,-0.8660254037844386,0.5000000000000001,0.20129852008866006,0.9795299412524945
2022-11,AMAZONAS,CHACHAPOYAS,13.3,4.0,17.14,0.42,10.15,62.46,19.15,29.6,10.25,2.1,-6.22944444444445,-77.8727777777777,6.0,114.0,8.0,0.5,-0.5000000000000004,0.8660254037844384,0.20129852008866006,0.9795299412524945
2022-12,AMAZONAS,CHACHAPOYAS,12.3,4.65,16.88,0.47,10.35,66.94,18.14,29.62,9.53,2.02,-6.22944444444445,-77.8727777777777,2.0,0.0,0.0,0.5,-2.4492935982947064e-16,1.0,0.20129852008866006,0.9795299412524945
2023-01,AMAZONAS,CHACHAPOYAS,14.4,4.85,15.34,2.73,10.92,74.37,17.09,27.29,10.94,1.84,-6.22944444444445,-77.8727777777777,8.0,0.0,0.0,0.5,0.49999999999999994,0.8660254037844387,0.20129852008866006,0.9795299412524945
2023-02,AMAZONAS,CHACHAPOYAS,19.7,4.7,13.11,1.86,11.75,79.01,17.02,24.69,11.22,1.83,-6.22944444444445,-77.8727777777777,6.0,0.0,0.0,0.5,0.8660254037844386,0.5000000000000001,0.20129852008866006,0.9795299412524945
2023-03,AMAZONAS,CHACHAPOYAS,18.8,3.1,13.54,3.48,11.89,81.25,16.65,25.04,10.07,1.68,-6.22944444444445,-77.8727777777777,0.0,0.0,0.0,0.5,1.0,6.123233995736766e-17,0.20129852008866006,0.9795299412524945
2023-04,AMAZONAS,CHACHAPOYAS,19.7,3.25,13.1,1.07,11.86,79.83,17.01,25.29,10.67,1.56,-6.22944444444445,-77.8727777777777,0.0,0.0,0.0,0.5,0.8660254037844387,-0.4999999999999998,0.20129852008866006,0.9795299412524945
2023-05,AMAZONAS,CHACHAPOYAS,20.0,3.4,13.69,0.45,11.87,75.8,18.11,27.97,11.1,1.9,-6.22944444444445,-77.8727777777777,0.0,0.0,0.0,0.5,0.49999999999999994,-0.8660254037844387,0.20129852008866006,0.9795299412524945
2023-06,AMAZONAS,CHACHAPOYAS,19.7,3.2,14.19,0.04,10.73,72.05,17.56,27.2,8.24,2.3,-6.22944444444445,-77.8727777777777,0.0,0.0,0.0,0.5,1.2246467991473532e-16,-1.0,0.20129852008866006,0.9795299412524945
2023-07,AMAZONAS,CHACHAPOYAS,20.3,3.0,15.35,0.06,10.58,68.38,18.36,27.75,10.54,2.45,-6.22944444444445,-77.8727777777777,0.0,0.0,0.0,0.5,-0.4999999999999997,-0.8660254037844388,0.20129852008866006,0.9795299412524945
2023-08,AMAZONAS,CHACHAPOYAS,17.2,7.0,16.83,0.08,10.33,64.71,19.0,30.48,9.62,2.39,-6.22944444444445,-77.8727777777777,0.0,0.0,0.0,0.5,-0.8660254037844385,-0.5000000000000004,0.20129852008866006,0.9795299412524945
2023-09,AMAZONAS,CHACHAPOYAS,16.1,6.5,15.72,0.15,10.58,62.86,19.73,30.3,11.94,2.48,-6.22944444444445,-77.8727777777777,0.0,0.0,0.0,0.5,-1.0,-1.8369701987210297e-16,0.20129852008866006,0.9795299412524945
2023-10,AMAZONAS,CHACHAPOYAS,17.2,8.5,15.52,0.81,11.45,68.12,19.34,29.59,12.04,2.04,-6.22944444444445,-77.8727777777777,0.0,0.0,0.0,0.5,-0.8660254037844386,0.5000000000000001,0.20129852008866006,0.9795299412524945
2023-11,AMAZONAS,CHACHAPOYAS,16.1,4.25,15.78,0.89,11.63,70.83,18.94,30.22,12.44,2.03,-6.22944444444445,-77.8727777777777,0.0,0.0,0.0,0.5,-0.5000000000000004,0.8660254037844384,0.20129852008866006,0.9795299412524945
2023-12,AMAZONAS,CHACHAPOYAS,18.2,3.25,13.18,2.27,12.75,78.51,18.43,26.83,13.03,1.93,-6.22944444444445,-77.8727777777777,0.0,0.0,0.0,0.5,-2.4492935982947064e-16,1.0,0.20129852008866006,0.9795299412524945
2024-01,AMAZONAS,CHACHAPOYAS,17.1,2.25,13.8,0.82,12.31,74.69,18.89,28.9,12.12,2.08,-6.22944444444445,-77.8727777777777,0.0,0.0,0.0,0.5,0.49999999999999994,0.8660254037844387,0.20129852008866006,0.9795299412524945
2024-02,AMAZONAS,CHACHAPOYAS,18.2,2.1,14.57,1.0,12.05,72.48,19.15,29.54,12.02,2.2,-6.22944444444445,-77.8727777777777,0.0,0.0,0.0,0.5,0.8660254037844386,0.5000000000000001,0.20129852008866006,0.9795299412524945
2024-03,AMAZONAS,CHACHAPOYAS,19.2,2.25,14.41,0.46,11.75,69.43,19.5,30.78,12.87,2.04,-6.22944444444445,-77.8727777777777,0.0,0.0,0.0,0.5,1.0,6.123233995736766e-17,0.20129852008866006,0.9795299412524945
2024-04,AMAZONAS,CHACHAPOYAS,18.3,2.4,14.29,0.49,12.5,74.73,19.08,28.78,13.53,1.86,-6.22944444444445,-77.8727777777777,0.0,0.0,0.0,0.5,0.8660254037844387,-0.4999999999999998,0.20129852008866006,0.9795299412524945
2024-05,AMAZONAS,CHACHAPOYAS,17.4,2.25,15.22,0.38,11.86,70.66,19.46,28.95,11.46,2.05,-6.22944444444445,-77.8727777777777,0.0,0.0,0.0,0.5,0.49999999999999994,-0.8660254037844387,0.20129852008866006,0.9795299412524945
2024-06,AMAZONAS,CHACHAPOYAS,16.8,2.9,15.44,0.27,10.71,68.3,18.51,29.64,9.4,2.05,-6.22944444444445,-77.8727777777777,0.0,0.0,0.0,0.5,1.2246467991473532e-16,-1.0,0.20129852008866006,0.9795299412524945
2024-07,AMAZONAS,CHACHAPOYAS,15.7,2.65,14.66,0.23,10.14,67.55,17.94,28.46,8.71,2.59,-6.22944444444445,-77.8727777777777,0.0,0.0,0.0,0.5,-0.4999999999999997,-0.8660254037844388,0.20129852008866006,0.9795299412524945
2024-08,AMAZONAS,CHACHAPOYAS,15.2,1.9,15.06,0.18,10.29,65.19,18.73,29.45,9.95,2.4,-6.22944444444445,-77.8727777777777,0.0,0.0,0.0,0.5,-0.8660254037844385,-0.5000000000000004,0.20129852008866006,0.9795299412524945
2024-09,AMAZONAS,CHACHAPOYAS,15.1,2.0,13.47,0.37,10.38,63.3,19.52,30.29,10.52,2.44,-6.22944444444445,-77.8727777777777,0.0,0.0,0.0,0.5,-1.0,-1.8369701987210297e-16,0.20129852008866006,0.9795299412524945
2024-10,AMAZONAS,CHACHAPOYAS,13.1,2.05,16.09,1.13,11.19,67.21,19.3,29.6,11.3,2.07,-6.22944444444445,-77.8727777777777,0.0,0.0,0.0,0.5,-0.8660254037844386,0.5000000000000001,0.20129852008866006,0.9795299412524945
2024-11,AMAZONAS,CHACHAPOYAS,11.8,2.0,16.39,0.71,10.51,65.84,18.54,29.55,10.95,1.82,-6.22944444444445,-77.8727777777777,0.0,0.0,0.0,0.5,-0.5000000000000004,0.8660254037844384,0.20129852008866006,0.9795299412524945
2024-12,AMAZONAS,CHACHAPOYAS,12.9,2.25,15.17,0.65,11.89,73.02,18.71,28.92,12.7,1.98,-6.22944444444445,-77.8727777777777,0.0,0.0,0.0,0.5,-2.4492935982947064e-16,1.0,0.20129852008866006,0.9795299412524945
2025-01,AMAZONAS,CHACHAPOYAS,15.8,2.15,14.72,1.14,11.45,74.2,17.79,27.33,11.12,1.98,-6.22944444444445,-77.8727777777777,0.0,0.0,0.0,0.5,0.49999999999999994,0.8660254037844387,0.20129852008866006,0.9795299412524945
