año,mes,departamento,provincia,produccion_t,verde_actual_ha,precio_chacra_kg,precio_es_fallback
2016,02,SAN MARTIN,MOYOBAMBA,62.000,92.000,1.354839,0
2016,02,SAN MARTIN,PICOTA,54.000,82.500,1.057407,0
2016,02,SAN MARTIN,RIOJA,15.000,20.000,0.736667,0
2016,02,SAN MARTIN,SAN MARTIN,41.800,87.000,0.555024,0
2016,02,SAN MARTIN,TOCACHE,41.000,22.000,0.641463,0
2016,02,TUMBES,CONTRALMIRANTE VILLAR,14.400,117.500,0.800000,0
2016,02,TUMBES,TUMBES,492.350,278.600,0.700000,0
2016,02,TUMBES,ZARUMILLA,3582.095,1364.100,0.853148,0
2016,02,UCAYALI,ATALAYA,199.959,181.000,0.498263,0
2016,02,UCAYALI,CORONEL PORTILLO,600.289,1423.140,0.451610,0
2016,02,UCAYALI,PADRE ABAD,214.140,381.990,0.468148,0
2016,02,UCAYALI,PURUS,21.700,31.000,0.700000,0
2016,03,AMAZONAS,BAGUA,15.900,22.000,1.462264,0
2016,03,AMAZONAS,CHACHAPOYAS,23.100,43.000,1.000000,0
2016,03,AMAZONAS,LUYA,18.900,30.000,1.800000,0
2016,03,AMAZONAS,UTCUBAMBA,497.000,572.000,0.400000,0
2016,03,ANCASH,CASMA,34.000,53.000,1.711765,0
2016,03,ANCASH,HUARMEY,6.000,4.000,1.700000,0
2016,03,ANCASH,HUAYLAS,13.000,12.000,1.684615,0
2016,03,ANCASH,SANTA,8.000,5.000,1.780000,0
2016,03,APURIMAC,ABANCAY,7.000,29.500,0.971429,0
2016,03,APURIMAC,ANDAHUAYLAS,31.750,17.500,0.905748,0
2016,03,APURIMAC,AYMARAES,2.500,7.000,0.700000,0
2016,03,APURIMAC,CHINCHEROS,33.350,28.500,0.913943,0
2016,03,APURIMAC,GRAU,2.000,2.000,0.800000,0
2016,03,AREQUIPA,CARAVELI,0.000,3.000,0.000000,1
2016,03,AREQUIPA,LA UNION,23.700,10.000,2.154008,0
2016,03,AYACUCHO,HUAMANGA,2.200,5.000,2.010000,0
2016,03,AYACUCHO,HUANTA,4.500,10.000,1.177778,0
2016,03,AYACUCHO,LA MAR,9.000,19.500,0.988889,0
2016,03,AYACUCHO,LUCANAS,0.000,16.000,0.000000,1
2016,03,AYACUCHO,PARINACOCHAS,0.000,2.000,0.000000,1
2016,03,AYACUCHO,PAUCAR DEL SARA SARA,8.000,9.000,1.250000,0
2016,03,AYACUCHO,SUCRE,5.000,5.000,1.300000,0
2016,03,AYACUCHO,VILCAS HUAMAN,8.500,8.500,1.261765,0
2016,03,CAJAMARCA,CAJABAMBA,6.600,16.000,1.000000,0
2016,03,CAJAMARCA,CHOTA,22.000,32.250,1.222727,0
2016,03,CAJAMARCA,CUTERVO,0.000,4.000,0.000000,1
2016,03,CAJAMARCA,JAEN,9.539,16.000,0.718540,0
2016,03,CAJAMARCA,SAN IGNACIO,3.400,10.000,0.800000,0
2016,03,CAJAMARCA,SAN MARCOS,0.000,10.000,0.000000,1
2016,03,CAJAMARCA,SAN MIGUEL,60.000,30.000,1.250000,0
2016,03,CAJAMARCA,SANTA CRUZ,4.000,5.500,1.200000,0
2016,03,CUSCO,LA CONVENCION,184.000,205.000,0.990000,0
2016,03,HUANCAVELICA,ACOBAMBA,1.400,4.000,0.521429,0
2016,03,HUANCAVELICA,ANGARAES,0.000,3.000,0.000000,1
2016,03,HUANCAVELICA,CASTROVIRREYNA,0.000,1.000,0.000000,1
2016,03,HUANCAVELICA,CHURCAMPA,0.000,7.000,0.000000,1
2016,03,HUANCAVELICA,HUAYTARA,0.000,2.000,0.000000,1
2016,03,HUANCAVELICA,TAYACAJA,0.000,16.000,0.000000,1
2016,03,HUANUCO,HUACAYBAMBA,0.000,9.000,0.000000,1
2016,03,HUANUCO,HUAMALIES,14.000,18.000,0.700000,0
2016,03,HUANUCO,HUANUCO,3.900,13.250,1.125128,0
2016,03,HUANUCO,LEONCIO PRADO,80.000,103.000,0.618875,0
2016,03,HUANUCO,MARAÑON,4.000,4.000,0.860000,0
2016,03,HUANUCO,PUERTO INCA,2.000,16.000,0.974000,0
2016,03,ICA,ICA,67.800,20.720,1.987021,0
2016,03,ICA,NASCA,0.000,12.590,0.000000,1
2016,03,ICA,PALPA,0.000,2.859,0.000000,1
2016,03,ICA,PISCO,0.000,7.400,0.000000,1
2016,03,JUNIN,CHANCHAMAYO,132.700,197.000,1.176262,0
2016,03,JUNIN,HUANCAYO,9.600,16.000,1.400000,0
2016,03,JUNIN,SATIPO,241.300,165.000,0.590054,0
2016,03,LA LIBERTAD,BOLIVAR,17.448,15.500,0.732619,0
2016,03,LA LIBERTAD,GRAN CHIMU,6.550,2.500,0.722595,0
2016,03,LA LIBERTAD,OTUZCO,1.920,2.000,0.720000,0
2016,03,LA LIBERTAD,PATAZ,15.490,11.250,0.717876,0
2016,03,LA LIBERTAD,SANCHEZ CARRION,16.137,11.500,0.719058,0
2016,03,LA LIBERTAD,VIRU,1.430,1.000,0.730000,0
2016,03,LAMBAYEQUE,CHICLAYO,0.000,8.000,0.000000,1
2016,03,LAMBAYEQUE,FERREÑAFE,0.000,14.000,0.000000,1
2016,03,LAMBAYEQUE,LAMBAYEQUE,4070.000,2029.000,0.349165,0
2016,03,LIMA,CAÑETE,0.000,3.000,0.000000,1
2016,03,LIMA,HUAURA,0.000,6.000,0.000000,1
2016,03,LORETO,ALTO AMAZONAS,296.000,479.000,0.902568,0
2016,03,LORETO,DATEM DEL MARAÑON,44.000,50.000,0.900455,0
2016,03,LORETO,LORETO,76.000,92.000,0.919737,0
2016,03,LORETO,MARISCAL RAMON CASTILLA,42.000,69.000,0.908571,0
2016,03,LORETO,MAYNAS,489.000,932.000,0.949141,0
2016,03,LORETO,PUTUMAYO,9.000,26.000,0.930000,0
2016,03,LORETO,REQUENA,43.000,63.000,0.908140,0
2016,03,LORETO,UCAYALI,110.000,183.000,0.916091,0
2016,03,MADRE DE DIOS,MANU,8.500,20.250,2.488235,0
2016,03,MADRE DE DIOS,TAHUAMANU,7.100,17.000,2.112676,0
2016,03,MADRE DE DIOS,TAMBOPATA,21.200,75.500,2.535377,0
2016,03,MOQUEGUA,GENERAL SANCHEZ CERRO,3.710,3.000,1.000000,0
2016,03,MOQUEGUA,MARISCAL NIETO,6.519,5.000,2.500000,0
2016,03,PASCO,OXAPAMPA,0.000,10.000,0.000000,1
2016,03,PIURA,AYABACA,13.000,86.000,0.503077,0
2016,03,PIURA,HUANCABAMBA,29.000,44.000,0.700000,0
2016,03,PIURA,MORROPON,1346.000,1465.000,0.392348,0
2016,03,PIURA,PAITA,5.000,4.000,0.700000,0
2016,03,PIURA,PIURA,11071.000,10570.000,0.451079,0
2016,03,PIURA,SECHURA,2.000,3.000,0.950000,0
2016,03,PIURA,SULLANA,4447.000,4108.000,0.700000,0
2016,03,PUNO,CARABAYA,0.000,1.000,0.000000,1
2016,03,PUNO,SANDIA,2.000,5.000,0.900000,0
2016,03,SAN MARTIN,BELLAVISTA,53.000,31.400,0.900000,0
2016,03,SAN MARTIN,EL DORADO,20.400,13.000,0.378431,0
2016,03,SAN MARTIN,HUALLAGA,80.000,45.500,1.187500,0
2016,03,SAN MARTIN,LAMAS,69.300,58.000,0.468975,0
2016,03,SAN MARTIN,MARISCAL CACERES,47.500,30.000,0.932632,0
2016,03,SAN MARTIN,MOYOBAMBA,68.000,92.000,1.323529,0
2016,03,SAN MARTIN,PICOTA,101.000,82.500,1.093564,0
2016,03,SAN MARTIN,RIOJA,26.000,20.000,0.742308,0
2016,03,SAN MARTIN,SAN MARTIN,126.000,87.000,0.537302,0
2016,03,SAN MARTIN,TOCACHE,22.000,22.000,0.563636,0
2016,03,TUMBES,CONTRALMIRANTE VILLAR,17.620,116.750,0.700000,0
2016,03,TUMBES,TUMBES,444.610,278.200,0.675818,0
2016,03,TUMBES,ZARUMILLA,3113.781,1371.800,1.170065,0
2016,03,UCAYALI,ATALAYA,174.460,181.000,0.488515,0
2016,03,UCAYALI,CORONEL PORTILLO,661.110,1423.140,0.445058,0
2016,03,UCAYALI,PADRE ABAD,224.660,381.990,0.464876,0
2016,03,UCAYALI,PURUS,26.770,31.000,0.680000,0
2016,04,AMAZONAS,BAGUA,17.500,22.000,1.468000,0
2016,04,AMAZONAS,CHACHAPOYAS,22.400,43.000,0.875536,0
2016,04,AMAZONAS,LUYA,18.100,30.000,1.800000,0
2016,04,AMAZONAS,UTCUBAMBA,498.000,572.000,0.544578,0
2016,04,ANCASH,CASMA,32.000,53.000,1.756250,0
2016,04,ANCASH,HUARMEY,5.000,4.000,1.800000,0
2016,04,ANCASH,HUAYLAS,12.000,12.000,1.833333,0
2016,04,ANCASH,SANTA,8.000,5.000,1.800000,0
2016,04,APURIMAC,ABANCAY,23.000,29.500,1.234783,0
2016,04,APURIMAC,ANDAHUAYLAS,15.539,17.500,0.871041,0
2016,04,APURIMAC,AYMARAES,2.800,7.000,0.717857,0
2016,04,APURIMAC,CHINCHEROS,9.600,28.500,0.924479,0
2016,04,APURIMAC,GRAU,0.000,2.000,0.000000,1
2016,04,AREQUIPA,CARAVELI,0.000,3.000,0.000000,1
2016,04,AREQUIPA,LA UNION,0.000,10.000,0.000000,1
2016,04,AYACUCHO,HUAMANGA,1.860,3.860,1.910000,0
2016,04,AYACUCHO,HUANTA,10.670,10.170,1.176570,0
2016,04,AYACUCHO,LA MAR,12.500,19.500,1.132000,0
2016,04,AYACUCHO,LUCANAS,1.000,16.000,1.420000,0
2016,04,AYACUCHO,PARINACOCHAS,3.000,2.000,1.733333,0
2016,04,AYACUCHO,PAUCAR DEL SARA SARA,12.000,9.000,1.233333,0
2016,04,AYACUCHO,SUCRE,9.000,5.000,1.177778,0
2016,04,AYACUCHO,VILCAS HUAMAN,4.500,8.500,1.227778,0
2016,04,CAJAMARCA,CAJABAMBA,8.800,16.000,1.037500,0
2016,04,CAJAMARCA,CHOTA,22.000,32.250,1.063636,0
2016,04,CAJAMARCA,CUTERVO,0.000,4.000,0.000000,1
2016,04,CAJAMARCA,JAEN,12.180,16.000,0.647356,0
2016,04,CAJAMARCA,SAN IGNACIO,3.200,10.000,1.000000,0
2016,04,CAJAMARCA,SAN MARCOS,1.877,10.000,1.000000,0
2016,04,CAJAMARCA,SAN MIGUEL,70.000,30.000,1.075714,0
2016,04,CAJAMARCA,SANTA CRUZ,10.000,5.500,1.210000,0
2016,04,CUSCO,LA CONVENCION,71.000,205.000,1.600000,0
2016,04,HUANCAVELICA,ACOBAMBA,5.600,4.000,0.546429,0
2016,04,HUANCAVELICA,ANGARAES,4.598,3.000,0.642584,0
2016,04,HUANCAVELICA,CASTROVIRREYNA,3.509,2.000,0.500000,0
2016,04,HUANCAVELICA,CHURCAMPA,7.149,7.000,0.952497,0
2016,04,HUANCAVELICA,HUAYTARA,4.130,3.000,0.600000,0
2016,04,HUANCAVELICA,TAYACAJA,16.110,16.000,0.600000,0
2016,04,HUANUCO,HUACAYBAMBA,0.000,9.000,0.000000,1
2016,04,HUANUCO,HUAMALIES,19.000,18.000,0.700000,0
2016,04,HUANUCO,HUANUCO,5.900,13.250,0.938136,0
2016,04,HUANUCO,LEONCIO PRADO,93.000,103.000,0.655419,0
2016,04,HUANUCO,MARAÑON,5.000,4.000,0.840000,0
2016,04,HUANUCO,PUERTO INCA,7.000,16.000,0.948000,0
2016,04,ICA,ICA,177.600,20.720,1.965991,0
2016,04,ICA,NASCA,0.000,12.590,0.000000,1
2016,04,ICA,PALPA,0.000,2.859,0.000000,1
2016,04,ICA,PISCO,0.000,7.400,0.000000,1
2016,04,JUNIN,CHANCHAMAYO,137.150,197.000,1.096901,0
2016,04,JUNIN,HUANCAYO,11.200,16.000,1.000000,0
2016,04,JUNIN,SATIPO,285.200,167.000,0.589215,0
2016,04,LA LIBERTAD,BOLIVAR,12.980,15.500,0.709592,0
2016,04,LA LIBERTAD,GRAN CHIMU,7.170,2.500,0.704296,0
2016,04,LA LIBERTAD,OTUZCO,1.150,2.000,0.700000,0
2016,04,LA LIBERTAD,PATAZ,11.888,11.250,0.716824,0
2016,04,LA LIBERTAD,SANCHEZ CARRION,12.567,11.500,0.719519,0
2016,04,LA LIBERTAD,VIRU,0.970,1.000,0.720000,0
2016,04,LAMBAYEQUE,CHICLAYO,0.000,8.000,0.000000,1
2016,04,LAMBAYEQUE,FERREÑAFE,0.000,14.000,0.000000,1
2016,04,LAMBAYEQUE,LAMBAYEQUE,3798.000,2029.000,0.401448,0
2016,04,LIMA,CAÑETE,0.000,3.000,0.000000,1
2016,04,LIMA,HUAURA,0.000,26.000,0.000000,1
2016,04,LORETO,ALTO AMAZONAS,294.000,479.000,0.920884,0
2016,04,LORETO,DATEM DEL MARAÑON,35.000,50.000,0.904857,0
2016,04,LORETO,LORETO,60.000,92.000,0.904667,0
2016,04,LORETO,MARISCAL RAMON CASTILLA,36.000,69.000,0.913889,0
2016,04,LORETO,MAYNAS,531.000,932.000,0.937665,0
2016,04,LORETO,PUTUMAYO,12.000,26.000,0.900000,0
2016,04,LORETO,REQUENA,42.000,63.000,0.904286,0
2016,04,LORETO,UCAYALI,96.000,183.000,0.919583,0
2016,04,MADRE DE DIOS,MANU,10.000,20.250,2.424000,0
2016,04,MADRE DE DIOS,TAHUAMANU,4.900,17.000,2.134694,0
2016,04,MADRE DE DIOS,TAMBOPATA,24.200,75.500,2.374793,0
2016,04,MOQUEGUA,GENERAL SANCHEZ CERRO,5.050,3.000,1.600000,0
2016,04,MOQUEGUA,MARISCAL NIETO,5.620,5.000,1.900000,0
2016,04,PASCO,OXAPAMPA,0.000,10.000,0.000000,1
2016,04,PIURA,AYABACA,42.000,86.000,0.585714,0
2016,04,PIURA,HUANCABAMBA,9.000,44.000,0.700000,0
2016,04,PIURA,MORROPON,1341.000,1465.000,0.322371,0
2016,04,PIURA,PAITA,5.000,4.000,0.700000,0
2016,04,PIURA,PIURA,11545.000,10570.000,0.994760,0
2016,04,PIURA,SECHURA,2.000,3.000,0.950000,0
