DEPARTAMENTO,PROVINCIA,ANIO,MES,ALLSKY_SFC_SW_DWN,PRECTOTCORR,QV2M,RH2M,T2M,T2M_MAX,T2M_MIN,WS2M
PIURA,HUANCABAMBA,2025,8,16.88,0.15,10.63,72.26,17.27,26.72,10.83,2.46
PIURA,HUANCABAMBA,2025,9,16.56,0.15,10.91,70.8,17.94,27.57,11.87,2.4
PIURA,HUANCABAMBA,2025,10,18.61,0.84,11.24,72.56,17.96,27.39,10.29,1.42
PIURA,HUANCABAMBA,2025,11,17.01,1.56,11.87,75.58,18.11,26.9,11.56,1.08
PIURA,HUANCABAMBA,2025,12,17.01,0.16,9.53,61.51,18.27,28.48,9.79,1.5
PIURA,MORROPON,2021,1,14.34,1.01,12.25,67.99,22.27,34.2,16.31,2.18
PIURA,MORROPON,2021,2,16.38,0.84,11.94,63.11,23.27,32.95,16.35,2.32
PIURA,MORROPON,2021,3,15.13,3.01,12.59,69.49,22.46,32.28,16.56,1.85
PIURA,MORROPON,2021,4,15.9,0.51,11.79,63.43,22.97,33.65,16.6,1.94
PIURA,MORROPON,2021,5,15.12,0.34,11.08,61.55,22.56,33.51,15.7,2.04
PIURA,MORROPON,2021,6,13.53,0.13,10.7,60.84,22.28,32.91,15.69,2.01
PIURA,MORROPON,2021,7,16.03,0.09,10.04,56.05,22.83,34.17,14.71,2.08
PIURA,MORROPON,2021,8,16.53,0.25,10.12,56.59,22.71,34.23,14.9,2.19
PIURA,MORROPON,2021,9,18.56,0.4,10.15,55.92,22.85,34.53,14.84,2.11
PIURA,MORROPON,2021,10,18.7,1.06,10.91,60.87,22.37,33.49,15.87,2.21
PIURA,MORROPON,2021,11,18.77,1.03,10.37,61.66,21.35,31.87,14.93,2.31
PIURA,MORROPON,2021,12,17.02,1.25,11.34,65.56,21.75,32.16,15.05,2.45
PIURA,MORROPON,2022,1,16.24,0.59,11.38,64.92,22.12,33.37,14.92,2.52
PIURA,MORROPON,2022,2,13.98,1.04,11.4,65.22,21.94,32.59,15.58,2.35
PIURA,MORROPON,2022,3,16.32,2.01,12.24,67.85,22.31,31.19,16.27,2.03
PIURA,MORROPON,2022,4,15.23,1.08,11.85,65.95,22.36,32.73,16.06,2.01
PIURA,MORROPON,2022,5,15.76,0.32,10.87,60.01,22.68,33.71,15.14,2.03
PIURA,MORROPON,2022,6,16.02,0.76,10.17,60.72,21.42,32.18,14.07,1.96
PIURA,MORROPON,2022,7,15.05,0.61,10.37,59.74,22.03,32.66,14.63,2.06
PIURA,MORROPON,2022,8,16.48,0.4,9.81,55.99,22.42,34.33,14.94,2.17
PIURA,MORROPON,2022,9,18.95,0.19,9.89,55.44,22.58,33.86,15.33,2.26
PIURA,MORROPON,2022,10,20.23,0.33,9.45,54.39,22.09,34.97,13.25,2.4
PIURA,MORROPON,2022,11,20.05,0.26,9.84,56.04,22.27,32.7,13.95,2.35
PIURA,MORROPON,2022,12,16.72,0.51,11.21,64.8,21.84,32.32,13.87,2.53
PIURA,MORROPON,2023,1,16.07,0.99,11.24,64.28,21.93,32.66,15.58,2.29
PIURA,MORROPON,2023,2,12.61,0.74,12.73,67.55,23.12,32.56,17.28,2.11
PIURA,MORROPON,2023,3,15.88,5.15,13.75,74.31,22.79,33.97,16.86,2.08
PIURA,MORROPON,2023,4,14.11,6.45,14.74,80.32,22.36,31.64,17.74,1.38
PIURA,MORROPON,2023,5,13.36,0.52,13.72,72.29,23.31,33.5,16.67,1.72
PIURA,MORROPON,2023,6,12.94,0.15,12.56,67.89,23.1,33.2,16.84,1.82
PIURA,MORROPON,2023,7,13.94,0.05,12.09,64.29,23.48,34.32,16.31,2.02
PIURA,MORROPON,2023,8,15.86,0.12,11.47,60.0,23.82,35.42,16.94,2.07
PIURA,MORROPON,2023,9,18.4,0.13,11.33,57.49,24.3,35.59,16.86,2.23
PIURA,MORROPON,2023,10,17.18,0.37,11.8,61.19,23.64,35.71,16.98,2.35
PIURA,MORROPON,2023,11,18.03,0.38,11.68,61.48,23.35,34.49,15.07,2.46
PIURA,MORROPON,2023,12,14.82,1.57,12.64,65.96,23.45,34.8,16.91,2.46
PIURA,MORROPON,2024,1,13.11,0.63,13.41,67.3,24.13,36.34,17.58,2.45
PIURA,MORROPON,2024,2,14.55,2.89,14.46,72.42,24.07,34.65,18.3,2.32
PIURA,MORROPON,2024,3,15.44,0.4,13.17,64.54,24.53,35.33,17.73,2.17
PIURA,MORROPON,2024,4,14.45,0.52,12.79,65.37,23.75,35.24,17.73,2.09
PIURA,MORROPON,2024,5,15.78,0.27,11.81,59.07,24.24,35.08,17.82,2.22
PIURA,MORROPON,2024,6,15.7,0.48,10.89,58.13,23.26,36.43,16.16,1.99
PIURA,MORROPON,2024,7,16.54,0.14,10.3,54.24,23.7,34.87,15.8,2.03
PIURA,MORROPON,2024,8,17.74,0.19,10.13,54.06,23.48,35.15,16.22,2.13
PIURA,MORROPON,2024,9,16.42,0.38,10.55,54.63,23.92,35.89,16.4,2.02
PIURA,MORROPON,2024,10,19.15,0.54,11.06,58.33,23.42,35.19,16.75,2.37
PIURA,MORROPON,2024,11,19.69,0.11,9.79,57.11,22.01,33.74,13.84,2.48
PIURA,MORROPON,2024,12,15.08,0.73,11.75,64.96,22.56,34.18,16.01,2.69
PIURA,MORROPON,2025,1,14.99,1.1,12.11,67.42,22.4,33.5,16.23,2.52
PIURA,MORROPON,2025,2,13.76,2.88,13.35,72.51,22.61,31.02,17.2,2.38
PIURA,MORROPON,2025,3,15.38,3.01,13.07,68.8,23.28,33.54,17.42,1.94
PIURA,MORROPON,2025,4,15.29,1.0,12.75,68.46,22.94,33.81,16.68,1.88
PIURA,MORROPON,2025,5,14.25,0.24,11.71,62.28,23.28,34.65,16.0,1.99
PIURA,MORROPON,2025,6,12.97,3.95,12.03,69.47,21.86,32.98,14.64,1.8
PIURA,MORROPON,2025,7,16.38,0.08,10.77,60.07,22.81,33.72,15.32,2.04
PIURA,MORROPON,2025,8,16.88,0.07,10.48,57.88,22.82,34.29,15.94,2.13
PIURA,MORROPON,2025,9,16.56,0.06,10.6,56.98,23.21,34.47,15.94,2.22
PIURA,MORROPON,2025,10,18.61,0.26,10.97,59.83,22.76,33.45,15.78,2.3
PIURA,MORROPON,2025,11,17.01,0.73,11.47,62.99,22.56,32.2,16.02,2.39
PIURA,MORROPON,2025,12,17.01,0.08,10.11,58.43,22.01,33.76,14.14,2.51
PIURA,PAITA,2021,1,22.77,0.07,14.51,84.62,22.74,28.08,18.57,3.43
PIURA,PAITA,2021,2,24.16,0.03,15.09,83.36,23.69,28.63,20.78,3.14
PIURA,PAITA,2021,3,23.79,0.3,15.29,80.42,24.53,30.89,20.11,2.95
PIURA,PAITA,2021,4,22.47,0.03,13.19,81.9,21.76,27.2,18.9,3.85
PIURA,PAITA,2021,5,16.73,0.04,12.96,85.09,20.84,24.67,18.81,4.48
PIURA,PAITA,2021,6,15.45,0.01,12.81,86.14,20.45,24.0,17.97,4.25
PIURA,PAITA,2021,7,15.58,0.0,12.4,87.18,19.73,22.71,17.7,4.06
PIURA,PAITA,2021,8,16.66,0.01,11.75,86.86,18.93,22.36,16.89,4.32
PIURA,PAITA,2021,9,18.14,0.02,11.34,84.71,18.76,21.98,16.81,4.81
PIURA,PAITA,2021,10,20.24,0.04,11.22,85.14,18.51,21.91,16.45,4.64
PIURA,PAITA,2021,11,21.94,0.02,11.6,86.82,18.74,22.64,16.37,4.01
PIURA,PAITA,2021,12,21.84,0.07,12.62,86.45,20.14,24.05,18.21,3.82
PIURA,PAITA,2022,1,23.34,0.03,13.96,85.37,21.99,26.91,18.88,3.62
PIURA,PAITA,2022,2,23.0,0.06,14.38,81.45,23.28,28.61,20.49,3.84
PIURA,PAITA,2022,3,23.12,0.12,15.01,77.73,24.73,29.53,21.57,3.82
PIURA,PAITA,2022,4,21.97,0.05,13.2,83.17,21.48,26.32,18.61,4.43
PIURA,PAITA,2022,5,18.55,0.06,12.14,86.66,19.49,24.13,17.25,3.68
PIURA,PAITA,2022,6,16.53,0.04,11.56,86.37,18.78,26.27,16.39,4.23
PIURA,PAITA,2022,7,14.79,0.03,11.4,86.58,18.5,21.53,16.39,4.15
PIURA,PAITA,2022,8,15.11,0.29,11.18,86.24,18.25,21.65,16.44,4.56
PIURA,PAITA,2022,9,17.32,0.01,10.75,86.33,17.62,21.25,15.64,4.53
PIURA,PAITA,2022,10,19.06,0.01,10.54,86.09,17.38,20.69,14.93,4.23
PIURA,PAITA,2022,11,21.42,0.01,11.62,86.62,18.79,23.26,15.29,3.7
PIURA,PAITA,2022,12,23.26,0.03,13.51,86.22,21.27,25.54,18.13,3.64
PIURA,PAITA,2023,1,23.74,0.02,13.99,83.9,22.34,28.58,18.73,3.25
PIURA,PAITA,2023,2,23.42,0.2,16.28,81.23,25.35,29.5,22.51,3.21
PIURA,PAITA,2023,3,21.58,3.54,17.17,79.4,26.6,30.96,22.94,3.13
PIURA,PAITA,2023,4,18.49,5.33,18.11,82.25,26.85,31.54,23.89,2.9
PIURA,PAITA,2023,5,20.88,0.22,16.61,85.63,24.73,28.72,22.48,4.1
PIURA,PAITA,2023,6,18.47,0.02,15.61,85.67,23.71,27.22,21.12,3.94
PIURA,PAITA,2023,7,18.22,0.0,15.01,86.43,22.92,25.65,20.95,4.07
PIURA,PAITA,2023,8,17.34,0.0,14.33,87.06,22.05,25.29,20.05,3.63
PIURA,PAITA,2023,9,21.23,0.0,13.64,87.3,21.2,23.82,19.23,3.94
PIURA,PAITA,2023,10,20.72,0.03,13.49,85.83,21.32,25.1,19.29,4.41
PIURA,PAITA,2023,11,21.66,0.04,13.59,85.52,21.49,25.01,18.88,4.66
PIURA,PAITA,2023,12,22.36,0.22,14.44,86.33,22.31,26.65,19.86,4.08
PIURA,PAITA,2024,1,23.15,0.08,16.24,86.26,24.24,27.12,21.97,3.99
PIURA,PAITA,2024,2,23.65,7.9,18.06,84.9,26.29,29.86,23.93,3.47
PIURA,PAITA,2024,3,23.75,0.02,15.93,82.99,24.62,29.94,20.79,3.44
PIURA,PAITA,2024,4,22.12,0.05,14.6,84.09,22.96,27.13,20.32,3.71
PIURA,PAITA,2024,5,18.02,0.02,12.92,85.99,20.57,25.21,18.31,4.34
PIURA,PAITA,2024,6,17.16,0.02,12.47,87.23,19.8,22.59,17.68,3.73
PIURA,PAITA,2024,7,16.64,0.01,11.94,87.35,19.07,24.48,16.59,3.96
PIURA,PAITA,2024,8,15.29,0.0,11.69,86.79,18.86,22.59,16.2,4.16
PIURA,PAITA,2024,9,16.1,0.02,11.29,87.39,18.17,21.8,16.11,3.9
PIURA,PAITA,2024,10,19.97,0.01,11.87,86.64,19.12,23.8,17.3,4.02
PIURA,PAITA,2024,11,21.49,0.0,12.48,86.48,19.97,24.03,16.48,3.48
PIURA,PAITA,2024,12,22.77,0.06,13.25,87.03,20.8,24.92,18.31,3.81
PIURA,PAITA,2025,1,23.03,0.07,14.5,86.35,22.41,26.72,20.18,3.62
PIURA,PAITA,2025,2,23.79,1.23,16.28,81.84,25.2,29.7,20.79,3.08
PIURA,PAITA,2025,3,23.59,0.68,16.43,80.35,25.69,30.69,22.56,3.44
PIURA,PAITA,2025,4,22.9,0.11,14.67,82.05,23.43,29.09,20.49,4.22
PIURA,PAITA,2025,5,19.14,0.01,13.81,86.51,21.58,26.36,19.51,3.73
PIURA,PAITA,2025,6,14.79,4.38,13.27,88.31,20.58,24.43,18.25,4.09
PIURA,PAITA,2025,7,16.12,0.0,12.72,88.02,19.96,23.32,17.71,3.76
PIURA,PAITA,2025,8,16.17,0.0,11.91,87.63,18.99,22.45,16.6,3.98
PIURA,PAITA,2025,9,20.76,0.0,11.67,87.22,18.75,22.05,16.73,4.05
PIURA,PAITA,2025,10,21.02,0.01,12.04,86.25,19.42,23.53,17.06,4.17
PIURA,PAITA,2025,11,22.04,0.15,12.35,87.01,19.68,23.06,17.59,3.95
PIURA,PAITA,2025,12,22.04,0.01,12.71,86.65,20.23,24.28,17.17,3.55
PIURA,PIURA,2021,1,21.74,0.27,13.11,61.87,26.65,36.18,19.81,3.81
PIURA,PIURA,2021,2,22.16,0.17,13.03,57.84,27.9,37.36,20.75,3.63
PIURA,PIURA,2021,3,21.29,0.91,13.36,59.04,28.01,37.62,21.33,2.95
PIURA,PIURA,2021,4,21.26,0.12,12.21,57.02,27.01,37.37,19.98,3.91
PIURA,PIURA,2021,5,17.48,0.11,11.54,61.22,24.93,34.9,18.55,4.16
PIURA,PIURA,2021,6,15.41,0.02,11.51,63.42,24.28,33.54,17.71,4.12
PIURA,PIURA,2021,7,16.74,0.02,11.19,63.81,23.85,36.53,17.3,4.31
PIURA,PIURA,2021,8,18.36,0.05,10.7,61.9,23.57,35.98,17.02,4.62
PIURA,PIURA,2021,9,21.77,0.08,10.24,59.78,23.38,35.0,16.54,4.73
PIURA,PIURA,2021,10,23.0,0.24,10.52,59.38,23.81,34.56,17.6,4.86
PIURA,PIURA,2021,11,23.26,0.19,10.65,60.94,23.73,33.94,16.62,4.45
PIURA,PIURA,2021,12,22.06,0.27,11.7,62.17,24.83,34.86,18.33,4.48
PIURA,PIURA,2022,1,21.52,0.13,12.52,60.69,26.39,35.96,19.36,4.21
PIURA,PIURA,2022,2,20.17,0.24,12.14,57.62,26.82,36.69,20.71,3.85
PIURA,PIURA,2022,3,21.43,0.49,12.76,57.43,27.63,37.36,20.96,3.24
PIURA,PIURA,2022,4,21.09,0.24,12.0,59.53,25.99,36.07,19.02,4.19
PIURA,PIURA,2022,5,19.0,0.11,11.22,60.41,24.76,34.61,17.79,4.14
PIURA,PIURA,2022,6,17.77,0.17,10.49,62.76,23.01,33.99,16.29,4.19
PIURA,PIURA,2022,7,17.63,0.11,10.36,62.83,22.73,34.16,16.29,4.44
PIURA,PIURA,2022,8,19.33,0.19,10.19,62.36,22.7,33.59,16.17,4.67
PIURA,PIURA,2022,9,21.33,0.03,9.94,59.83,22.94,33.92,16.26,4.79
PIURA,PIURA,2022,10,22.78,0.06,9.56,57.75,23.03,33.72,15.09,4.64
PIURA,PIURA,2022,11,22.5,0.04,10.42,58.57,24.15,34.14,15.54,4.25
PIURA,PIURA,2022,12,22.12,0.12,12.15,62.04,25.47,35.01,17.78,4.35
PIURA,PIURA,2023,1,22.26,0.19,12.23,58.31,26.75,36.5,19.72,3.74
PIURA,PIURA,2023,2,18.64,0.39,13.9,59.84,28.32,37.67,22.66,3.45
PIURA,PIURA,2023,3,18.68,5.27,15.57,69.04,27.77,38.39,22.07,2.66
PIURA,PIURA,2023,4,17.31,7.36,17.12,78.75,26.71,33.85,21.53,1.99
PIURA,PIURA,2023,5,15.89,0.35,15.26,69.51,27.2,36.79,21.41,3.48
PIURA,PIURA,2023,6,14.94,0.07,14.1,68.26,26.31,35.34,20.53,3.84
PIURA,PIURA,2023,7,14.88,0.01,13.52,66.5,26.15,38.61,20.31,4.17
PIURA,PIURA,2023,8,15.85,0.02,13.02,64.36,26.08,36.1,19.83,4.23
PIURA,PIURA,2023,9,20.64,0.02,12.57,62.3,26.03,35.44,19.36,4.68
PIURA,PIURA,2023,10,20.44,0.1,12.48,60.09,26.51,35.99,20.31,4.69
PIURA,PIURA,2023,11,21.44,0.09,12.31,61.23,25.94,35.16,18.18,4.73
PIURA,PIURA,2023,12,21.29,0.53,13.24,62.1,26.84,36.74,20.74,4.64
PIURA,PIURA,2024,1,18.65,0.19,14.65,62.83,28.33,37.87,22.1,4.68
PIURA,PIURA,2024,2,18.63,4.39,16.27,67.36,28.85,38.72,23.33,3.63
PIURA,PIURA,2024,3,21.04,0.08,14.37,59.07,29.19,38.32,21.91,3.76
PIURA,PIURA,2024,4,20.55,0.16,13.68,60.05,28.0,37.8,21.64,3.92
PIURA,PIURA,2024,5,19.31,0.06,12.11,60.21,25.95,36.27,18.76,4.55
PIURA,PIURA,2024,6,18.13,0.08,11.39,62.03,24.5,34.2,18.1,4.1
PIURA,PIURA,2024,7,19.04,0.03,10.92,62.64,23.72,34.27,17.24,4.39
PIURA,PIURA,2024,8,19.37,0.03,10.61,61.26,23.6,34.63,16.76,4.51
PIURA,PIURA,2024,9,19.0,0.09,10.7,61.82,23.47,34.48,16.67,4.54
PIURA,PIURA,2024,10,22.71,0.09,11.21,59.28,24.92,34.94,18.3,4.6
PIURA,PIURA,2024,11,20.61,0.02,11.1,60.91,24.53,34.62,17.09,4.16
PIURA,PIURA,2024,12,21.47,0.21,12.5,62.36,25.89,34.84,19.8,4.64
PIURA,PIURA,2025,1,21.62,0.28,13.21,62.44,26.81,36.55,20.4,4.23
PIURA,PIURA,2025,2,18.41,1.62,14.42,63.31,27.92,37.18,22.27,3.38
PIURA,PIURA,2025,3,20.65,1.6,14.11,59.92,28.65,37.72,22.29,3.0
PIURA,PIURA,2025,4,20.01,0.23,13.11,59.44,27.5,37.45,20.74,3.69
PIURA,PIURA,2025,5,19.29,0.07,12.6,61.86,26.16,35.53,19.71,4.1
PIURA,PIURA,2025,6,14.07,4.32,12.6,69.31,24.17,34.24,17.75,4.08
PIURA,PIURA,2025,7,18.03,0.01,11.61,66.09,23.81,35.61,17.75,4.18
PIURA,PIURA,2025,8,17.77,0.01,11.05,62.96,23.8,35.09,17.16,4.59
PIURA,PIURA,2025,9,22.82,0.01,10.89,60.97,24.07,34.21,17.12,4.7
PIURA,PIURA,2025,10,22.77,0.04,11.24,60.35,24.63,34.74,17.75,4.6
PIURA,PIURA,2025,11,22.82,0.32,11.66,61.24,25.01,34.54,18.44,4.54
PIURA,PIURA,2025,12,22.82,0.02,11.39,60.21,25.21,35.15,17.3,4.31
PIURA,SECHURA,2021,1,21.74,0.14,13.17,62.91,26.58,35.71,19.84,3.97
PIURA,SECHURA,2021,2,22.16,0.06,13.25,59.5,27.77,36.73,21.23,3.76
PIURA,SECHURA,2021,3,21.29,0.48,13.37,58.92,28.14,36.84,21.31,3.39
PIURA,SECHURA,2021,4,21.26,0.08,12.37,61.05,26.19,36.19,19.2,4.45
PIURA,SECHURA,2021,5,17.48,0.08,11.7,66.45,23.9,33.84,18.13,4.73
PIURA,SECHURA,2021,6,15.41,0.01,11.7,67.98,23.48,32.64,17.51,4.45
PIURA,SECHURA,2021,7,16.74,0.01,11.36,67.94,23.13,33.75,17.16,4.54
PIURA,SECHURA,2021,8,18.36,0.02,10.82,66.98,22.55,35.28,16.7,5.01
PIURA,SECHURA,2021,9,21.77,0.02,10.31,65.06,22.21,33.24,16.22,5.18
PIURA,SECHURA,2021,10,23.0,0.09,10.51,65.21,22.37,33.12,17.19,5.36
PIURA,SECHURA,2021,11,23.26,0.06,10.74,65.05,22.91,32.45,16.5,4.71
PIURA,SECHURA,2021,12,22.06,0.22,11.8,65.11,24.28,33.94,18.73,4.71
PIURA,SECHURA,2022,1,21.52,0.04,12.75,63.24,26.09,34.46,19.66,4.44
PIURA,SECHURA,2022,2,20.17,0.13,12.4,59.63,26.72,35.83,20.82,4.28
PIURA,SECHURA,2022,3,21.43,0.21,12.84,58.38,27.53,36.31,21.0,3.74
PIURA,SECHURA,2022,4,21.09,0.08,12.08,63.26,25.13,35.24,18.97,4.88
PIURA,SECHURA,2022,5,19.0,0.08,11.33,65.69,23.63,33.88,17.48,4.55
PIURA,SECHURA,2022,6,17.77,0.07,10.61,67.92,21.97,32.41,15.97,4.7
PIURA,SECHURA,2022,7,17.63,0.04,10.43,67.82,21.68,31.82,15.9,4.82
PIURA,SECHURA,2022,8,19.33,0.08,10.28,67.51,21.6,32.13,15.97,5.0
PIURA,SECHURA,2022,9,21.33,0.01,10.02,66.19,21.51,31.71,15.84,5.18
PIURA,SECHURA,2022,10,22.78,0.02,9.67,63.69,21.74,31.99,14.35,4.99
PIURA,SECHURA,2022,11,22.5,0.02,10.59,62.72,23.38,32.98,15.36,4.45
PIURA,SECHURA,2022,12,22.12,0.06,12.33,64.3,25.2,34.25,17.9,4.47
PIURA,SECHURA,2023,1,22.26,0.08,12.41,60.17,26.6,36.11,19.54,3.97
PIURA,SECHURA,2023,2,18.64,0.29,14.07,60.28,28.5,37.22,22.4,3.73
PIURA,SECHURA,2023,3,18.68,6.35,15.76,69.03,28.04,37.94,22.33,2.99
PIURA,SECHURA,2023,4,17.31,8.57,16.81,74.84,27.49,34.57,22.05,2.55
PIURA,SECHURA,2023,5,15.89,0.38,15.08,68.24,27.49,36.93,22.08,4.27
PIURA,SECHURA,2023,6,14.94,0.03,14.14,69.21,26.2,35.09,20.84,4.18
PIURA,SECHURA,2023,7,14.88,0.0,13.69,69.36,25.68,37.67,20.61,4.38
PIURA,SECHURA,2023,8,15.85,0.01,13.26,67.92,25.55,35.19,19.88,4.3
PIURA,SECHURA,2023,9,20.64,0.01,12.82,67.46,25.08,34.3,19.12,4.83
PIURA,SECHURA,2023,10,20.44,0.07,12.68,65.35,25.43,35.07,20.0,5.04
PIURA,SECHURA,2023,11,21.44,0.05,12.5,66.06,25.01,33.93,17.94,4.97
PIURA,SECHURA,2023,12,21.29,0.36,13.42,65.41,26.25,35.79,20.58,4.9
PIURA,SECHURA,2024,1,18.65,0.1,14.86,64.78,28.13,37.44,22.32,4.87
PIURA,SECHURA,2024,2,18.63,2.58,16.28,65.87,29.33,38.74,23.81,4.07
PIURA,SECHURA,2024,3,21.04,0.02,14.63,61.48,28.91,37.42,22.05,4.27
PIURA,SECHURA,2024,4,20.55,0.11,13.88,64.27,27.18,36.91,21.05,4.38
PIURA,SECHURA,2024,5,19.31,0.03,12.24,66.62,24.49,34.08,18.32,5.14
PIURA,SECHURA,2024,6,18.13,0.03,11.51,67.21,23.44,33.6,17.73,4.49
PIURA,SECHURA,2024,7,19.04,0.01,11.02,66.98,22.86,33.56,16.77,4.75
PIURA,SECHURA,2024,8,19.37,0.01,10.7,66.9,22.4,32.62,16.57,4.79
PIURA,SECHURA,2024,9,19.0,0.03,10.75,67.5,22.17,33.82,16.44,4.81
PIURA,SECHURA,2024,10,22.71,0.03,11.27,64.49,23.73,33.6,17.4,4.85
PIURA,SECHURA,2024,11,20.61,0.01,11.35,64.0,24.09,33.51,17.02,4.12
PIURA,SECHURA,2024,12,21.47,0.16,12.66,65.47,25.35,34.16,19.67,4.86
PIURA,SECHURA,2025,1,21.62,0.15,13.4,64.24,26.64,35.77,20.5,4.48
PIURA,SECHURA,2025,2,18.41,1.33,14.48,63.14,28.08,36.1,22.56,3.55
PIURA,SECHURA,2025,3,20.65,1.39,14.29,60.68,28.73,37.47,22.44,3.57
PIURA,SECHURA,2025,4,20.01,0.12,13.21,61.72,27.1,36.41,20.82,4.39
PIURA,SECHURA,2025,5,19.29,0.03,12.78,65.97,25.41,35.43,19.6,4.48
PIURA,SECHURA,2025,6,14.07,4.57,12.56,71.59,23.61,33.32,17.88,4.61
PIURA,SECHURA,2025,7,18.03,0.0,11.63,68.79,23.27,34.73,17.56,4.46
PIURA,SECHURA,2025,8,17.77,0.01,11.17,68.3,22.68,33.73,16.87,4.89
PIURA,SECHURA,2025,9,22.82,0.0,10.98,66.23,22.94,33.11,16.78,4.95
PIURA,SECHURA,2025,10,22.77,0.03,11.32,65.22,23.56,33.26,17.4,4.87
PIURA,SECHURA,2025,11,22.82,0.32,11.73,65.16,24.2,33.7,17.82,4.77
PIURA,SECHURA,2025,12,22.82,0.02,11.68,64.06,24.62,33.95,17.53,4.42
PIURA,SULLANA,2021,1,18.97,0.27,13.11,61.87,26.65,36.18,19.81,3.81
PIURA,SULLANA,2021,2,19.25,0.17,13.03,57.84,27.9,37.36,20.75,3.63
PIURA,SULLANA,2021,3,19.79,0.91,13.36,59.04,28.01,37.62,21.33,2.95
PIURA,SULLANA,2021,4,19.3,0.12,12.21,57.02,27.01,37.37,19.98,3.91
PIURA,SULLANA,2021,5,17.58,0.11,11.54,61.22,24.93,34.9,18.55,4.16
PIURA,SULLANA,2021,6,16.71,0.02,11.51,63.42,24.28,33.54,17.71,4.12
PIURA,SULLANA,2021,7,18.25,0.02,11.19,63.81,23.85,36.53,17.3,4.31
PIURA,SULLANA,2021,8,19.74,0.05,10.7,61.9,23.57,35.98,17.02,4.62
PIURA,SULLANA,2021,9,22.51,0.08,10.24,59.78,23.38,35.0,16.54,4.73
PIURA,SULLANA,2021,10,22.34,0.24,10.52,59.38,23.81,34.56,17.6,4.86
PIURA,SULLANA,2021,11,23.23,0.19,10.65,60.94,23.73,33.94,16.62,4.45
PIURA,SULLANA,2021,12,20.38,0.27,11.7,62.17,24.83,34.86,18.33,4.48
PIURA,SULLANA,2022,1,17.9,0.13,12.52,60.69,26.39,35.96,19.36,4.21
PIURA,SULLANA,2022,2,18.05,0.24,12.14,57.62,26.82,36.69,20.71,3.85
PIURA,SULLANA,2022,3,19.86,0.49,12.76,57.43,27.63,37.36,20.96,3.24
PIURA,SULLANA,2022,4,19.66,0.24,12.0,59.53,25.99,36.07,19.02,4.19
PIURA,SULLANA,2022,5,18.12,0.11,11.22,60.41,24.76,34.61,17.79,4.14
PIURA,SULLANA,2022,6,17.83,0.17,10.49,62.76,23.01,33.99,16.29,4.19
PIURA,SULLANA,2022,7,18.87,0.11,10.36,62.83,22.73,34.16,16.29,4.44
PIURA,SULLANA,2022,8,20.84,0.19,10.19,62.36,22.7,33.59,16.17,4.67
PIURA,SULLANA,2022,9,21.97,0.03,9.94,59.83,22.94,33.92,16.26,4.79
PIURA,SULLANA,2022,10,23.38,0.06,9.56,57.75,23.03,33.72,15.09,4.64
PIURA,SULLANA,2022,11,23.07,0.04,10.42,58.57,24.15,34.14,15.54,4.25
PIURA,SULLANA,2022,12,20.06,0.12,12.15,62.04,25.47,35.01,17.78,4.35
PIURA,SULLANA,2023,1,19.56,0.19,12.23,58.31,26.75,36.5,19.72,3.74
PIURA,SULLANA,2023,2,16.59,0.39,13.9,59.84,28.32,37.67,22.66,3.45
PIURA,SULLANA,2023,3,17.13,5.27,15.57,69.04,27.77,38.39,22.07,2.66
PIURA,SULLANA,2023,4,16.45,7.36,17.12,78.75,26.71,33.85,21.53,1.99
PIURA,SULLANA,2023,5,14.21,0.35,15.26,69.51,27.2,36.79,21.41,3.48
PIURA,SULLANA,2023,6,13.53,0.07,14.1,68.26,26.31,35.34,20.53,3.84
PIURA,SULLANA,2023,7,15.34,0.01,13.52,66.5,26.15,38.61,20.31,4.17
PIURA,SULLANA,2023,8,16.24,0.02,13.02,64.36,26.08,36.1,19.83,4.23
PIURA,SULLANA,2023,9,20.74,0.02,12.57,62.3,26.03,35.44,19.36,4.68
PIURA,SULLANA,2023,10,19.32,0.1,12.48,60.09,26.51,35.99,20.31,4.69
PIURA,SULLANA,2023,11,21.05,0.09,12.31,61.23,25.94,35.16,18.18,4.73
PIURA,SULLANA,2023,12,19.08,0.53,13.24,62.1,26.84,36.74,20.74,4.64
PIURA,SULLANA,2024,1,15.85,0.19,14.65,62.83,28.33,37.87,22.1,4.68
PIURA,SULLANA,2024,2,16.46,4.39,16.27,67.36,28.85,38.72,23.33,3.63
PIURA,SULLANA,2024,3,18.76,0.08,14.37,59.07,29.19,38.32,21.91,3.76
PIURA,SULLANA,2024,4,18.28,0.16,13.68,60.05,28.0,37.8,21.64,3.92
PIURA,SULLANA,2024,5,18.86,0.06,12.11,60.21,25.95,36.27,18.76,4.55
PIURA,SULLANA,2024,6,18.21,0.08,11.39,62.03,24.5,34.2,18.1,4.1
PIURA,SULLANA,2024,7,19.62,0.03,10.92,62.64,23.72,34.27,17.24,4.39
PIURA,SULLANA,2024,8,20.84,0.03,10.61,61.26,23.6,34.63,16.76,4.51
PIURA,SULLANA,2024,9,20.63,0.09,10.7,61.82,23.47,34.48,16.67,4.54
PIURA,SULLANA,2024,10,23.11,0.09,11.21,59.28,24.92,34.94,18.3,4.6
