DEPARTAMENTO,PROVINCIA,ANIO,MES,ALLSKY_SFC_SW_DWN,PRECTOTCORR,QV2M,RH2M,T2M,T2M_MAX,T2M_MIN,WS2M
CAJAMARCA,CHOTA,2023,9,17.27,0.17,10.27,65.04,17.99,27.86,10.57,2.55
CAJAMARCA,CHOTA,2023,10,16.71,1.21,11.21,73.06,17.15,26.71,9.77,2.06
CAJAMARCA,CHOTA,2023,11,17.33,1.16,10.93,71.36,17.16,27.64,9.06,2.12
CAJAMARCA,CHOTA,2023,12,13.75,3.03,12.12,79.93,16.75,26.02,11.58,1.93
CAJAMARCA,CHOTA,2024,1,14.94,0.93,12.11,78.73,17.06,26.28,11.29,2.05
CAJAMARCA,CHOTA,2024,2,16.1,1.01,11.74,76.29,17.23,26.51,9.48,2.14
CAJAMARCA,CHOTA,2024,3,16.04,0.89,11.56,75.18,17.17,27.61,9.52,1.86
CAJAMARCA,CHOTA,2024,4,14.5,1.06,12.11,79.35,16.9,25.53,11.84,1.65
CAJAMARCA,CHOTA,2024,5,15.67,0.52,11.53,73.33,17.74,27.33,9.2,1.99
CAJAMARCA,CHOTA,2024,6,15.76,0.31,10.2,69.81,16.79,28.07,7.7,2.07
CAJAMARCA,CHOTA,2024,7,16.97,0.14,9.39,65.9,16.69,27.01,7.02,2.59
CAJAMARCA,CHOTA,2024,8,16.75,0.09,9.63,64.12,17.38,27.35,9.07,2.54
CAJAMARCA,CHOTA,2024,9,15.67,0.49,9.74,62.54,18.19,29.23,9.61,2.5
CAJAMARCA,CHOTA,2024,10,16.93,0.9,10.87,70.24,17.41,26.69,10.68,2.17
CAJAMARCA,CHOTA,2024,11,19.1,0.58,9.28,63.86,16.5,26.8,8.5,1.89
CAJAMARCA,CHOTA,2024,12,14.95,1.67,11.36,77.4,16.32,24.91,9.62,1.83
CAJAMARCA,CHOTA,2025,1,15.48,2.07,10.95,77.64,15.74,24.99,9.56,1.78
CAJAMARCA,CHOTA,2025,2,14.52,2.53,11.62,81.84,15.64,24.89,9.86,1.63
CAJAMARCA,CHOTA,2025,3,15.02,2.47,11.41,81.21,15.52,24.9,9.8,1.57
CAJAMARCA,CHOTA,2025,4,15.2,1.17,11.74,81.66,15.9,24.36,11.06,1.69
CAJAMARCA,CHOTA,2025,5,15.06,0.41,10.85,75.77,16.17,25.58,8.71,1.93
CAJAMARCA,CHOTA,2025,6,14.27,3.35,10.48,78.56,14.93,24.19,6.89,1.99
CAJAMARCA,CHOTA,2025,7,17.73,0.04,8.9,68.5,15.2,26.07,3.65,2.46
CAJAMARCA,CHOTA,2025,8,16.43,0.08,9.79,68.54,16.46,26.56,7.81,2.48
CAJAMARCA,CHOTA,2025,9,15.26,0.34,10.2,68.61,16.99,27.62,8.81,2.48
CAJAMARCA,CHOTA,2025,10,16.7,2.74,11.2,77.54,16.07,27.05,9.81,1.97
CAJAMARCA,CHOTA,2025,11,16.19,3.33,11.74,81.43,15.89,23.71,8.77,1.73
CAJAMARCA,CHOTA,2025,12,16.19,0.37,9.35,68.04,15.61,25.37,5.86,1.86
CAJAMARCA,CUTERVO,2021,1,14.99,0.98,11.05,79.58,15.34,23.92,9.64,1.9
CAJAMARCA,CUTERVO,2021,2,18.13,0.57,10.8,74.92,16.18,25.92,8.52,1.86
CAJAMARCA,CUTERVO,2021,3,15.37,1.72,10.64,78.67,14.99,24.06,7.91,1.68
CAJAMARCA,CUTERVO,2021,4,15.81,0.6,11.23,78.12,16.02,24.57,10.31,1.86
CAJAMARCA,CUTERVO,2021,5,15.67,0.27,10.36,73.81,15.92,26.22,8.33,1.9
CAJAMARCA,CUTERVO,2021,6,14.41,0.2,9.89,72.25,15.62,25.3,8.16,2.06
CAJAMARCA,CUTERVO,2021,7,16.88,0.11,8.77,66.35,15.57,26.37,6.15,2.43
CAJAMARCA,CUTERVO,2021,8,16.6,0.33,9.31,65.48,16.51,26.89,6.71,2.44
CAJAMARCA,CUTERVO,2021,9,17.47,0.5,9.85,68.67,16.42,28.02,8.66,2.47
CAJAMARCA,CUTERVO,2021,10,16.85,1.62,11.32,76.67,16.45,26.85,11.34,2.03
CAJAMARCA,CUTERVO,2021,11,17.34,1.26,10.32,74.06,15.57,25.48,9.82,1.75
CAJAMARCA,CUTERVO,2021,12,17.44,1.62,11.02,77.35,15.81,24.74,7.92,1.81
CAJAMARCA,CUTERVO,2022,1,18.12,1.3,10.27,74.06,15.58,25.49,6.3,1.96
CAJAMARCA,CUTERVO,2022,2,14.42,3.07,10.9,80.3,15.02,24.83,6.96,1.66
CAJAMARCA,CUTERVO,2022,3,15.94,2.45,11.06,82.12,14.8,22.71,8.85,1.6
CAJAMARCA,CUTERVO,2022,4,14.62,1.88,11.47,82.23,15.39,23.87,9.7,1.74
CAJAMARCA,CUTERVO,2022,5,14.57,0.9,10.89,77.85,15.66,24.91,9.53,1.88
CAJAMARCA,CUTERVO,2022,6,15.84,0.47,9.67,74.62,14.7,24.83,6.72,1.82
CAJAMARCA,CUTERVO,2022,7,15.94,0.23,9.62,71.11,15.6,25.61,7.06,2.21
CAJAMARCA,CUTERVO,2022,8,16.88,0.28,9.23,66.2,16.21,26.76,6.58,2.39
CAJAMARCA,CUTERVO,2022,9,17.33,1.06,9.93,68.26,16.67,27.28,8.68,2.31
CAJAMARCA,CUTERVO,2022,10,19.15,0.34,9.69,67.15,16.43,27.57,8.71,1.94
CAJAMARCA,CUTERVO,2022,11,19.73,0.21,9.33,62.73,17.01,27.94,9.06,1.99
CAJAMARCA,CUTERVO,2022,12,17.77,0.91,9.88,71.01,15.75,26.81,6.23,2.0
CAJAMARCA,CUTERVO,2023,1,16.59,6.15,10.38,77.74,14.86,25.4,9.17,1.67
CAJAMARCA,CUTERVO,2023,2,13.38,2.8,11.48,83.53,15.08,22.18,9.24,1.73
CAJAMARCA,CUTERVO,2023,3,15.65,3.39,11.42,82.94,15.16,23.66,7.59,1.69
CAJAMARCA,CUTERVO,2023,4,14.37,1.34,11.69,84.24,15.24,23.23,9.63,1.45
CAJAMARCA,CUTERVO,2023,5,14.58,0.74,11.69,79.96,16.25,24.39,9.34,1.8
CAJAMARCA,CUTERVO,2023,6,16.09,0.02,10.28,73.74,15.92,25.33,6.2,2.13
CAJAMARCA,CUTERVO,2023,7,17.04,0.09,10.14,70.62,16.52,26.49,7.97,2.3
CAJAMARCA,CUTERVO,2023,8,17.73,0.08,9.95,66.67,17.26,27.42,8.07,2.31
CAJAMARCA,CUTERVO,2023,9,17.27,0.17,10.27,65.04,17.99,27.86,10.57,2.55
CAJAMARCA,CUTERVO,2023,10,16.71,1.21,11.21,73.06,17.15,26.71,9.77,2.06
CAJAMARCA,CUTERVO,2023,11,17.33,1.16,10.93,71.36,17.16,27.64,9.06,2.12
CAJAMARCA,CUTERVO,2023,12,13.75,3.03,12.12,79.93,16.75,26.02,11.58,1.93
CAJAMARCA,CUTERVO,2024,1,14.94,0.93,12.11,78.73,17.06,26.28,11.29,2.05
CAJAMARCA,CUTERVO,2024,2,16.1,1.01,11.74,76.29,17.23,26.51,9.48,2.14
CAJAMARCA,CUTERVO,2024,3,16.04,0.89,11.56,75.18,17.17,27.61,9.52,1.86
CAJAMARCA,CUTERVO,2024,4,14.5,1.06,12.11,79.35,16.9,25.53,11.84,1.65
CAJAMARCA,CUTERVO,2024,5,15.67,0.52,11.53,73.33,17.74,27.33,9.2,1.99
CAJAMARCA,CUTERVO,2024,6,15.76,0.31,10.2,69.81,16.79,28.07,7.7,2.07
CAJAMARCA,CUTERVO,2024,7,16.97,0.14,9.39,65.9,16.69,27.01,7.02,2.59
CAJAMARCA,CUTERVO,2024,8,16.75,0.09,9.63,64.12,17.38,27.35,9.07,2.54
CAJAMARCA,CUTERVO,2024,9,15.67,0.49,9.74,62.54,18.19,29.23,9.61,2.5
CAJAMARCA,CUTERVO,2024,10,16.93,0.9,10.87,70.24,17.41,26.69,10.68,2.17
CAJAMARCA,CUTERVO,2024,11,19.1,0.58,9.28,63.86,16.5,26.8,8.5,1.89
CAJAMARCA,CUTERVO,2024,12,14.95,1.67,11.36,77.4,16.32,24.91,9.62,1.83
CAJAMARCA,CUTERVO,2025,1,15.48,2.07,10.95,77.64,15.74,24.99,9.56,1.78
CAJAMARCA,CUTERVO,2025,2,14.52,2.53,11.62,81.84,15.64,24.89,9.86,1.63
CAJAMARCA,CUTERVO,2025,3,15.02,2.47,11.41,81.21,15.52,24.9,9.8,1.57
CAJAMARCA,CUTERVO,2025,4,15.2,1.17,11.74,81.66,15.9,24.36,11.06,1.69
CAJAMARCA,CUTERVO,2025,5,15.06,0.41,10.85,75.77,16.17,25.58,8.71,1.93
CAJAMARCA,CUTERVO,2025,6,14.27,3.35,10.48,78.56,14.93,24.19,6.89,1.99
CAJAMARCA,CUTERVO,2025,7,17.73,0.04,8.9,68.5,15.2,26.07,3.65,2.46
CAJAMARCA,CUTERVO,2025,8,16.43,0.08,9.79,68.54,16.46,26.56,7.81,2.48
CAJAMARCA,CUTERVO,2025,9,15.26,0.34,10.2,68.61,16.99,27.62,8.81,2.48
CAJAMARCA,CUTERVO,2025,10,16.7,2.74,11.2,77.54,16.07,27.05,9.81,1.97
CAJAMARCA,CUTERVO,2025,11,16.19,3.33,11.74,81.43,15.89,23.71,8.77,1.73
CAJAMARCA,CUTERVO,2025,12,16.19,0.37,9.35,68.04,15.61,25.37,5.86,1.86
CAJAMARCA,JAEN,2021,1,14.94,1.42,13.15,72.32,21.86,30.12,15.28,1.85
CAJAMARCA,JAEN,2021,2,14.92,1.24,13.0,67.0,23.07,34.49,16.68,1.7
CAJAMARCA,JAEN,2021,3,14.31,3.4,13.53,77.16,21.12,30.1,15.44,1.49
CAJAMARCA,JAEN,2021,4,14.97,0.79,13.3,73.75,21.81,30.86,15.5,2.03
CAJAMARCA,JAEN,2021,5,13.93,0.34,12.64,69.26,22.13,31.65,16.25,2.17
CAJAMARCA,JAEN,2021,6,13.07,0.37,12.09,69.13,21.48,30.8,14.9,2.13
CAJAMARCA,JAEN,2021,7,13.92,0.15,11.26,65.78,21.31,31.41,13.34,2.61
CAJAMARCA,JAEN,2021,8,15.29,0.39,11.5,62.15,22.53,34.25,14.93,2.31
CAJAMARCA,JAEN,2021,9,17.03,0.8,12.03,64.72,22.46,32.05,15.45,2.32
CAJAMARCA,JAEN,2021,10,17.01,1.56,13.21,67.91,23.07,33.31,16.44,1.92
CAJAMARCA,JAEN,2021,11,16.64,1.58,12.74,67.76,22.53,32.56,15.2,1.47
CAJAMARCA,JAEN,2021,12,16.09,2.02,13.32,70.0,22.72,33.09,14.89,1.69
CAJAMARCA,JAEN,2022,1,16.94,0.93,11.73,60.92,23.1,33.6,14.6,1.9
CAJAMARCA,JAEN,2022,2,13.06,2.24,13.09,70.82,22.23,34.63,14.75,1.68
CAJAMARCA,JAEN,2022,3,15.76,2.76,13.4,75.12,21.46,30.29,15.96,1.37
CAJAMARCA,JAEN,2022,4,13.76,1.57,13.75,77.4,21.4,30.14,15.7,1.9
CAJAMARCA,JAEN,2022,5,13.27,0.6,12.79,71.34,21.79,30.45,15.04,2.15
CAJAMARCA,JAEN,2022,6,14.74,1.01,11.9,71.06,20.7,30.82,13.49,1.95
CAJAMARCA,JAEN,2022,7,13.94,0.94,12.43,71.9,21.26,30.71,15.24,2.22
CAJAMARCA,JAEN,2022,8,15.65,0.48,11.28,63.15,21.93,31.63,12.31,2.46
CAJAMARCA,JAEN,2022,9,17.77,0.69,11.57,59.77,23.32,33.13,16.17,2.11
CAJAMARCA,JAEN,2022,10,18.69,0.52,11.48,58.85,23.58,36.23,15.29,1.78
CAJAMARCA,JAEN,2022,11,18.27,0.41,10.98,54.28,24.09,35.94,14.65,2.04
CAJAMARCA,JAEN,2022,12,17.64,0.69,11.51,60.07,23.04,35.21,13.17,1.82
CAJAMARCA,JAEN,2023,1,15.5,2.5,12.31,67.99,22.0,33.58,15.8,1.56
CAJAMARCA,JAEN,2023,2,11.75,1.49,13.12,71.31,22.07,31.16,16.24,1.79
CAJAMARCA,JAEN,2023,3,14.82,3.63,13.73,75.84,21.71,30.85,15.42,1.41
CAJAMARCA,JAEN,2023,4,13.91,1.93,13.83,76.5,21.67,30.1,15.84,1.56
CAJAMARCA,JAEN,2023,5,13.85,0.49,13.37,69.87,22.84,31.66,15.48,2.09
CAJAMARCA,JAEN,2023,6,13.3,0.15,12.29,67.9,21.99,30.22,14.94,2.45
CAJAMARCA,JAEN,2023,7,14.38,0.07,12.12,63.83,22.8,32.19,16.08,2.47
CAJAMARCA,JAEN,2023,8,16.97,0.16,11.79,59.52,23.56,34.42,15.61,2.29
CAJAMARCA,JAEN,2023,9,17.3,0.24,11.85,56.38,24.65,35.16,17.27,2.4
CAJAMARCA,JAEN,2023,10,17.75,0.68,12.45,58.2,24.75,35.55,17.72,1.9
CAJAMARCA,JAEN,2023,11,16.19,0.82,12.63,60.82,24.37,35.42,16.71,1.97
CAJAMARCA,JAEN,2023,12,13.15,2.61,14.23,71.38,23.39,32.71,17.43,1.91
CAJAMARCA,JAEN,2024,1,12.55,0.94,13.96,69.17,23.74,33.94,17.41,2.09
CAJAMARCA,JAEN,2024,2,15.48,1.64,14.01,68.47,24.0,34.98,17.57,2.18
CAJAMARCA,JAEN,2024,3,14.55,0.59,13.24,63.38,24.44,36.61,15.52,1.98
CAJAMARCA,JAEN,2024,4,14.36,0.64,13.73,67.04,23.91,33.52,17.32,1.91
CAJAMARCA,JAEN,2024,5,14.37,0.53,13.55,66.14,24.02,32.84,16.83,2.25
CAJAMARCA,JAEN,2024,6,14.72,0.82,12.61,67.17,22.63,31.85,16.12,2.06
CAJAMARCA,JAEN,2024,7,13.7,0.28,11.82,64.91,22.16,31.02,15.4,2.6
CAJAMARCA,JAEN,2024,8,16.03,0.32,11.65,59.5,23.39,32.21,16.28,2.35
CAJAMARCA,JAEN,2024,9,15.39,0.53,12.33,59.57,24.3,33.91,17.64,2.43
CAJAMARCA,JAEN,2024,10,17.56,1.21,12.81,62.63,24.11,33.38,16.93,2.03
CAJAMARCA,JAEN,2024,11,17.17,0.4,10.6,51.67,24.27,35.66,14.28,1.59
CAJAMARCA,JAEN,2024,12,15.24,0.99,12.92,63.62,23.91,34.87,16.53,1.79
CAJAMARCA,JAEN,2025,1,14.47,1.6,12.82,67.64,22.66,31.71,16.2,1.66
CAJAMARCA,JAEN,2025,2,14.0,1.81,13.47,69.89,22.9,32.23,17.0,1.56
CAJAMARCA,JAEN,2025,3,13.73,2.21,13.42,70.83,22.57,33.2,16.61,1.4
CAJAMARCA,JAEN,2025,4,15.38,1.44,13.69,73.2,22.37,31.17,16.18,1.74
CAJAMARCA,JAEN,2025,5,13.95,0.39,12.92,70.2,22.21,30.69,16.18,2.23
CAJAMARCA,JAEN,2025,6,13.04,2.36,13.0,76.15,20.91,29.6,15.4,2.06
CAJAMARCA,JAEN,2025,7,14.21,0.11,11.43,66.13,21.42,30.3,13.4,2.7
CAJAMARCA,JAEN,2025,8,15.08,0.09,11.65,62.24,22.65,32.33,15.48,2.45
CAJAMARCA,JAEN,2025,9,14.92,0.17,12.07,61.62,23.35,32.68,16.31,2.54
CAJAMARCA,JAEN,2025,10,17.09,2.63,13.21,70.25,22.51,32.18,16.05,1.9
CAJAMARCA,JAEN,2025,11,15.65,3.33,14.15,75.78,22.27,32.55,16.5,1.63
CAJAMARCA,JAEN,2025,12,15.65,0.23,10.87,55.26,23.72,34.95,13.2,1.67
CAJAMARCA,SAN IGNACIO,2021,1,14.34,2.33,13.3,78.86,20.22,28.37,13.73,0.85
CAJAMARCA,SAN IGNACIO,2021,2,16.38,2.12,13.48,75.4,21.24,31.12,15.84,0.74
CAJAMARCA,SAN IGNACIO,2021,3,15.13,6.15,13.87,85.8,19.33,26.31,14.23,0.64
CAJAMARCA,SAN IGNACIO,2021,4,15.9,1.23,13.57,83.34,19.54,26.86,13.86,0.86
CAJAMARCA,SAN IGNACIO,2021,5,15.12,0.76,12.91,77.68,20.07,28.52,14.47,0.97
CAJAMARCA,SAN IGNACIO,2021,6,13.53,0.5,12.27,75.13,19.9,28.34,14.12,0.98
CAJAMARCA,SAN IGNACIO,2021,7,16.03,0.27,11.5,71.71,19.72,28.04,13.04,1.23
CAJAMARCA,SAN IGNACIO,2021,8,16.53,0.65,11.61,67.66,20.87,31.73,14.5,1.06
CAJAMARCA,SAN IGNACIO,2021,9,18.56,1.19,11.9,68.54,21.01,29.89,13.41,1.11
CAJAMARCA,SAN IGNACIO,2021,10,18.7,2.42,13.13,72.75,21.5,31.22,15.25,0.89
CAJAMARCA,SAN IGNACIO,2021,11,18.77,2.86,13.15,75.95,20.72,28.71,15.39,0.64
CAJAMARCA,SAN IGNACIO,2021,12,17.02,3.14,13.61,77.59,20.88,29.91,15.07,0.74
CAJAMARCA,SAN IGNACIO,2022,1,16.24,1.38,12.22,68.51,21.45,31.54,14.22,0.84
CAJAMARCA,SAN IGNACIO,2022,2,13.98,2.78,13.24,76.88,20.64,31.61,14.09,0.76
CAJAMARCA,SAN IGNACIO,2022,3,16.32,4.37,13.61,82.54,19.77,28.23,14.93,0.59
CAJAMARCA,SAN IGNACIO,2022,4,15.23,2.57,13.71,83.79,19.59,27.0,14.5,0.86
CAJAMARCA,SAN IGNACIO,2022,5,15.76,0.81,12.85,77.98,19.94,27.08,14.14,0.97
CAJAMARCA,SAN IGNACIO,2022,6,16.02,1.87,12.08,77.67,19.03,28.08,12.56,0.9
CAJAMARCA,SAN IGNACIO,2022,7,15.05,1.72,12.57,78.87,19.43,27.49,13.97,1.03
CAJAMARCA,SAN IGNACIO,2022,8,16.48,0.95,11.42,69.73,20.06,29.5,11.71,1.12
CAJAMARCA,SAN IGNACIO,2022,9,18.95,0.72,11.51,64.26,21.72,31.18,15.01,1.02
CAJAMARCA,SAN IGNACIO,2022,10,20.23,0.9,11.96,65.24,22.18,34.82,15.83,0.8
CAJAMARCA,SAN IGNACIO,2022,11,20.05,0.76,11.62,61.97,22.4,33.91,12.92,0.87
CAJAMARCA,SAN IGNACIO,2022,12,16.72,1.1,11.84,66.21,21.61,34.25,13.73,0.82
CAJAMARCA,SAN IGNACIO,2023,1,16.07,2.63,12.36,73.32,20.43,29.49,14.44,0.7
CAJAMARCA,SAN IGNACIO,2023,2,12.61,1.43,13.01,75.55,20.63,28.39,15.3,0.85
CAJAMARCA,SAN IGNACIO,2023,3,15.88,3.49,13.66,80.02,20.43,30.13,14.86,0.63
CAJAMARCA,SAN IGNACIO,2023,4,14.11,2.56,13.69,81.65,20.04,27.55,14.88,0.71
CAJAMARCA,SAN IGNACIO,2023,5,13.36,0.72,13.5,76.56,21.04,28.59,14.08,0.94
CAJAMARCA,SAN IGNACIO,2023,6,12.94,0.36,12.33,73.53,20.31,27.55,14.74,1.14
CAJAMARCA,SAN IGNACIO,2023,7,13.94,0.14,12.21,69.04,21.25,29.94,15.17,1.17
CAJAMARCA,SAN IGNACIO,2023,8,15.86,0.32,11.8,64.74,21.83,31.92,15.32,1.07
CAJAMARCA,SAN IGNACIO,2023,9,18.4,0.43,11.83,60.73,23.07,33.16,16.34,1.13
CAJAMARCA,SAN IGNACIO,2023,10,17.18,0.92,12.49,62.68,23.25,33.18,16.34,0.87
CAJAMARCA,SAN IGNACIO,2023,11,18.03,1.08,12.81,66.07,22.93,33.4,15.36,0.91
CAJAMARCA,SAN IGNACIO,2023,12,14.82,3.48,14.07,76.06,21.81,30.27,16.21,0.9
CAJAMARCA,SAN IGNACIO,2024,1,13.11,1.38,14.06,76.21,21.8,31.04,16.1,0.94
CAJAMARCA,SAN IGNACIO,2024,2,14.55,2.74,14.2,75.39,22.21,32.96,16.57,0.97
CAJAMARCA,SAN IGNACIO,2024,3,15.44,0.96,13.58,70.49,22.69,34.06,15.86,0.88
CAJAMARCA,SAN IGNACIO,2024,4,14.45,1.06,13.9,73.04,22.35,30.52,15.97,0.84
CAJAMARCA,SAN IGNACIO,2024,5,15.78,0.95,13.67,72.02,22.38,30.64,16.44,1.04
CAJAMARCA,SAN IGNACIO,2024,6,15.7,1.46,12.68,73.06,20.96,29.65,14.54,0.96
CAJAMARCA,SAN IGNACIO,2024,7,16.54,0.44,11.98,70.94,20.47,28.5,14.36,1.21
CAJAMARCA,SAN IGNACIO,2024,8,17.74,0.57,11.68,64.15,21.81,30.2,14.14,1.1
CAJAMARCA,SAN IGNACIO,2024,9,16.42,0.81,12.43,64.64,22.7,31.8,16.43,1.16
CAJAMARCA,SAN IGNACIO,2024,10,19.15,1.74,12.74,66.77,22.6,31.01,15.98,0.92
CAJAMARCA,SAN IGNACIO,2024,11,19.69,0.46,11.44,59.16,22.96,34.7,15.18,0.66
CAJAMARCA,SAN IGNACIO,2024,12,15.08,1.58,13.17,70.32,22.23,32.29,14.46,0.8
CAJAMARCA,SAN IGNACIO,2025,1,14.99,2.47,12.98,74.35,20.91,29.36,14.76,0.74
CAJAMARCA,SAN IGNACIO,2025,2,13.76,2.79,13.54,76.2,21.15,29.83,16.28,0.7
CAJAMARCA,SAN IGNACIO,2025,3,15.38,3.23,13.62,78.77,20.64,29.5,15.54,0.59
CAJAMARCA,SAN IGNACIO,2025,4,15.29,2.59,13.73,80.48,20.4,28.05,15.04,0.77
CAJAMARCA,SAN IGNACIO,2025,5,14.25,0.5,12.98,76.98,20.31,27.41,15.12,1.01
CAJAMARCA,SAN IGNACIO,2025,6,12.97,3.06,13.04,82.34,19.22,26.77,13.94,0.96
CAJAMARCA,SAN IGNACIO,2025,7,16.38,0.26,11.86,74.06,19.57,27.1,12.84,1.24
CAJAMARCA,SAN IGNACIO,2025,8,16.88,0.19,11.76,68.05,20.94,29.87,14.9,1.15
CAJAMARCA,SAN IGNACIO,2025,9,16.56,0.23,12.13,66.96,21.69,31.06,15.18,1.19
CAJAMARCA,SAN IGNACIO,2025,10,18.61,1.89,12.87,72.54,21.29,29.94,15.16,0.91
CAJAMARCA,SAN IGNACIO,2025,11,17.01,2.8,13.74,77.05,21.29,31.37,15.33,0.78
CAJAMARCA,SAN IGNACIO,2025,12,17.01,0.25,11.65,61.25,22.75,33.6,14.69,0.71
CAJAMARCA,SAN MARCOS,2021,1,15.82,1.51,10.11,76.85,13.64,22.1,5.5,1.51
CAJAMARCA,SAN MARCOS,2021,2,20.54,1.12,9.55,70.41,14.38,24.54,5.73,1.58
CAJAMARCA,SAN MARCOS,2021,3,16.22,3.43,9.73,77.53,12.92,23.17,6.06,1.38
CAJAMARCA,SAN MARCOS,2021,4,17.11,1.2,10.23,78.32,13.59,22.21,8.05,1.4
CAJAMARCA,SAN MARCOS,2021,5,17.82,0.87,9.4,74.47,13.32,22.7,5.14,1.63
CAJAMARCA,SAN MARCOS,2021,6,16.87,0.42,8.83,71.69,12.99,22.45,5.29,1.57
CAJAMARCA,SAN MARCOS,2021,7,19.73,0.65,8.02,69.94,12.28,23.16,2.92,2.19
CAJAMARCA,SAN MARCOS,2021,8,19.8,0.45,8.35,67.05,13.51,24.01,2.91,2.17
CAJAMARCA,SAN MARCOS,2021,9,20.41,1.31,8.79,69.25,13.71,24.0,5.0,2.22
CAJAMARCA,SAN MARCOS,2021,10,18.9,2.36,10.04,72.68,14.69,25.03,8.47,1.7
CAJAMARCA,SAN MARCOS,2021,11,19.0,2.13,9.41,69.7,14.29,24.85,6.33,1.26
CAJAMARCA,SAN MARCOS,2021,12,19.59,2.52,10.15,75.8,13.95,23.46,4.77,1.31
CAJAMARCA,SAN MARCOS,2022,1,18.72,1.96,9.49,72.64,13.74,24.16,3.89,1.61
CAJAMARCA,SAN MARCOS,2022,2,15.64,4.19,10.2,77.96,13.57,23.6,5.06,1.37
CAJAMARCA,SAN MARCOS,2022,3,16.29,3.76,10.48,82.76,12.87,20.63,6.46,1.26
CAJAMARCA,SAN MARCOS,2022,4,16.48,2.28,10.6,82.92,13.07,21.03,7.5,1.5
CAJAMARCA,SAN MARCOS,2022,5,17.01,1.91,9.94,78.43,13.15,21.58,6.8,1.43
CAJAMARCA,SAN MARCOS,2022,6,17.43,1.19,8.57,73.92,11.97,21.41,3.2,1.54
CAJAMARCA,SAN MARCOS,2022,7,19.2,0.53,8.61,71.8,12.72,22.75,3.71,1.98
CAJAMARCA,SAN MARCOS,2022,8,19.71,0.61,8.44,68.89,13.23,22.91,2.61,2.05
CAJAMARCA,SAN MARCOS,2022,9,19.09,1.35,8.97,67.75,14.37,24.29,6.43,1.95
CAJAMARCA,SAN MARCOS,2022,10,21.76,1.1,8.46,62.23,14.76,26.58,6.45,1.48
CAJAMARCA,SAN MARCOS,2022,11,22.84,1.13,8.49,60.12,15.34,26.8,7.7,1.78
CAJAMARCA,SAN MARCOS,2022,12,18.76,1.47,9.06,68.47,14.06,25.06,4.36,1.6
CAJAMARCA,SAN MARCOS,2023,1,17.15,8.25,9.62,74.56,13.45,23.7,6.25,1.32
CAJAMARCA,SAN MARCOS,2023,2,15.51,3.63,10.84,83.74,13.2,19.81,7.98,1.4
CAJAMARCA,SAN MARCOS,2023,3,15.55,3.24,10.32,83.7,12.48,21.38,6.08,1.39
CAJAMARCA,SAN MARCOS,2023,4,14.65,1.93,10.68,83.97,12.94,21.41,6.68,1.26
CAJAMARCA,SAN MARCOS,2023,5,16.38,1.15,10.63,81.08,13.52,21.59,7.13,1.48
CAJAMARCA,SAN MARCOS,2023,6,19.58,0.03,9.15,73.4,13.27,22.17,3.91,1.83
CAJAMARCA,SAN MARCOS,2023,7,20.34,0.19,8.84,69.45,13.86,23.44,5.53,2.11
CAJAMARCA,SAN MARCOS,2023,8,20.9,0.34,8.62,65.51,14.5,25.65,4.86,2.05
CAJAMARCA,SAN MARCOS,2023,9,20.7,0.41,9.39,66.26,15.42,25.47,7.04,2.27
CAJAMARCA,SAN MARCOS,2023,10,17.28,1.51,10.12,69.72,15.5,24.46,8.16,2.0
CAJAMARCA,SAN MARCOS,2023,11,19.04,1.46,9.72,65.99,15.79,25.96,6.89,1.76
CAJAMARCA,SAN MARCOS,2023,12,15.91,3.59,11.09,77.54,15.0,25.72,9.68,1.52
CAJAMARCA,SAN MARCOS,2024,1,17.15,1.05,11.02,75.79,15.3,24.23,8.68,1.64
CAJAMARCA,SAN MARCOS,2024,2,17.11,1.44,10.51,73.72,15.13,25.65,7.93,1.76
CAJAMARCA,SAN MARCOS,2024,3,18.37,1.45,10.58,74.47,15.01,26.28,6.74,1.51
CAJAMARCA,SAN MARCOS,2024,4,16.45,1.5,10.99,76.54,15.15,24.15,9.63,1.43
CAJAMARCA,SAN MARCOS,2024,5,18.21,0.57,10.33,72.56,15.29,25.01,7.76,1.6
CAJAMARCA,SAN MARCOS,2024,6,18.09,0.26,9.08,68.0,14.61,25.12,4.95,1.73
CAJAMARCA,SAN MARCOS,2024,7,20.34,0.23,8.41,67.01,13.77,24.29,1.98,2.35
CAJAMARCA,SAN MARCOS,2024,8,19.95,0.07,8.5,63.3,14.87,25.52,5.58,2.26
CAJAMARCA,SAN MARCOS,2024,9,18.16,0.88,8.71,63.35,15.34,26.51,6.62,2.45
CAJAMARCA,SAN MARCOS,2024,10,20.05,1.53,9.79,68.49,15.29,24.53,7.82,1.82
CAJAMARCA,SAN MARCOS,2024,11,20.8,1.55,8.94,63.35,15.23,26.66,8.24,1.49
CAJAMARCA,SAN MARCOS,2024,12,16.36,2.26,10.42,74.54,14.71,24.34,8.52,1.5
CAJAMARCA,SAN MARCOS,2025,1,16.2,2.69,10.08,75.75,13.93,23.36,6.58,1.47
CAJAMARCA,SAN MARCOS,2025,2,14.36,3.92,10.58,81.13,13.41,21.61,6.93,1.36
CAJAMARCA,SAN MARCOS,2025,3,15.74,3.32,10.57,82.23,13.11,21.64,5.88,1.25
