fecha,real,pred_xgb
2024-11-01,-0.014216712077393306,0.0015728262
2024-12-01,0.00587722218731231,0.0063317292
2025-01-01,-0.05415203998215808,0.043864418
2025-02-01,-0.04198527293053156,0.0043214397
2025-03-01,-0.04995053860404242,-0.00011663735
2025-04-01,-0.06485905108512427,-0.020942975
2025-05-01,-0.08599484387047594,-0.018369023
2025-06-01,-0.1112783101261548,-0.038346127
2025-07-01,-0.10193916022060828,-0.07341082
2025-08-01,-0.11173165018831348,-0.06409945
