fecha,real,pred_gm_v2
2025-03-01,-0.049950538604042416,0.064333454
2025-04-01,-0.06485905108512428,0.044865746
2025-05-01,-0.08599484387047594,-0.0015922012
2025-06-01,-0.1112783101261548,-0.054778185
2025-07-01,-0.10193916022060828,-0.08996026
2025-08-01,-0.11173165018831346,-0.1007572
