fecha,real,pred_gm_v3
2025-03-01,-0.049950538604042416,0.057813197
2025-04-01,-0.06485905108512428,0.032821342
2025-05-01,-0.08599484387047594,-0.025965277
2025-06-01,-0.1112783101261548,-0.052761357
2025-07-01,-0.10193916022060828,-0.07274561
2025-08-01,-0.11173165018831346,-0.077918075
