fecha_evento,departamento,provincia,produccion_t,precio_chacra_kg
2021-06,HUANUCO,HUANUCO,11.0,0.93
2021-06,HUANUCO,LEONCIO PRADO,160.8,0.97
2021-06,HUANUCO,MARAÑON,10.7,0.92
2021-06,HUANUCO,PUERTO INCA,1.5,1.65
2021-06,ICA,ICA,56.31,1.13
2021-06,ICA,NAZCA,83.10000000000001,1.35
2021-06,ICA,PISCO,97.2,1.08
2021-06,JUNIN,CHANCHAMAYO,240.15,0.77
2021-06,JUNIN,HUANCAYO,13.6,1.7
2021-06,JUNIN,SATIPO,567.8,0.55
2021-06,LA LIBERTAD,ASCOPE,2.49,1.0
2021-06,LA LIBERTAD,BOLIVAR,3.4000000000000004,0.9
2021-06,LA LIBERTAD,CHEPEN,14.0,1.0
2021-06,LA LIBERTAD,GRAN CHIMU,0.52,0.88
2021-06,LA LIBERTAD,OTUZCO,1.0,0.9
2021-06,LA LIBERTAD,PATAZ,8.81,0.89
2021-06,LA LIBERTAD,SANCHEZ CARRION,1.01,0.88
2021-06,LA LIBERTAD,VIRU,0.69,1.0
2021-06,LAMBAYEQUE,FERREÑAFE,9.0,0.33
2021-06,LAMBAYEQUE,LAMBAYEQUE,2259.0,0.6
2021-06,LIMA,HUAURA,38.7,1.3
2021-06,LORETO,ALTO AMAZONAS,251.0,0.93
2021-06,LORETO,DATEM DEL MARAÑON,33.0,0.92
2021-06,LORETO,LORETO,39.0,0.93
2021-06,LORETO,MARISCAL RAMON CASTILLA,47.0,0.92
2021-06,LORETO,MAYNAS,503.0,0.95
2021-06,LORETO,PUTUMAYO,16.0,0.91
2021-06,LORETO,REQUENA,54.0,0.72
2021-06,LORETO,UCAYALI,107.0,0.95
2021-06,MADRE DE DIOS,MANU,11.200000000000001,1.5
2021-06,MADRE DE DIOS,TAHUAMANU,9.4,1.57
2021-06,MADRE DE DIOS,TAMBOPATA,37.6,1.58
2021-06,MOQUEGUA,MARISCAL NIETO,6.65,2.0
2021-06,PASCO,OXAPAMPA,20.0,2.5
2021-06,PIURA,AYABACA,22.0,0.83
2021-06,PIURA,HUANCABAMBA,10.0,0.8
2021-06,PIURA,MORROPON,1363.0,0.74
2021-06,PIURA,PAITA,6.0,0.8
2021-06,PIURA,PIURA,5493.0,1.0
2021-06,PIURA,SECHURA,5.0,1.0
2021-06,PIURA,SULLANA,4863.0,0.8
2021-06,PUNO,CARABAYA,3.1,0.7
2021-06,PUNO,SANDIA,19.2,1.07
2021-06,SAN MARTIN,BELLAVISTA,28.5,1.03
2021-06,SAN MARTIN,EL DORADO,24.0,0.5
2021-06,SAN MARTIN,HUALLAGA,23.0,2.22
2021-06,SAN MARTIN,LAMAS,103.0,0.99
2021-06,SAN MARTIN,MARISCAL CACERES,23.7,1.21
2021-06,SAN MARTIN,PICOTA,120.0,1.46
2021-06,SAN MARTIN,RIOJA,11.0,0.5
2021-06,SAN MARTIN,SAN MARTIN,72.5,1.27
2021-06,SAN MARTIN,TOCACHE,14.0,0.57
2021-06,TUMBES,CONTRALMIRANTE VILLAR,141.09,1.25
2021-06,TUMBES,TUMBES,326.6,1.47
2021-06,TUMBES,ZARUMILLA,3917.31,1.37
2021-06,UCAYALI,ATALAYA,121.2,0.62
2021-06,UCAYALI,CORONEL PORTILLO,779.45,0.6
2021-06,UCAYALI,PADRE ABAD,473.22,0.6
2021-06,UCAYALI,PURUS,33.7,0.73
2021-07,AMAZONAS,BAGUA,34.1,1.47
2021-07,AMAZONAS,CHACHAPOYAS,22.0,3.15
2021-07,AMAZONAS,LUYA,25.25,1.41
2021-07,AMAZONAS,UTCUBAMBA,570.3,0.9
2021-07,ANCASH,CARHUAZ,3.0,2.5
2021-07,ANCASH,CASMA,44.0,1.57
2021-07,ANCASH,HUARMEY,9.0,1.85
2021-07,ANCASH,HUAYLAS,20.0,1.8
2021-07,ANCASH,SANTA,19.0,1.65
2021-07,ANCASH,YUNGAY,5.0,1.8
2021-07,APURIMAC,ABANCAY,25.0,1.07
2021-07,APURIMAC,AYMARAES,1.8,0.9
2021-07,APURIMAC,GRAU,1.0,1.4
2021-07,AYACUCHO,HUAMANGA,7.0,1.83
2021-07,AYACUCHO,HUANTA,7.0,1.95
2021-07,AYACUCHO,LA MAR,23.0,2.28
2021-07,AYACUCHO,LUCANAS,7.0,1.75
2021-07,AYACUCHO,PARINACOCHAS,3.0,1.35
2021-07,AYACUCHO,VILCAS HUAMAN,19.0,1.5
2021-07,CAJAMARCA,CAJABAMBA,5.52,7.65
2021-07,CAJAMARCA,CHOTA,20.0,1.04
2021-07,CAJAMARCA,JAEN,28.68,0.83
2021-07,CAJAMARCA,SAN IGNACIO,26.83,1.08
2021-07,CAJAMARCA,SAN MARCOS,2.3,1.6
2021-07,CAJAMARCA,SAN MIGUEL,31.0,1.37
2021-07,CAJAMARCA,SANTA CRUZ,5.0,1.1
2021-07,CUSCO,LA CONVENCION,53.0,1.2
2021-07,HUANCAVELICA,ACOBAMBA,1.25,1.23
2021-07,HUANCAVELICA,ANGARAES,0.75,1.4
2021-07,HUANCAVELICA,CASTROVIRREYNA,0.45,3.0
2021-07,HUANCAVELICA,CHURCAMPA,4.7,0.8
2021-07,HUANCAVELICA,HUAYTARA,0.6,1.75
2021-07,HUANCAVELICA,TAYACAJA,9.3,1.1
2021-07,HUANUCO,HUAMALIES,14.0,1.0
2021-07,HUANUCO,HUANUCO,12.5,1.18
2021-07,HUANUCO,LEONCIO PRADO,95.2,0.98
2021-07,HUANUCO,MARAÑON,6.4,0.92
2021-07,HUANUCO,PUERTO INCA,1.4000000000000001,1.65
2021-07,ICA,ICA,31.19,1.15
2021-07,ICA,NAZCA,205.0,1.25
2021-07,ICA,PALPA,0.88,1.0
2021-07,ICA,PISCO,177.3,1.12
2021-07,JUNIN,CHANCHAMAYO,231.75,0.73
2021-07,JUNIN,HUANCAYO,8.5,1.0
2021-07,JUNIN,SATIPO,347.59999999999997,0.54
2021-07,LA LIBERTAD,BOLIVAR,3.37,1.0
2021-07,LA LIBERTAD,GRAN CHIMU,0.2,0.9
2021-07,LA LIBERTAD,OTUZCO,2.45,1.0
2021-07,LA LIBERTAD,PATAZ,4.35,0.9
2021-07,LA LIBERTAD,SANCHEZ CARRION,0.8,0.9
2021-07,LA LIBERTAD,VIRU,0.56,1.11
2021-07,LAMBAYEQUE,FERREÑAFE,11.0,0.38
2021-07,LAMBAYEQUE,LAMBAYEQUE,2081.0,0.54
2021-07,LORETO,ALTO AMAZONAS,248.0,0.93
2021-07,LORETO,DATEM DEL MARAÑON,32.0,0.92
2021-07,LORETO,LORETO,37.0,0.92
2021-07,LORETO,MARISCAL RAMON CASTILLA,41.0,0.92
2021-07,LORETO,MAYNAS,451.0,0.94
2021-07,LORETO,PUTUMAYO,14.0,0.91
2021-07,LORETO,REQUENA,48.0,0.66
2021-07,LORETO,UCAYALI,94.0,0.94
2021-07,MADRE DE DIOS,MANU,14.9,1.6
2021-07,MADRE DE DIOS,TAHUAMANU,12.8,1.8
2021-07,MADRE DE DIOS,TAMBOPATA,37.6,1.68
2021-07,MOQUEGUA,GENERAL SANCHEZ CERRO,5.4,2.3
2021-07,PIURA,AYABACA,10.0,1.0
2021-07,PIURA,HUANCABAMBA,10.0,0.72
2021-07,PIURA,MORROPON,1126.0,1.02
2021-07,PIURA,PAITA,7.0,1.0
2021-07,PIURA,PIURA,5507.0,1.0
2021-07,PIURA,SECHURA,5.0,1.0
2021-07,PIURA,SULLANA,7233.0,1.0
2021-07,PUNO,CARABAYA,5.0,0.7
2021-07,PUNO,SANDIA,12.1,1.13
2021-07,SAN MARTIN,BELLAVISTA,14.0,1.38
2021-07,SAN MARTIN,EL DORADO,12.0,0.54
2021-07,SAN MARTIN,HUALLAGA,10.0,2.32
2021-07,SAN MARTIN,LAMAS,77.0,1.06
2021-07,SAN MARTIN,MARISCAL CACERES,31.5,1.23
2021-07,SAN MARTIN,PICOTA,98.0,1.86
2021-07,SAN MARTIN,RIOJA,9.0,0.6
2021-07,SAN MARTIN,SAN MARTIN,66.5,1.27
2021-07,SAN MARTIN,TOCACHE,25.0,0.6
2021-07,TUMBES,CONTRALMIRANTE VILLAR,110.94,1.5
2021-07,TUMBES,TUMBES,195.29,1.68
2021-07,TUMBES,ZARUMILLA,2325.27,2.3
2021-07,UCAYALI,ATALAYA,138.09,0.62
2021-07,UCAYALI,CORONEL PORTILLO,697.41,0.6
2021-07,UCAYALI,PADRE ABAD,414.0,0.6
2021-07,UCAYALI,PURUS,25.76,0.75
2021-08,AMAZONAS,BAGUA,31.9,1.98
2021-08,AMAZONAS,CHACHAPOYAS,20.2,2.95
2021-08,AMAZONAS,LUYA,22.81,1.42
2021-08,AMAZONAS,UTCUBAMBA,350.92,1.08
2021-08,ANCASH,CARHUAZ,4.0,2.5
2021-08,ANCASH,CASMA,38.0,1.83
2021-08,ANCASH,HUARMEY,4.0,2.3
2021-08,ANCASH,HUAYLAS,17.0,1.9
2021-08,ANCASH,SANTA,16.0,1.75
2021-08,ANCASH,YUNGAY,6.0,2.0
2021-08,APURIMAC,ABANCAY,7.0,0.85
2021-08,APURIMAC,AYMARAES,1.4,0.85
2021-08,AYACUCHO,HUAMANGA,6.0,1.58
2021-08,AYACUCHO,HUANTA,5.0,1.95
2021-08,AYACUCHO,LA MAR,20.0,2.25
2021-08,AYACUCHO,VILCAS HUAMAN,2.0,1.5
2021-08,CAJAMARCA,CAJABAMBA,3.5,1.3
2021-08,CAJAMARCA,CHOTA,5.0,0.8
2021-08,CAJAMARCA,JAEN,21.3,0.83
2021-08,CAJAMARCA,SAN IGNACIO,21.73,1.15
2021-08,CAJAMARCA,SAN MARCOS,1.58,1.59
2021-08,CAJAMARCA,SAN MIGUEL,36.5,1.33
2021-08,CUSCO,LA CONVENCION,45.0,1.1
2021-08,HUANCAVELICA,CASTROVIRREYNA,0.4,3.0
2021-08,HUANCAVELICA,CHURCAMPA,1.2,1.0
2021-08,HUANUCO,HUAMALIES,16.2,1.0
2021-08,HUANUCO,HUANUCO,8.0,1.08
2021-08,HUANUCO,LEONCIO PRADO,67.2,1.05
2021-08,HUANUCO,MARAÑON,2.6,0.96
2021-08,HUANUCO,PUERTO INCA,2.0,1.8
2021-08,ICA,ICA,6.949999999999999,1.33
2021-08,ICA,NAZCA,42.85,1.38
2021-08,ICA,PISCO,185.4,1.17
2021-08,JUNIN,CHANCHAMAYO,213.45000000000002,0.75
2021-08,JUNIN,HUANCAYO,10.2,1.5
2021-08,JUNIN,SATIPO,214.15,0.54
2021-08,LA LIBERTAD,ASCOPE,2.4,1.0
2021-08,LA LIBERTAD,BOLIVAR,3.8,1.0
2021-08,LA LIBERTAD,OTUZCO,0.63,1.0
2021-08,LA LIBERTAD,PATAZ,3.95,0.89
2021-08,LA LIBERTAD,SANCHEZ CARRION,0.7,0.9
2021-08,LA LIBERTAD,VIRU,0.4,1.0
2021-08,LAMBAYEQUE,FERREÑAFE,11.0,0.35
2021-08,LAMBAYEQUE,LAMBAYEQUE,2890.0,0.74
2021-08,LORETO,ALTO AMAZONAS,242.0,0.92
2021-08,LORETO,DATEM DEL MARAÑON,27.0,0.92
2021-08,LORETO,LORETO,44.0,0.94
2021-08,LORETO,MARISCAL RAMON CASTILLA,35.0,0.91
2021-08,LORETO,MAYNAS,433.0,0.93
2021-08,LORETO,PUTUMAYO,14.0,0.92
2021-08,LORETO,REQUENA,46.0,0.66
2021-08,LORETO,UCAYALI,86.0,0.94
2021-08,MADRE DE DIOS,MANU,11.5,1.8
2021-08,MADRE DE DIOS,TAHUAMANU,9.4,1.77
2021-08,MADRE DE DIOS,TAMBOPATA,33.8,1.58
2021-08,PIURA,AYABACA,10.0,1.2
2021-08,PIURA,HUANCABAMBA,10.0,0.71
2021-08,PIURA,MORROPON,1065.0,0.94
2021-08,PIURA,PAITA,7.0,1.0
2021-08,PIURA,PIURA,7316.0,1.06
2021-08,PIURA,SECHURA,7.0,1.1
2021-08,PIURA,SULLANA,6333.0,1.0
2021-08,PUNO,CARABAYA,0.3,0.7
2021-08,PUNO,SANDIA,1.4,1.1
2021-08,SAN MARTIN,BELLAVISTA,12.0,1.42
2021-08,SAN MARTIN,EL DORADO,16.0,0.52
2021-08,SAN MARTIN,HUALLAGA,25.0,2.32
2021-08,SAN MARTIN,LAMAS,71.0,1.36
2021-08,SAN MARTIN,MARISCAL CACERES,39.1,1.23
2021-08,SAN MARTIN,PICOTA,77.0,2.02
2021-08,SAN MARTIN,SAN MARTIN,43.5,1.27
2021-08,SAN MARTIN,TOCACHE,7.0,0.5
2021-08,TUMBES,CONTRALMIRANTE VILLAR,102.19999999999999,2.0
2021-08,TUMBES,TUMBES,144.76,1.74
2021-08,TUMBES,ZARUMILLA,1540.71,2.0
2021-08,UCAYALI,ATALAYA,111.7,0.63
2021-08,UCAYALI,CORONEL PORTILLO,643.29,0.62
2021-08,UCAYALI,PADRE ABAD,319.19,0.62
2021-08,UCAYALI,PURUS,19.2,0.75
2021-09,AMAZONAS,BAGUA,30.9,2.12
2021-09,AMAZONAS,CHACHAPOYAS,20.1,2.95
2021-09,AMAZONAS,LUYA,24.57,1.4
2021-09,AMAZONAS,UTCUBAMBA,338.7,1.97
2021-09,ANCASH,CARHUAZ,4.0,2.4
2021-09,ANCASH,CASMA,41.0,1.93
2021-09,ANCASH,HUARMEY,9.0,2.0
2021-09,ANCASH,HUAYLAS,20.0,1.92
2021-09,ANCASH,SANTA,19.0,1.91
2021-09,ANCASH,YUNGAY,6.0,2.0
2021-09,APURIMAC,ABANCAY,21.0,1.13
2021-09,APURIMAC,AYMARAES,1.4,0.75
2021-09,APURIMAC,GRAU,1.0,1.5
2021-09,AYACUCHO,HUAMANGA,5.0,1.58
2021-09,AYACUCHO,LA MAR,11.0,2.43
2021-09,CAJAMARCA,CAJABAMBA,5.53,1.35
2021-09,CAJAMARCA,JAEN,15.98,0.86
2021-09,CAJAMARCA,SAN IGNACIO,7.85,1.0
2021-09,CAJAMARCA,SAN MARCOS,1.55,1.5
2021-09,CAJAMARCA,SAN MIGUEL,22.0,1.6
2021-09,CUSCO,LA CONVENCION,99.0,0.9
2021-09,HUANCAVELICA,CASTROVIRREYNA,0.6,3.0
2021-09,HUANCAVELICA,HUAYTARA,0.85,0.69
2021-09,HUANUCO,HUAMALIES,13.8,1.1
2021-09,HUANUCO,HUANUCO,6.1,1.3
2021-09,HUANUCO,LEONCIO PRADO,43.7,1.14
2021-09,HUANUCO,PUERTO INCA,1.5,2.25
2021-09,ICA,PALPA,20.29,1.1
2021-09,ICA,PISCO,15.0,1.0
2021-09,JUNIN,CHANCHAMAYO,236.53,0.79
2021-09,JUNIN,HUANCAYO,5.1,1.6
2021-09,JUNIN,SATIPO,172.09,0.62
2021-09,LA LIBERTAD,ASCOPE,2.5,1.3
2021-09,LA LIBERTAD,CHEPEN,13.6,1.3
2021-09,LA LIBERTAD,PATAZ,0.46,1.11
2021-09,LA LIBERTAD,SANCHEZ CARRION,0.6,0.9
2021-09,LA LIBERTAD,VIRU,0.48,1.29
2021-09,LAMBAYEQUE,LAMBAYEQUE,2306.0,1.25
2021-09,LORETO,ALTO AMAZONAS,253.0,0.93
2021-09,LORETO,DATEM DEL MARAÑON,21.0,0.92
2021-09,LORETO,LORETO,42.0,0.94
2021-09,LORETO,MARISCAL RAMON CASTILLA,32.0,0.92
2021-09,LORETO,MAYNAS,423.0,0.93
2021-09,LORETO,PUTUMAYO,14.0,0.92
2021-09,LORETO,REQUENA,36.0,0.66
2021-09,LORETO,UCAYALI,86.0,0.95
2021-09,MADRE DE DIOS,MANU,9.4,2.55
2021-09,MADRE DE DIOS,TAHUAMANU,9.6,2.73
2021-09,MADRE DE DIOS,TAMBOPATA,26.5,3.25
2021-09,PIURA,AYABACA,10.0,1.25
2021-09,PIURA,HUANCABAMBA,10.0,0.81
2021-09,PIURA,MORROPON,516.0,1.61
2021-09,PIURA,PAITA,7.0,1.51
2021-09,PIURA,PIURA,8683.0,1.34
2021-09,PIURA,SECHURA,5.0,1.5
2021-09,PIURA,SULLANA,7233.0,1.51
2021-09,SAN MARTIN,BELLAVISTA,6.5,1.54
2021-09,SAN MARTIN,EL DORADO,13.0,0.56
2021-09,SAN MARTIN,HUALLAGA,8.0,2.32
2021-09,SAN MARTIN,LAMAS,41.0,1.6
2021-09,SAN MARTIN,MARISCAL CACERES,37.9,1.33
2021-09,SAN MARTIN,PICOTA,65.0,1.94
2021-09,SAN MARTIN,RIOJA,5.4,0.6
2021-09,SAN MARTIN,SAN MARTIN,45.0,1.27
2021-09,SAN MARTIN,TOCACHE,3.0,0.5
2021-09,TUMBES,CONTRALMIRANTE VILLAR,84.73,3.0
2021-09,TUMBES,TUMBES,445.91,2.17
2021-09,TUMBES,ZARUMILLA,779.44,3.0
2021-09,UCAYALI,ATALAYA,138.5,0.62
2021-09,UCAYALI,CORONEL PORTILLO,534.41,0.63
2021-09,UCAYALI,PADRE ABAD,324.66,0.62
2021-09,UCAYALI,PURUS,22.8,0.78
2021-10,AMAZONAS,BAGUA,32.8,2.13
2021-10,AMAZONAS,CHACHAPOYAS,18.2,3.25
2021-10,AMAZONAS,LUYA,23.16,1.43
2021-10,AMAZONAS,UTCUBAMBA,324.01,1.95
2021-10,ANCASH,CASMA,40.0,2.03
2021-10,ANCASH,HUARMEY,10.0,2.05
2021-10,ANCASH,HUAYLAS,18.0,1.95
2021-10,ANCASH,SANTA,16.0,2.0
2021-10,ANCASH,YUNGAY,5.0,2.0
2021-10,APURIMAC,ABANCAY,6.0,1.2
2021-10,APURIMAC,AYMARAES,1.4,0.85
2021-10,AYACUCHO,HUAMANGA,4.0,1.64
2021-10,AYACUCHO,LA MAR,3.0,1.3
2021-10,CAJAMARCA,CAJABAMBA,5.54,1.36
2021-10,CAJAMARCA,JAEN,8.950000000000001,1.09
2021-10,CAJAMARCA,SAN IGNACIO,4.25,1.23
2021-10,CAJAMARCA,SAN MARCOS,4.04,2.0
2021-10,CAJAMARCA,SAN MIGUEL,12.0,1.6
2021-10,CUSCO,LA CONVENCION,88.5,1.15
2021-10,HUANCAVELICA,CASTROVIRREYNA,0.7,3.0
2021-10,HUANCAVELICA,HUAYTARA,1.1,0.7
2021-10,HUANUCO,HUAMALIES,13.0,1.0
2021-10,HUANUCO,HUANUCO,2.6,2.3
2021-10,HUANUCO,LEONCIO PRADO,28.0,0.99
2021-10,HUANUCO,PUERTO INCA,4.0,2.0
2021-10,ICA,CHINCHA,4.6,1.5
2021-10,ICA,PALPA,1.28,1.0
2021-10,JUNIN,CHANCHAMAYO,231.4,0.81
2021-10,JUNIN,HUANCAYO,8.5,1.6
2021-10,JUNIN,SATIPO,121.95,0.77
2021-10,LA LIBERTAD,BOLIVAR,0.18,1.0
2021-10,LA LIBERTAD,SANCHEZ CARRION,0.79,0.9
2021-10,LA LIBERTAD,VIRU,0.41,1.29
2021-10,LAMBAYEQUE,FERREÑAFE,2.0,0.35
2021-10,LAMBAYEQUE,LAMBAYEQUE,2550.0,0.97
2021-10,LORETO,ALTO AMAZONAS,2.0,0.96
2021-10,LORETO,LORETO,37.0,0.95
2021-10,LORETO,MAYNAS,387.0,0.96
2021-10,LORETO,PUTUMAYO,6.0,0.96
2021-10,LORETO,REQUENA,32.0,0.71
2021-10,LORETO,UCAYALI,67.0,0.97
2021-10,MADRE DE DIOS,MANU,11.2,3.32
2021-10,MADRE DE DIOS,TAHUAMANU,9.1,3.83
2021-10,MADRE DE DIOS,TAMBOPATA,42.4,4.0
2021-10,MOQUEGUA,MARISCAL NIETO,6.5,2.2
2021-10,PIURA,AYABACA,37.0,0.76
2021-10,PIURA,HUANCABAMBA,9.0,0.81
2021-10,PIURA,MORROPON,447.0,1.74
2021-10,PIURA,PAITA,8.0,1.0
2021-10,PIURA,PIURA,9686.0,1.4
2021-10,PIURA,SECHURA,7.0,1.36
2021-10,PIURA,SULLANA,8042.0,1.0
2021-10,SAN MARTIN,BELLAVISTA,5.0,1.49
2021-10,SAN MARTIN,EL DORADO,10.0,0.5
2021-10,SAN MARTIN,HUALLAGA,27.0,1.82
2021-10,SAN MARTIN,LAMAS,43.0,1.51
2021-10,SAN MARTIN,MARISCAL CACERES,32.0,1.75
2021-10,SAN MARTIN,PICOTA,62.0,3.23
2021-10,SAN MARTIN,RIOJA,3.5999999999999996,0.6
2021-10,SAN MARTIN,SAN MARTIN,40.0,1.31
2021-10,SAN MARTIN,TOCACHE,10.0,0.5
2021-10,TUMBES,CONTRALMIRANTE VILLAR,76.24,2.5
2021-10,TUMBES,TUMBES,596.1999999999999,1.94
2021-10,TUMBES,ZARUMILLA,3044.06,1.87
2021-10,UCAYALI,ATALAYA,175.7,0.64
2021-10,UCAYALI,CORONEL PORTILLO,519.92,0.65
2021-10,UCAYALI,PADRE ABAD,354.31,0.64
2021-10,UCAYALI,PURUS,26.3,0.8
2021-11,AMAZONAS,BAGUA,30.3,2.25
2021-11,AMAZONAS,CHACHAPOYAS,19.2,2.3
2021-11,AMAZONAS,LUYA,24.38,1.45
2021-11,AMAZONAS,UTCUBAMBA,366.36,2.36
2021-11,ANCASH,CARHUAZ,4.0,2.5
2021-11,ANCASH,CASMA,40.0,2.0
2021-11,ANCASH,HUARMEY,9.0,1.95
2021-11,ANCASH,HUAYLAS,20.0,2.0
2021-11,ANCASH,SANTA,18.0,2.1
2021-11,ANCASH,YUNGAY,6.0,2.0
2021-11,APURIMAC,ABANCAY,5.0,1.0
2021-11,APURIMAC,AYMARAES,1.2,0.85
2021-11,AYACUCHO,HUAMANGA,5.0,1.7
2021-11,AYACUCHO,LA MAR,3.0,1.3
2021-11,CAJAMARCA,CAJABAMBA,5.5,1.38
2021-11,CAJAMARCA,JAEN,13.47,1.75
2021-11,CAJAMARCA,SAN MARCOS,3.46,3.3
2021-11,CAJAMARCA,SAN MIGUEL,11.0,1.6
2021-11,CUSCO,LA CONVENCION,96.4,1.2
2021-11,HUANCAVELICA,CASTROVIRREYNA,0.5,3.0
2021-11,HUANCAVELICA,HUAYTARA,1.5,0.7
2021-11,HUANUCO,HUAMALIES,12.6,1.1
2021-11,HUANUCO,HUANUCO,1.9,1.3
2021-11,HUANUCO,LEONCIO PRADO,13.399999999999999,1.02
2021-11,HUANUCO,PUERTO INCA,5.0,1.55
2021-11,ICA,CHINCHA,1.55,1.5
2021-11,JUNIN,CHANCHAMAYO,175.05,0.77
2021-11,JUNIN,HUANCAYO,10.2,1.6
2021-11,JUNIN,SATIPO,128.3,0.96
2021-11,LA LIBERTAD,ASCOPE,2.3,1.4
2021-11,LA LIBERTAD,CHEPEN,13.0,1.4
2021-11,LA LIBERTAD,SANCHEZ CARRION,0.48,1.08
2021-11,LA LIBERTAD,VIRU,0.43,1.4
2021-11,LAMBAYEQUE,FERREÑAFE,8.0,0.35
2021-11,LAMBAYEQUE,LAMBAYEQUE,2916.0,0.83
2021-11,LORETO,ALTO AMAZONAS,61.0,0.96
2021-11,LORETO,DATEM DEL MARAÑON,13.0,0.94
2021-11,LORETO,LORETO,26.0,0.96
2021-11,LORETO,MARISCAL RAMON CASTILLA,13.0,0.94
2021-11,LORETO,MAYNAS,397.0,0.96
2021-11,LORETO,PUTUMAYO,5.0,0.93
2021-11,LORETO,REQUENA,35.0,0.73
2021-11,LORETO,UCAYALI,43.0,0.98
2021-11,MADRE DE DIOS,MANU,20.3,3.25
2021-11,MADRE DE DIOS,TAHUAMANU,19.0,3.6
2021-11,MADRE DE DIOS,TAMBOPATA,31.0,4.0
2021-11,PIURA,AYABACA,46.0,0.93
2021-11,PIURA,HUANCABAMBA,10.0,0.81
2021-11,PIURA,MORROPON,657.0,1.41
2021-11,PIURA,PAITA,8.0,1.0
2021-11,PIURA,PIURA,9155.0,1.22
2021-11,PIURA,SECHURA,2.0,1.2
2021-11,PIURA,SULLANA,7042.0,1.17
2021-11,SAN MARTIN,BELLAVISTA,16.0,1.5
2021-11,SAN MARTIN,EL DORADO,16.0,0.5
2021-11,SAN MARTIN,HUALLAGA,50.0,1.72
2021-11,SAN MARTIN,LAMAS,38.0,1.13
2021-11,SAN MARTIN,MARISCAL CACERES,26.0,1.92
2021-11,SAN MARTIN,PICOTA,69.0,2.96
2021-11,SAN MARTIN,SAN MARTIN,59.5,1.31
2021-11,SAN MARTIN,TOCACHE,5.0,0.5
2021-11,TUMBES,CONTRALMIRANTE VILLAR,121.97,1.5
2021-11,TUMBES,TUMBES,892.6999999999999,1.02
2021-11,TUMBES,ZARUMILLA,3254.3799999999997,1.16
2021-11,UCAYALI,ATALAYA,194.09,0.66
2021-11,UCAYALI,CORONEL PORTILLO,646.91,0.7
2021-11,UCAYALI,PADRE ABAD,332.06,0.67
2021-11,UCAYALI,PURUS,21.5,1.0
2021-12,AMAZONAS,BAGUA,34.6,2.15
2021-12,AMAZONAS,CHACHAPOYAS,20.3,2.55
2021-12,AMAZONAS,LUYA,24.83,1.47
2021-12,AMAZONAS,UTCUBAMBA,288.55,2.15
2021-12,ANCASH,CARHUAZ,5.0,2.4
2021-12,ANCASH,CASMA,46.0,2.14
2021-12,ANCASH,HUARMEY,9.0,2.0
2021-12,ANCASH,HUAYLAS,22.0,2.0
2021-12,ANCASH,SANTA,17.0,2.0
2021-12,ANCASH,YUNGAY,7.0,2.0
2021-12,APURIMAC,AYMARAES,0.9,0.8
2021-12,AYACUCHO,HUAMANGA,4.0,2.24
2021-12,AYACUCHO,LA MAR,4.0,2.15
2021-12,CAJAMARCA,CAJABAMBA,5.71,1.39
2021-12,CAJAMARCA,JAEN,13.48,1.2
2021-12,CAJAMARCA,SAN MARCOS,3.46,3.0
2021-12,CUSCO,LA CONVENCION,98.2,1.2
2021-12,HUANCAVELICA,CASTROVIRREYNA,0.4,2.5
2021-12,HUANCAVELICA,HUAYTARA,1.0,0.7
2021-12,HUANUCO,HUAMALIES,12.1,1.1
2021-12,HUANUCO,HUANUCO,0.4,1.1
2021-12,HUANUCO,LEONCIO PRADO,8.9,1.02
2021-12,HUANUCO,PUERTO INCA,5.0,1.55
2021-12,ICA,PISCO,16.0,1.0
2021-12,JUNIN,CHANCHAMAYO,178.9,0.76
2021-12,JUNIN,HUANCAYO,17.0,1.6
2021-12,JUNIN,SATIPO,155.1,1.0
2021-12,LA LIBERTAD,ASCOPE,1.83,1.4
2021-12,LA LIBERTAD,CHEPEN,10.3,1.45
2021-12,LA LIBERTAD,VIRU,0.49,1.29
2021-12,LAMBAYEQUE,FERREÑAFE,16.0,0.42
2021-12,LAMBAYEQUE,LAMBAYEQUE,5598.0,0.46
2021-12,LORETO,ALTO AMAZONAS,108.0,0.96
2021-12,LORETO,DATEM DEL MARAÑON,25.0,0.93
2021-12,LORETO,LORETO,33.0,0.97
2021-12,LORETO,MARISCAL RAMON CASTILLA,84.0,0.94
2021-12,LORETO,MAYNAS,370.0,0.97
2021-12,LORETO,PUTUMAYO,18.0,0.94
2021-12,LORETO,REQUENA,39.0,0.76
2021-12,LORETO,UCAYALI,86.0,0.98
2021-12,MADRE DE DIOS,MANU,7.4,2.1
2021-12,MADRE DE DIOS,TAHUAMANU,9.3,1.95
2021-12,MADRE DE DIOS,TAMBOPATA,27.2,2.42
2021-12,MOQUEGUA,GENERAL SANCHEZ CERRO,2.35,2.0
2021-12,PIURA,AYABACA,23.0,1.25
2021-12,PIURA,HUANCABAMBA,10.0,0.81
2021-12,PIURA,MORROPON,1220.0,0.9
2021-12,PIURA,PAITA,8.0,1.0
2021-12,PIURA,PIURA,5206.0,1.2
2021-12,PIURA,SECHURA,7.0,1.0
2021-12,PIURA,SULLANA,8042.0,1.0
2021-12,SAN MARTIN,BELLAVISTA,15.75,1.5
2021-12,SAN MARTIN,EL DORADO,14.0,0.5
2021-12,SAN MARTIN,HUALLAGA,81.0,1.48
