fecha_evento,departamento,provincia,produccion_t,precio_chacra_kg
2022-06,HUANCAVELICA,HUAYTARA,2.75,1.93
2022-06,HUANCAVELICA,TAYACAJA,24.5,1.2
2022-06,HUANUCO,HUAMALIES,24.0,1.2
2022-06,HUANUCO,HUANUCO,11.1,1.47
2022-06,HUANUCO,LEONCIO PRADO,160.8,1.17
2022-06,HUANUCO,MARAÑON,9.2,1.17
2022-06,HUANUCO,PUERTO INCA,1.0,1.9
2022-06,ICA,ICA,59.15,1.27
2022-06,ICA,NAZCA,99.82,1.25
2022-06,ICA,PISCO,102.0,1.0
2022-06,JUNIN,CHANCHAMAYO,219.4,0.76
2022-06,JUNIN,HUANCAYO,11.9,0.9
2022-06,JUNIN,SATIPO,628.7,0.89
2022-06,LA LIBERTAD,ASCOPE,2.35,1.0
2022-06,LA LIBERTAD,BOLIVAR,2.9400000000000004,1.0
2022-06,LA LIBERTAD,CHEPEN,6.7,1.0
2022-06,LA LIBERTAD,GRAN CHIMU,0.48,1.0
2022-06,LA LIBERTAD,OTUZCO,1.1,1.2
2022-06,LA LIBERTAD,PATAZ,8.55,1.0
2022-06,LA LIBERTAD,SANCHEZ CARRION,1.22,1.1
2022-06,LA LIBERTAD,VIRU,0.65,1.0
2022-06,LAMBAYEQUE,FERREÑAFE,8.0,0.35
2022-06,LAMBAYEQUE,LAMBAYEQUE,2469.0,0.65
2022-06,LIMA,HUAURA,45.6,1.3
2022-06,LORETO,ALTO AMAZONAS,252.0,0.94
2022-06,LORETO,DATEM DEL MARAÑON,33.0,0.92
2022-06,LORETO,LORETO,37.0,0.93
2022-06,LORETO,MARISCAL RAMON CASTILLA,46.0,0.92
2022-06,LORETO,MAYNAS,508.0,0.95
2022-06,LORETO,PUTUMAYO,15.0,0.92
2022-06,LORETO,REQUENA,53.0,0.73
2022-06,LORETO,UCAYALI,106.0,0.96
2022-06,MADRE DE DIOS,MANU,12.9,2.5
2022-06,MADRE DE DIOS,TAHUAMANU,17.8,2.7
2022-06,MADRE DE DIOS,TAMBOPATA,44.5,2.75
2022-06,PASCO,OXAPAMPA,20.0,2.3
2022-06,PIURA,AYABACA,25.0,0.88
2022-06,PIURA,HUANCABAMBA,10.0,0.81
2022-06,PIURA,MORROPON,1664.0,1.03
2022-06,PIURA,PAITA,12.0,1.0
2022-06,PIURA,PIURA,5786.0,1.01
2022-06,PIURA,SECHURA,4.0,1.75
2022-06,PIURA,SULLANA,7040.0,1.02
2022-06,PUNO,CARABAYA,3.2,0.7
2022-06,PUNO,SANDIA,19.2,1.1
2022-06,SAN MARTIN,BELLAVISTA,28.0,1.45
2022-06,SAN MARTIN,EL DORADO,16.0,0.8
2022-06,SAN MARTIN,HUALLAGA,23.0,1.98
2022-06,SAN MARTIN,LAMAS,108.0,1.79
2022-06,SAN MARTIN,MARISCAL CACERES,38.5,1.6
2022-06,SAN MARTIN,PICOTA,94.0,1.05
2022-06,SAN MARTIN,RIOJA,15.0,1.0
2022-06,SAN MARTIN,SAN MARTIN,74.0,1.31
2022-06,SAN MARTIN,TOCACHE,18.0,0.6
2022-06,TUMBES,CONTRALMIRANTE VILLAR,145.51,1.5
2022-06,TUMBES,TUMBES,377.88,1.6
2022-06,TUMBES,ZARUMILLA,1614.73,1.12
2022-06,UCAYALI,ATALAYA,180.48,1.44
2022-06,UCAYALI,CORONEL PORTILLO,1087.45,1.31
2022-06,UCAYALI,PADRE ABAD,486.86,1.36
2022-06,UCAYALI,PURUS,24.8,1.6
2022-07,AMAZONAS,BAGUA,35.0,2.5
2022-07,AMAZONAS,CHACHAPOYAS,20.2,3.5
2022-07,AMAZONAS,LUYA,21.3,1.92
2022-07,AMAZONAS,UTCUBAMBA,555.6,1.06
2022-07,ANCASH,CARHUAZ,4.0,2.5
2022-07,ANCASH,CASMA,40.0,2.35
2022-07,ANCASH,HUARMEY,3.0,2.3
2022-07,ANCASH,HUAYLAS,9.0,2.45
2022-07,ANCASH,SANTA,17.0,2.08
2022-07,ANCASH,YUNGAY,8.0,1.5
2022-07,APURIMAC,ABANCAY,19.0,1.1
2022-07,APURIMAC,AYMARAES,1.3,0.9
2022-07,APURIMAC,GRAU,1.0,1.6
2022-07,AYACUCHO,HUAMANGA,3.0,1.7
2022-07,AYACUCHO,HUANTA,12.0,2.2
2022-07,AYACUCHO,LA MAR,19.0,1.92
2022-07,AYACUCHO,LUCANAS,3.0,1.5
2022-07,AYACUCHO,PARINACOCHAS,2.0,1.4
2022-07,AYACUCHO,VILCAS HUAMAN,22.0,1.58
2022-07,CAJAMARCA,CAJABAMBA,8.77,1.45
2022-07,CAJAMARCA,CHOTA,17.5,0.92
2022-07,CAJAMARCA,JAEN,23.35,0.86
2022-07,CAJAMARCA,SAN IGNACIO,23.799999999999997,1.19
2022-07,CAJAMARCA,SAN MARCOS,1.53,2.0
2022-07,CAJAMARCA,SAN MIGUEL,34.0,1.4
2022-07,CAJAMARCA,SANTA CRUZ,9.0,1.1
2022-07,CUSCO,LA CONVENCION,54.0,1.2
2022-07,HUANCAVELICA,ACOBAMBA,0.55,1.35
2022-07,HUANCAVELICA,ANGARAES,1.0,1.3
2022-07,HUANCAVELICA,CASTROVIRREYNA,0.4,2.5
2022-07,HUANCAVELICA,CHURCAMPA,4.9,1.05
2022-07,HUANCAVELICA,HUAYTARA,1.25,1.74
2022-07,HUANCAVELICA,TAYACAJA,16.0,1.26
2022-07,HUANUCO,HUAMALIES,12.0,1.5
2022-07,HUANUCO,HUANUCO,12.5,1.57
2022-07,HUANUCO,LEONCIO PRADO,96.5,1.29
2022-07,HUANUCO,MARAÑON,6.9,1.1
2022-07,HUANUCO,PUERTO INCA,1.6,2.0
2022-07,ICA,ICA,66.45,1.25
2022-07,ICA,NAZCA,217.3,1.2
2022-07,ICA,PALPA,0.72,1.19
2022-07,ICA,PISCO,232.0,1.0
2022-07,JUNIN,CHANCHAMAYO,227.35,0.78
2022-07,JUNIN,HUANCAYO,10.2,0.9
2022-07,JUNIN,SATIPO,376.09999999999997,0.83
2022-07,LA LIBERTAD,BOLIVAR,2.83,1.06
2022-07,LA LIBERTAD,CHEPEN,7.1,1.1
2022-07,LA LIBERTAD,GRAN CHIMU,0.18,1.0
2022-07,LA LIBERTAD,OTUZCO,2.7,1.1
2022-07,LA LIBERTAD,PATAZ,4.24,1.02
2022-07,LA LIBERTAD,SANCHEZ CARRION,0.7,1.1
2022-07,LA LIBERTAD,VIRU,0.56,1.0
2022-07,LAMBAYEQUE,FERREÑAFE,2.0,0.35
2022-07,LAMBAYEQUE,LAMBAYEQUE,1802.0,0.82
2022-07,LORETO,ALTO AMAZONAS,253.0,0.94
2022-07,LORETO,DATEM DEL MARAÑON,32.0,0.93
2022-07,LORETO,LORETO,37.0,0.93
2022-07,LORETO,MARISCAL RAMON CASTILLA,41.0,0.93
2022-07,LORETO,MAYNAS,457.0,0.95
2022-07,LORETO,PUTUMAYO,14.0,0.92
2022-07,LORETO,REQUENA,49.0,0.67
2022-07,LORETO,UCAYALI,95.0,0.95
2022-07,MADRE DE DIOS,MANU,11.1,2.38
2022-07,MADRE DE DIOS,TAHUAMANU,16.8,2.77
2022-07,MADRE DE DIOS,TAMBOPATA,49.3,2.52
2022-07,MOQUEGUA,GENERAL SANCHEZ CERRO,4.8,2.5
2022-07,PIURA,AYABACA,17.0,1.01
2022-07,PIURA,HUANCABAMBA,10.0,0.83
2022-07,PIURA,MORROPON,1611.0,1.07
2022-07,PIURA,PAITA,16.0,1.0
2022-07,PIURA,PIURA,4960.0,1.2
2022-07,PIURA,SECHURA,4.0,1.8
2022-07,PIURA,SULLANA,5940.0,1.08
2022-07,PUNO,CARABAYA,5.1,0.7
2022-07,PUNO,SANDIA,12.2,1.13
2022-07,SAN MARTIN,BELLAVISTA,14.0,1.5
2022-07,SAN MARTIN,EL DORADO,4.0,0.6
2022-07,SAN MARTIN,HUALLAGA,10.0,1.98
2022-07,SAN MARTIN,LAMAS,62.0,2.29
2022-07,SAN MARTIN,MARISCAL CACERES,52.7,1.6
2022-07,SAN MARTIN,PICOTA,64.0,1.61
2022-07,SAN MARTIN,RIOJA,7.5,1.0
2022-07,SAN MARTIN,SAN MARTIN,84.0,1.31
2022-07,SAN MARTIN,TOCACHE,3.0,0.6
2022-07,TUMBES,CONTRALMIRANTE VILLAR,127.0,2.0
2022-07,TUMBES,TUMBES,210.62,1.81
2022-07,TUMBES,ZARUMILLA,908.75,2.5
2022-07,UCAYALI,ATALAYA,177.03,1.48
2022-07,UCAYALI,CORONEL PORTILLO,856.33,1.4
2022-07,UCAYALI,PADRE ABAD,450.5,1.45
2022-07,UCAYALI,PURUS,22.75,1.8
2022-08,AMAZONAS,BAGUA,34.7,4.58
2022-08,AMAZONAS,CHACHAPOYAS,17.5,3.1
2022-08,AMAZONAS,LUYA,22.81,1.84
2022-08,AMAZONAS,UTCUBAMBA,354.0,1.15
2022-08,ANCASH,CARHUAZ,3.0,2.6
2022-08,ANCASH,CASMA,39.0,2.55
2022-08,ANCASH,HUARMEY,3.0,3.0
2022-08,ANCASH,HUAYLAS,10.0,2.55
2022-08,ANCASH,SANTA,14.0,2.33
2022-08,ANCASH,YUNGAY,7.0,1.4
2022-08,APURIMAC,ABANCAY,2.0,0.8
2022-08,APURIMAC,AYMARAES,1.3,0.9
2022-08,AYACUCHO,HUAMANGA,5.0,1.72
2022-08,AYACUCHO,HUANTA,4.0,2.0
2022-08,AYACUCHO,LA MAR,17.0,1.75
2022-08,CAJAMARCA,CAJABAMBA,8.55,1.48
2022-08,CAJAMARCA,CHOTA,5.0,0.8
2022-08,CAJAMARCA,JAEN,23.490000000000002,1.94
2022-08,CAJAMARCA,SAN IGNACIO,29.68,0.59
2022-08,CAJAMARCA,SAN MARCOS,1.53,2.0
2022-08,CAJAMARCA,SAN MIGUEL,43.0,1.25
2022-08,CUSCO,LA CONVENCION,49.0,1.2
2022-08,HUANCAVELICA,CASTROVIRREYNA,0.6,2.5
2022-08,HUANCAVELICA,CHURCAMPA,1.3,1.15
2022-08,HUANCAVELICA,HUAYTARA,2.0,1.0
2022-08,HUANCAVELICA,TAYACAJA,7.6,1.12
2022-08,HUANUCO,HUAMALIES,14.2,1.8
2022-08,HUANUCO,HUANUCO,7.8,1.55
2022-08,HUANUCO,LEONCIO PRADO,72.4,1.9
2022-08,HUANUCO,MARAÑON,3.4,1.3
2022-08,HUANUCO,PUERTO INCA,2.0,1.9
2022-08,ICA,ICA,10.96,1.34
2022-08,ICA,NAZCA,93.4,1.3
2022-08,ICA,PISCO,105.0,1.03
2022-08,JUNIN,CHANCHAMAYO,208.65,0.86
2022-08,JUNIN,HUANCAYO,8.5,1.6
2022-08,JUNIN,SATIPO,230.1,0.87
2022-08,LA LIBERTAD,ASCOPE,2.2,1.0
2022-08,LA LIBERTAD,BOLIVAR,3.48,1.11
2022-08,LA LIBERTAD,CHEPEN,7.0,1.12
2022-08,LA LIBERTAD,OTUZCO,0.74,1.0
2022-08,LA LIBERTAD,PATAZ,3.8,1.0
2022-08,LA LIBERTAD,SANCHEZ CARRION,0.6,1.0
2022-08,LA LIBERTAD,VIRU,0.42,1.0
2022-08,LAMBAYEQUE,FERREÑAFE,49.0,0.42
2022-08,LAMBAYEQUE,LAMBAYEQUE,1242.0,1.42
2022-08,LORETO,ALTO AMAZONAS,245.0,0.93
2022-08,LORETO,DATEM DEL MARAÑON,28.0,0.93
2022-08,LORETO,LORETO,45.0,0.95
2022-08,LORETO,MARISCAL RAMON CASTILLA,37.0,0.92
2022-08,LORETO,MAYNAS,441.0,0.94
2022-08,LORETO,PUTUMAYO,13.0,0.94
2022-08,LORETO,REQUENA,45.0,0.67
2022-08,LORETO,UCAYALI,87.0,0.95
2022-08,MADRE DE DIOS,MANU,10.8,2.58
2022-08,MADRE DE DIOS,TAHUAMANU,13.2,2.7
2022-08,MADRE DE DIOS,TAMBOPATA,37.4,3.0
2022-08,MOQUEGUA,MARISCAL NIETO,6.58,2.5
2022-08,PIURA,AYABACA,34.0,1.51
2022-08,PIURA,HUANCABAMBA,10.8,0.82
2022-08,PIURA,MORROPON,1413.0,1.57
2022-08,PIURA,PAITA,16.0,1.06
2022-08,PIURA,PIURA,6937.0,2.1
2022-08,PIURA,SECHURA,4.0,3.0
2022-08,PIURA,SULLANA,4741.0,1.05
2022-08,PUNO,CARABAYA,0.2,0.8
2022-08,PUNO,SANDIA,0.7,1.17
2022-08,SAN MARTIN,BELLAVISTA,10.5,1.43
2022-08,SAN MARTIN,EL DORADO,9.0,0.6
2022-08,SAN MARTIN,HUALLAGA,9.0,1.98
2022-08,SAN MARTIN,LAMAS,45.3,2.3
2022-08,SAN MARTIN,MARISCAL CACERES,13.5,1.6
2022-08,SAN MARTIN,PICOTA,49.0,3.12
2022-08,SAN MARTIN,SAN MARTIN,61.0,1.27
2022-08,TUMBES,CONTRALMIRANTE VILLAR,103.99000000000001,3.0
2022-08,TUMBES,TUMBES,143.07,3.75
2022-08,TUMBES,ZARUMILLA,509.67999999999995,3.0
2022-08,UCAYALI,ATALAYA,109.64,1.6
2022-08,UCAYALI,CORONEL PORTILLO,620.89,1.51
2022-08,UCAYALI,PADRE ABAD,361.91,1.58
2022-08,UCAYALI,PURUS,16.53,1.8
2022-09,AMAZONAS,BAGUA,36.8,4.58
2022-09,AMAZONAS,CHACHAPOYAS,15.6,4.05
2022-09,AMAZONAS,LUYA,25.419999999999998,2.03
2022-09,AMAZONAS,UTCUBAMBA,335.49,1.66
2022-09,ANCASH,CARHUAZ,3.0,2.5
2022-09,ANCASH,CASMA,37.0,2.58
2022-09,ANCASH,HUARMEY,3.0,3.0
2022-09,ANCASH,HUAYLAS,9.0,2.6
2022-09,ANCASH,SANTA,13.0,2.4
2022-09,ANCASH,YUNGAY,5.0,3.0
2022-09,APURIMAC,ABANCAY,23.0,1.2
2022-09,APURIMAC,AYMARAES,1.0,0.9
2022-09,APURIMAC,GRAU,1.0,1.65
2022-09,AYACUCHO,HUAMANGA,4.0,2.0
2022-09,AYACUCHO,HUANTA,1.0,2.5
2022-09,AYACUCHO,LA MAR,14.0,1.6
2022-09,CAJAMARCA,CAJABAMBA,8.4,1.5
2022-09,CAJAMARCA,JAEN,17.740000000000002,2.31
2022-09,CAJAMARCA,SAN IGNACIO,15.600000000000001,0.58
2022-09,CAJAMARCA,SAN MIGUEL,35.4,1.33
2022-09,CUSCO,LA CONVENCION,113.0,1.1
2022-09,HUANCAVELICA,CASTROVIRREYNA,0.6,3.0
2022-09,HUANCAVELICA,HUAYTARA,0.8,1.2
2022-09,HUANCAVELICA,TAYACAJA,2.3,1.1
2022-09,HUANUCO,HUAMALIES,15.0,1.9
2022-09,HUANUCO,HUANUCO,6.1,1.65
2022-09,HUANUCO,LEONCIO PRADO,49.0,2.05
2022-09,HUANUCO,PUERTO INCA,2.0,2.0
2022-09,ICA,PALPA,34.25,2.3
2022-09,ICA,PISCO,25.0,1.3
2022-09,JUNIN,CHANCHAMAYO,208.5,0.9
2022-09,JUNIN,HUANCAYO,6.8,1.7
2022-09,JUNIN,SATIPO,193.04,0.9
2022-09,LA LIBERTAD,ASCOPE,2.37,1.3
2022-09,LA LIBERTAD,CHEPEN,6.7,1.15
2022-09,LA LIBERTAD,PATAZ,0.45,1.2
2022-09,LA LIBERTAD,SANCHEZ CARRION,0.51,1.2
2022-09,LA LIBERTAD,VIRU,0.49,1.29
2022-09,LAMBAYEQUE,LAMBAYEQUE,1305.0,1.37
2022-09,LORETO,ALTO AMAZONAS,251.0,0.93
2022-09,LORETO,DATEM DEL MARAÑON,20.0,0.93
2022-09,LORETO,LORETO,41.0,0.95
2022-09,LORETO,MARISCAL RAMON CASTILLA,31.0,0.93
2022-09,LORETO,MAYNAS,416.0,0.94
2022-09,LORETO,PUTUMAYO,13.0,0.94
2022-09,LORETO,REQUENA,35.0,0.67
2022-09,LORETO,UCAYALI,87.0,0.96
2022-09,MADRE DE DIOS,MANU,8.8,3.12
2022-09,MADRE DE DIOS,TAHUAMANU,9.2,3.4
2022-09,MADRE DE DIOS,TAMBOPATA,29.7,3.32
2022-09,PIURA,AYABACA,49.0,1.56
2022-09,PIURA,HUANCABAMBA,10.0,0.82
2022-09,PIURA,MORROPON,595.0,1.46
2022-09,PIURA,PAITA,16.0,1.2
2022-09,PIURA,PIURA,7635.0,2.64
2022-09,PIURA,SECHURA,3.0,2.6
2022-09,PIURA,SULLANA,5041.0,1.17
2022-09,SAN MARTIN,BELLAVISTA,7.1,1.5
2022-09,SAN MARTIN,EL DORADO,5.0,2.0
2022-09,SAN MARTIN,HUALLAGA,7.0,2.48
2022-09,SAN MARTIN,LAMAS,31.0,3.43
2022-09,SAN MARTIN,MARISCAL CACERES,46.2,1.6
2022-09,SAN MARTIN,PICOTA,31.0,4.79
2022-09,SAN MARTIN,SAN MARTIN,63.5,1.27
2022-09,TUMBES,CONTRALMIRANTE VILLAR,81.73,3.75
2022-09,TUMBES,TUMBES,567.4499999999999,4.01
2022-09,TUMBES,ZARUMILLA,1428.6000000000001,4.0
2022-09,UCAYALI,ATALAYA,130.02,1.76
2022-09,UCAYALI,CORONEL PORTILLO,542.34,1.74
2022-09,UCAYALI,PADRE ABAD,355.45,1.81
2022-09,UCAYALI,PURUS,12.5,1.9
2022-10,AMAZONAS,BAGUA,38.4,4.58
2022-10,AMAZONAS,CHACHAPOYAS,12.2,5.15
2022-10,AMAZONAS,LUYA,23.18,2.44
2022-10,AMAZONAS,UTCUBAMBA,335.9,1.82
2022-10,ANCASH,CARHUAZ,3.0,2.6
2022-10,ANCASH,CASMA,36.0,2.8
2022-10,ANCASH,HUARMEY,2.5,3.0
2022-10,ANCASH,HUAYLAS,10.0,3.0
2022-10,ANCASH,SANTA,11.0,2.6
2022-10,ANCASH,YUNGAY,4.0,3.0
2022-10,APURIMAC,ABANCAY,2.0,1.0
2022-10,APURIMAC,AYMARAES,1.4,0.95
2022-10,AYACUCHO,HUAMANGA,5.0,3.0
2022-10,AYACUCHO,HUANTA,2.0,2.5
2022-10,AYACUCHO,LA MAR,8.0,1.33
2022-10,CAJAMARCA,CAJABAMBA,8.22,1.5
2022-10,CAJAMARCA,JAEN,10.35,2.94
2022-10,CAJAMARCA,SAN MARCOS,4.03,5.7
2022-10,CAJAMARCA,SAN MIGUEL,19.0,1.35
2022-10,CUSCO,LA CONVENCION,100.0,1.1
2022-10,HUANCAVELICA,CASTROVIRREYNA,0.5,3.0
2022-10,HUANUCO,HUAMALIES,13.0,1.9
2022-10,HUANUCO,HUANUCO,2.7,2.0
2022-10,HUANUCO,LEONCIO PRADO,28.0,2.05
2022-10,HUANUCO,PUERTO INCA,3.0,3.0
2022-10,ICA,CHINCHA,5.7,1.8
2022-10,ICA,PALPA,1.2,1.2
2022-10,JUNIN,CHANCHAMAYO,231.51,0.8
2022-10,JUNIN,HUANCAYO,8.5,1.8
2022-10,JUNIN,SATIPO,146.7,1.02
2022-10,LA LIBERTAD,CHEPEN,7.2,1.0
2022-10,LA LIBERTAD,SANCHEZ CARRION,0.68,1.0
2022-10,LA LIBERTAD,VIRU,0.42,1.29
2022-10,LAMBAYEQUE,LAMBAYEQUE,702.0,2.59
2022-10,LORETO,ALTO AMAZONAS,2.0,0.97
2022-10,LORETO,LORETO,39.0,0.95
2022-10,LORETO,MAYNAS,382.0,0.95
2022-10,LORETO,PUTUMAYO,5.0,0.98
2022-10,LORETO,REQUENA,31.0,0.72
2022-10,LORETO,UCAYALI,69.0,0.97
2022-10,MADRE DE DIOS,MANU,11.0,3.5
2022-10,MADRE DE DIOS,TAHUAMANU,9.3,4.17
2022-10,MADRE DE DIOS,TAMBOPATA,33.3,3.95
2022-10,MOQUEGUA,MARISCAL NIETO,7.5,3.5
2022-10,PIURA,AYABACA,43.0,1.43
2022-10,PIURA,HUANCABAMBA,7.0,0.81
2022-10,PIURA,MORROPON,1012.0,2.14
2022-10,PIURA,PAITA,12.0,2.54
2022-10,PIURA,PIURA,6855.0,2.16
2022-10,PIURA,SECHURA,12.0,1.86
2022-10,PIURA,SULLANA,7042.0,2.36
2022-10,SAN MARTIN,BELLAVISTA,5.0,2.08
2022-10,SAN MARTIN,EL DORADO,16.0,2.1
2022-10,SAN MARTIN,HUALLAGA,30.0,2.48
2022-10,SAN MARTIN,LAMAS,30.5,2.93
2022-10,SAN MARTIN,MARISCAL CACERES,45.2,1.6
2022-10,SAN MARTIN,PICOTA,34.9,4.81
2022-10,SAN MARTIN,SAN MARTIN,46.0,1.27
2022-10,SAN MARTIN,TOCACHE,2.0,0.6
2022-10,TUMBES,CONTRALMIRANTE VILLAR,75.74000000000001,4.0
2022-10,TUMBES,TUMBES,686.46,4.54
2022-10,TUMBES,ZARUMILLA,2376.41,5.25
2022-10,UCAYALI,ATALAYA,126.97,1.9
2022-10,UCAYALI,CORONEL PORTILLO,377.51,1.88
2022-10,UCAYALI,PADRE ABAD,295.03000000000003,1.89
2022-10,UCAYALI,PURUS,9.84,2.0
2022-11,AMAZONAS,BAGUA,38.2,2.92
2022-11,AMAZONAS,CHACHAPOYAS,13.3,4.0
2022-11,AMAZONAS,LUYA,23.61,3.12
2022-11,AMAZONAS,UTCUBAMBA,346.6,1.95
2022-11,ANCASH,CARHUAZ,3.0,2.5
2022-11,ANCASH,CASMA,36.0,2.62
2022-11,ANCASH,HUARMEY,3.0,3.5
2022-11,ANCASH,HUAYLAS,9.0,2.5
2022-11,ANCASH,SANTA,10.0,2.5
2022-11,ANCASH,YUNGAY,5.0,2.0
2022-11,APURIMAC,ABANCAY,6.0,1.0
2022-11,AYACUCHO,HUAMANGA,6.0,3.5
2022-11,AYACUCHO,HUANTA,19.0,2.25
2022-11,AYACUCHO,LA MAR,8.0,1.33
2022-11,CAJAMARCA,CAJABAMBA,8.11,1.5
2022-11,CAJAMARCA,JAEN,11.51,3.5
2022-11,CAJAMARCA,SAN MARCOS,3.45,4.5
2022-11,CUSCO,LA CONVENCION,113.0,1.2
2022-11,HUANCAVELICA,CASTROVIRREYNA,0.55,2.8
2022-11,HUANUCO,HUAMALIES,12.0,2.3
2022-11,HUANUCO,HUANUCO,1.8,1.8
2022-11,HUANUCO,LEONCIO PRADO,13.0,2.45
2022-11,HUANUCO,PUERTO INCA,3.0,2.9
2022-11,ICA,CHINCHA,1.9,2.0
2022-11,JUNIN,CHANCHAMAYO,171.0,0.82
2022-11,JUNIN,HUANCAYO,11.9,1.8
2022-11,JUNIN,SATIPO,141.1,1.27
2022-11,LA LIBERTAD,ASCOPE,2.2,1.3
2022-11,LA LIBERTAD,CHEPEN,7.0,1.0
2022-11,LA LIBERTAD,SANCHEZ CARRION,0.36,1.08
2022-11,LA LIBERTAD,VIRU,0.44,1.3
2022-11,LAMBAYEQUE,LAMBAYEQUE,2226.0,1.1
2022-11,LORETO,ALTO AMAZONAS,63.0,0.97
2022-11,LORETO,DATEM DEL MARAÑON,12.0,0.94
2022-11,LORETO,LORETO,24.0,0.97
2022-11,LORETO,MARISCAL RAMON CASTILLA,15.0,0.95
2022-11,LORETO,MAYNAS,398.0,0.97
2022-11,LORETO,PUTUMAYO,4.0,0.95
2022-11,LORETO,REQUENA,32.0,0.74
2022-11,LORETO,UCAYALI,44.0,0.98
2022-11,MADRE DE DIOS,MANU,16.4,4.53
2022-11,MADRE DE DIOS,TAHUAMANU,9.399999999999999,5.5
2022-11,MADRE DE DIOS,TAMBOPATA,37.5,5.12
2022-11,PIURA,AYABACA,46.0,1.38
2022-11,PIURA,HUANCABAMBA,10.0,0.81
2022-11,PIURA,MORROPON,724.0,2.19
2022-11,PIURA,PAITA,12.0,2.5
2022-11,PIURA,PIURA,8134.0,1.62
2022-11,PIURA,SECHURA,10.0,1.51
2022-11,PIURA,SULLANA,6579.0,2.42
2022-11,SAN MARTIN,BELLAVISTA,16.0,1.92
2022-11,SAN MARTIN,EL DORADO,16.0,2.1
2022-11,SAN MARTIN,HUALLAGA,51.0,2.38
2022-11,SAN MARTIN,LAMAS,19.0,2.93
2022-11,SAN MARTIN,MARISCAL CACERES,29.0,2.0
2022-11,SAN MARTIN,PICOTA,43.8,4.49
2022-11,SAN MARTIN,RIOJA,5.2,1.2
2022-11,SAN MARTIN,SAN MARTIN,55.0,1.27
2022-11,SAN MARTIN,TOCACHE,3.0,0.6
2022-11,TUMBES,CONTRALMIRANTE VILLAR,121.59,3.0
2022-11,TUMBES,TUMBES,1058.5800000000002,2.62
2022-11,TUMBES,ZARUMILLA,3243.66,4.5
2022-11,UCAYALI,ATALAYA,97.33,1.95
2022-11,UCAYALI,CORONEL PORTILLO,253.39,2.01
2022-11,UCAYALI,PADRE ABAD,221.42,2.13
2022-11,UCAYALI,PURUS,7.19,2.15
2022-12,AMAZONAS,BAGUA,39.2,2.5
2022-12,AMAZONAS,CHACHAPOYAS,12.3,4.65
2022-12,AMAZONAS,LUYA,26.36,2.79
2022-12,AMAZONAS,UTCUBAMBA,343.8,1.84
2022-12,ANCASH,CARHUAZ,5.0,2.5
2022-12,ANCASH,CASMA,47.0,2.48
2022-12,ANCASH,HUARMEY,10.0,2.8
2022-12,ANCASH,HUAYLAS,10.0,2.4
2022-12,ANCASH,SANTA,17.0,2.4
2022-12,ANCASH,YUNGAY,6.0,2.2
2022-12,APURIMAC,ABANCAY,5.0,1.0
2022-12,APURIMAC,AYMARAES,1.2,1.18
2022-12,AYACUCHO,HUAMANGA,4.0,4.0
2022-12,AYACUCHO,HUANTA,2.0,3.0
2022-12,AYACUCHO,LA MAR,16.0,1.8
2022-12,CAJAMARCA,CAJABAMBA,8.32,1.51
2022-12,CAJAMARCA,JAEN,10.25,3.5
2022-12,CAJAMARCA,SAN MARCOS,1.53,4.0
2022-12,CUSCO,LA CONVENCION,107.0,1.2
2022-12,HUANCAVELICA,CASTROVIRREYNA,0.6,2.0
2022-12,HUANUCO,HUAMALIES,11.5,3.0
2022-12,HUANUCO,HUANUCO,0.1,1.7
2022-12,HUANUCO,LEONCIO PRADO,6.5,3.0
2022-12,HUANUCO,PUERTO INCA,5.0,3.0
2022-12,ICA,PISCO,13.0,1.0
2022-12,JUNIN,CHANCHAMAYO,185.7,0.84
2022-12,JUNIN,HUANCAYO,15.3,1.8
2022-12,JUNIN,SATIPO,153.44,1.34
2022-12,LA LIBERTAD,ASCOPE,1.7,1.2
2022-12,LA LIBERTAD,CHEPEN,7.3,1.0
2022-12,LA LIBERTAD,VIRU,0.5,1.2
2022-12,LAMBAYEQUE,FERREÑAFE,5.0,0.35
2022-12,LAMBAYEQUE,LAMBAYEQUE,1916.0,0.87
2022-12,LORETO,ALTO AMAZONAS,110.0,0.98
2022-12,LORETO,DATEM DEL MARAÑON,24.0,0.95
2022-12,LORETO,LORETO,30.0,0.97
2022-12,LORETO,MARISCAL RAMON CASTILLA,86.0,0.95
2022-12,LORETO,MAYNAS,366.0,0.97
2022-12,LORETO,PUTUMAYO,19.0,0.94
2022-12,LORETO,REQUENA,40.0,0.76
2022-12,LORETO,UCAYALI,92.0,0.98
2022-12,MADRE DE DIOS,MANU,12.8,4.0
2022-12,MADRE DE DIOS,TAHUAMANU,8.7,3.9
2022-12,MADRE DE DIOS,TAMBOPATA,33.4,5.0
2022-12,PIURA,AYABACA,47.0,2.36
2022-12,PIURA,HUANCABAMBA,10.0,0.73
2022-12,PIURA,MORROPON,1500.0,2.02
2022-12,PIURA,PAITA,10.0,2.5
2022-12,PIURA,PIURA,13741.0,1.62
2022-12,PIURA,SECHURA,11.0,1.51
2022-12,PIURA,SULLANA,5544.0,2.42
2022-12,SAN MARTIN,BELLAVISTA,16.0,1.92
2022-12,SAN MARTIN,EL DORADO,15.0,1.9
2022-12,SAN MARTIN,HUALLAGA,85.0,2.38
2022-12,SAN MARTIN,LAMAS,21.0,3.0
