fecha_evento,departamento,provincia,produccion_t,precio_chacra_kg,num_emergencias,total_afectados,hectareas_cultivo_perdidas,ALLSKY_SFC_SW_DWN,PRECTOTCORR,QV2M,RH2M,T2M,T2M_MAX,T2M_MIN,WS2M,lat,lon,month_sin,month_cos,mes_num,trimestre_num,trimestre_sin,trimestre_cos
2021-11-01,AMAZONAS,BAGUA,-0.1938385433487808,0.4059246128344306,0.3606456640299355,-0.0087520507843214,-0.0139409828853855,-0.3846223302001507,-0.1460082187878973,0.3206895069590795,-0.4140103924435679,0.6461766133101798,0.9621066570256523,0.4586627009588578,-0.1260905193619291,-5.63888888888889,-78.5311111111111,-0.5000000000000004,0.8660254037844384,11,4,-2.4492935982947064e-16,1.0
2021-12-01,AMAZONAS,BAGUA,-0.1902697767751392,0.3199679245912989,-0.2497735946044977,-0.090349784360478,-0.0139409828853855,-0.5660596016827973,0.0096459627908637,0.4812706307298841,-0.2251039277239975,0.6751935466512087,1.0506716703032668,0.4184812237293382,0.0653876702801337,-5.63888888888889,-78.5311111111111,-2.4492935982947064e-16,1.0,12,4,-2.4492935982947064e-16,1.0
2022-01-01,AMAZONAS,BAGUA,-0.1926766193480603,0.0792891975105309,0.0554360347127189,0.1087486855653438,-0.0139409828853855,-0.2856565457550706,-0.3759518961201582,0.0410568603926786,-0.9908497757836864,0.7332274133332676,1.1358946076081406,0.3808920998694647,0.2481623058475573,-5.63888888888889,-78.5311111111111,0.49999999999999994,0.8660254037844387,1,1,1.0,6.123233995736766e-17
2022-02-01,AMAZONAS,BAGUA,-0.187696945059258,-0.2817288931106215,0.0554360347127189,-0.0707663283022004,-0.0139409828853855,-1.5656140245781036,0.0874730535802443,0.4175919092345649,-0.1559506683177266,0.6003604027717124,1.3080115202042597,0.4003347501418131,0.0566841162054944,-5.63888888888889,-78.5311111111111,0.8660254037844386,0.5000000000000001,2,1,1.0,6.123233995736766e-17
2022-03-01,AMAZONAS,BAGUA,-0.1867010102014975,-0.2129635425161163,0.6658552933471521,0.2686802433746106,-0.0139409828853855,-0.6749219645723852,0.2714279954460528,0.503419751249995,0.2066822773493076,0.4827654623896465,0.5827810341196431,0.5571721290054227,-0.2131260601083212,-5.63888888888889,-78.5311111111111,1.0,6.123233995736766e-17,3,1,1.0,6.123233995736766e-17
2022-04-01,AMAZONAS,BAGUA,-0.1886098853455384,-0.2989202307592479,1.2762745519815857,0.1544434163679915,-0.0136188159769771,-1.3346938608729175,-0.1495458138237783,0.6003221535254805,0.3989620717960137,0.4736022202819527,0.5577154643240921,0.5234715352000188,0.2481623058475573,-5.63888888888889,-78.5311111111111,0.8660254037844387,-0.4999999999999998,4,2,1.2246467991473532e-16,-1.0
2022-05-01,AMAZONAS,BAGUA,-0.1901867822036591,-0.2645375554619952,0.6658552933471521,0.2458328779732868,-0.0119274397078328,-1.496337975466548,-0.4926925323042291,0.3345327072841486,-0.1120973818649682,0.5331632939819603,0.6095176419015644,0.4379238740016863,0.4657511577135378,-5.63888888888889,-78.5311111111111,0.49999999999999994,-0.8660254037844387,5,2,1.2246467991473532e-16,-1.0
2022-06-01,AMAZONAS,BAGUA,-0.190020793060699,0.4660942946046225,0.3606456640299355,-0.041391144214784,-0.0131355656143644,-1.0114056316856566,-0.3476511358331107,0.0881237414979144,-0.1357106899549147,0.3666977290255293,0.6713460473972577,0.2370164878540875,0.2916800762207535,-5.63888888888889,-78.5311111111111,1.2246467991473532e-16,-1.0,6,2,1.2246467991473532e-16,-1.0
2022-07-01,AMAZONAS,BAGUA,-0.189937798489219,0.6208163334422594,0.3606456640299355,-0.0250715974995527,-0.0139409828853855,-1.2753143902058697,-0.3724143010842772,0.2348616649436494,-0.0648707656850753,0.4522213220306685,0.6529646295471868,0.4638474076981508,0.5266760362360127,-5.63888888888889,-78.5311111111111,-0.4999999999999997,-0.8660254037844388,7,3,-1.0,-1.8369701987210297e-16
2022-08-01,AMAZONAS,BAGUA,-0.1901867822036591,2.408715448899395,-0.2497735946044977,-0.090349784360478,-0.0139409828853855,-0.7112094188689143,-0.5351436727348002,-0.0835319425329458,-0.8027866434958995,0.554544192233245,0.8067001242932341,0.0840676390449477,0.7355613340273538,-5.63888888888889,-78.5311111111111,-0.8660254037844385,-0.5000000000000004,8,3,-1.0,-1.8369701987210297e-16
2022-09-01,AMAZONAS,BAGUA,-0.1884438962025783,2.408715448899395,-0.2497735946044977,-0.090349784360478,-0.0139409828853855,-0.0118512087903503,-0.4608541769813006,-0.0032413806475433,-1.087833005438823,0.7668259677281434,1.0573558222487471,0.5843918393867104,0.4309369414149809,-5.63888888888889,-78.5311111111111,-1.0,-1.8369701987210297e-16,9,3,-1.0,-1.8369701987210297e-16
2022-10-01,AMAZONAS,BAGUA,-0.1871159830588977,2.408715448899395,0.0554360347127189,-0.0772941469882929,-0.0139409828853855,0.291643863507895,-0.5209932925912765,-0.0281591412326681,-1.1654195891629324,0.8065333501948148,1.5753775980234717,0.4703282911222667,0.1437196569518868,-5.63888888888889,-78.5311111111111,-0.8660254037844386,0.5000000000000001,10,4,-2.4492935982947064e-16,1.0
2022-11-01,AMAZONAS,BAGUA,-0.1872819722018578,0.9818344240634116,0.3606456640299355,0.222985512571963,-0.0139409828853855,0.1530917652847827,-0.5599068379859669,-0.1665911444833616,-1.5508225104881284,0.8844209081102093,1.5269174964187393,0.3873729832935809,0.3700120628925065,-5.63888888888889,-78.5311111111111,-0.5000000000000004,0.8660254037844384,11,4,-2.4492935982947064e-16,1.0
2022-12-01,AMAZONAS,BAGUA,-0.1864520264870574,0.6208163334422594,-0.2497735946044977,-0.090349784360478,-0.0139409828853855,-0.0547363820498846,-0.4608541769813006,-0.0198532210376267,-1.0625330324853093,0.7240641712255738,1.404931723413724,0.1955388339397444,0.1785338732504437,-5.63888888888889,-78.5311111111111,-2.4492935982947064e-16,1.0,12,4,-2.4492935982947064e-16,1.0
2023-01-01,AMAZONAS,BAGUA,-0.1909337333469795,0.9818344240634116,0.0554360347127189,-0.090349784360478,-0.0139409828853855,-0.7606923110914543,0.1794505245131486,0.2016379841634831,-0.3946137465125414,0.5652346413588875,1.1325525316354,0.5364333020482511,-0.047758532690176,-5.63888888888889,-78.5311111111111,0.49999999999999994,0.8660254037844387,1,1,1.0,6.123233995736766e-17
2023-02-01,AMAZONAS,BAGUA,-0.1872819722018578,0.1910328922266018,-0.2497735946044977,-0.090349784360478,-0.0139409828853855,-1.9977646166549523,-0.1778465741108258,0.4258978294296063,-0.1146273791603197,0.5759250904845299,0.7281613389338404,0.5934650761804725,0.152423211026526,-5.63888888888889,-78.5311111111111,0.8660254037844386,0.5000000000000001,2,1,1.0,6.123233995736766e-17
2023-03-01,AMAZONAS,BAGUA,-0.1852901024863369,0.8357080540500882,-0.2497735946044977,-0.090349784360478,-0.0139409828853855,-0.9850147558336352,0.5791987635676943,0.5947848733954528,0.267402212437741,0.5209456378383692,0.6763591613563681,0.4871785880249687,-0.1783118438097645,-5.63888888888889,-78.5311111111111,1.0,6.123233995736766e-17,3,1,1.0,6.123233995736766e-17
2023-04-01,AMAZONAS,BAGUA,-0.1866180156300175,1.2397044887928064,-0.2497735946044977,-0.090349784360478,-0.0139409828853855,-1.2852109686503774,-0.0221923925320647,0.6224712740455914,0.3230621529354714,0.5148368097665738,0.5510313123786119,0.5416180087875438,-0.047758532690176,-5.63888888888889,-78.5311111111111,0.8660254037844387,-0.4999999999999998,4,2,1.2246467991473532e-16,-1.0
2023-05-01,AMAZONAS,BAGUA,-0.1908507387754994,0.7669427034555829,-0.2497735946044977,-0.090349784360478,-0.0139409828853855,-1.3050041255393936,-0.5316060776989193,0.4951138310549531,-0.2360672493371865,0.6935200308665957,0.8117132382523445,0.4949556481339081,0.4135298332657025,-5.63888888888889,-78.5311111111111,0.49999999999999994,-0.8660254037844387,5,2,1.2246467991473532e-16,-1.0
2023-06-01,AMAZONAS,BAGUA,-0.1938385433487808,0.938856079941846,-0.2497735946044977,-0.090349784360478,-0.0139409828853855,-1.4864413970220396,-0.6518843089188712,0.196100704033455,-0.4022037383985947,0.5637074343409383,0.5710837682150525,0.4249621071534541,0.7268577799527147,-5.63888888888889,-78.5311111111111,1.2246467991473532e-16,-1.0,6,2,1.2246467991473532e-16,-1.0
2023-07-01,AMAZONAS,BAGUA,-0.1932575813484205,0.938856079941846,-0.2497735946044977,-0.090349784360478,-0.0139409828853855,-1.130164573019752,-0.6801850692059186,0.1490338229282192,-0.7454400381346012,0.6874112027948003,0.9002782515299584,0.572726249223301,0.7442648881019932,-5.63888888888889,-78.5311111111111,-0.4999999999999997,-0.8660254037844388,7,3,-1.0,-1.8369701987210297e-16
2023-08-01,AMAZONAS,BAGUA,-0.1945439972063612,2.529054812439779,-0.2497735946044977,-0.090349784360478,-0.0139409828853855,-0.2757599673105635,-0.6483467138829903,0.0576687007827615,-1.108916316233418,0.803478936158917,1.2729197224904876,0.5118059450366098,0.5876009147584871,-5.63888888888889,-78.5311111111111,-0.8660254037844385,-0.5000000000000004,8,3,-1.0,-1.8369701987210297e-16
2023-09-01,AMAZONAS,BAGUA,-0.1968263479220622,4.205210233180844,-0.2497735946044977,-0.090349784360478,-0.0139409828853855,-0.166897604420975,-0.6200459535959427,0.0742805411728448,-1.3737226998135306,0.969944501115348,1.3965765334818727,0.7269712747172642,0.6833400095795185,-5.63888888888889,-78.5311111111111,-1.0,-1.8369701987210297e-16,9,3,-1.0,-1.8369701987210297e-16
2023-10-01,AMAZONAS,BAGUA,-0.1945854944921012,2.451693793020961,-0.2497735946044977,-0.090349784360478,-0.0139409828853855,-0.0184489277533555,-0.4643917720171815,0.240398945073677,-1.220236197228879,0.9852165712948372,1.461747014950306,0.7852992255343089,0.2481623058475573,-5.63888888888889,-78.5311111111111,-0.8660254037844386,0.5000000000000001,10,4,-2.4492935982947064e-16,1.0
2023-11-01,AMAZONAS,BAGUA,-0.1930500949197205,0.2340112363481674,-0.2497735946044977,-0.090349784360478,-0.0139409828853855,-0.5330710068677703,-0.4148654415148484,0.2902344662439271,-0.9992831001015244,0.927182704612779,1.4400235211274957,0.6543853803671641,0.3090871843700319,-5.63888888888889,-78.5311111111111,-0.5000000000000004,0.8660254037844384,11,4,-2.4492935982947064e-16,1.0
2023-12-01,AMAZONAS,BAGUA,-0.1939630352060009,-0.0066674907326006,-0.2497735946044977,-0.090349784360478,-0.0139409828853855,-1.5359242892445797,0.2183640699078388,0.7332168766461463,-0.1087240521378337,0.7775164168537858,0.9871722268212032,0.7477101016744356,0.2568658599221965,-5.63888888888889,-78.5311111111111,-2.4492935982947064e-16,1.0,12,4,-2.4492935982947064e-16,1.0
2024-01-01,AMAZONAS,BAGUA,-0.1852071079148569,-0.0840285101514191,-0.2497735946044977,-0.090349784360478,-0.0139409828853855,-1.7338558581347392,-0.3724143010842772,0.658463594890772,-0.2951005195620526,0.8309686624819973,1.192709899144723,0.7451177483047893,0.4135298332657025,-5.63888888888889,-78.5311111111111,0.49999999999999994,0.8660254037844387,1,1,1.0,6.123233995736766e-17
2024-02-01,AMAZONAS,BAGUA,-0.1874894586305579,-0.2645375554619952,-0.2497735946044977,-0.090349784360478,-0.0139409828853855,-0.7672900300544595,-0.1247826485726118,0.672306795215841,-0.3541337897869187,0.8706760449486691,1.3664978497272111,0.7658565752619608,0.4918618199374557,-5.63888888888889,-78.5311111111111,0.8660254037844386,0.5000000000000001,2,1,1.0,6.123233995736766e-17
2024-03-01,AMAZONAS,BAGUA,-0.1858710644866971,-0.3848769190023792,-0.2497735946044977,-0.090349784360478,-0.0139409828853855,-1.0740839618342068,-0.4962301273401099,0.4591215102097731,-0.7833899975648718,0.9378731537384212,1.6388770415055351,0.5001403548732009,0.3177907384446711,-5.63888888888889,-78.5311111111111,1.0,6.123233995736766e-17,3,1,1.0,6.123233995736766e-17
2024-04-01,AMAZONAS,BAGUA,-0.1871159830588977,-0.2645375554619952,-0.2497735946044977,-0.090349784360478,-0.0139409828853855,-1.1367622919827578,-0.4785421521607053,0.5947848733954528,-0.4747303275320013,0.856931181787129,1.1225263037171804,0.7334521581413803,0.2568658599221965,-5.63888888888889,-78.5311111111111,0.8660254037844387,-0.4999999999999998,4,2,1.2246467991473532e-16,-1.0
2024-05-01,AMAZONAS,BAGUA,-0.1881949124881382,-0.0668371725027927,-0.2497735946044977,-0.090349784360478,-0.0139409828853855,-1.1334634325012554,-0.5174556975553956,0.5449493522252032,-0.5506302463925437,0.8737304589845669,1.0088957206440148,0.6699395005850424,0.5527866984599301,-5.63888888888889,-78.5311111111111,0.49999999999999994,-0.8660254037844387,5,2,1.2246467991473532e-16,-1.0
2024-06-01,AMAZONAS,BAGUA,-0.1878629342022181,-0.1785808672188636,-0.2497735946044977,-0.090349784360478,-0.0139409828853855,-1.0180033506486617,-0.4148654415148484,0.284697186113899,-0.4637670059188123,0.6614486834896686,0.8434629599933763,0.5779109559625941,0.387419171041785,-5.63888888888889,-78.5311111111111,1.2246467991473532e-16,-1.0,6,2,1.2246467991473532e-16,-1.0
2024-07-01,AMAZONAS,BAGUA,-0.1868255020587176,0.4059246128344306,-0.2497735946044977,-0.090349784360478,-0.0139409828853855,-1.3544870177619337,-0.605895573452419,0.0659746209778034,-0.6543601355019512,0.58966995364607,0.7047668071246591,0.4845862346553223,0.857411091072303,-5.63888888888889,-78.5311111111111,-0.4999999999999997,-0.8660254037844388,7,3,-1.0,-1.8369701987210297e-16
2024-08-01,AMAZONAS,BAGUA,-0.1900622903464391,0.5348596451991278,-0.2497735946044977,-0.090349784360478,-0.0139409828853855,-0.5858527585718128,-0.5917451933088952,0.0189077398725676,-1.1106029810969855,0.7775164168537858,0.9036203275026992,0.5986497829197657,0.6398222392063224,-5.63888888888889,-78.5311111111111,-0.8660254037844385,-0.5000000000000004,8,3,-1.0,-1.8369701987210297e-16
2024-09-01,AMAZONAS,BAGUA,-0.1914317007758597,0.7067730216853909,-0.2497735946044977,-0.090349784360478,-0.0139409828853855,-0.7969797653879834,-0.5174556975553956,0.2071752642935107,-1.104699654074499,0.9164922554871364,1.1876967851856124,0.7749298120557234,0.7094506718034362,-5.63888888888889,-78.5311111111111,-1.0,-1.8369701987210297e-16,9,3,-1.0,-1.8369701987210297e-16
2024-10-01,AMAZONAS,BAGUA,-0.1929256030625004,0.8357080540500882,-0.2497735946044977,-0.090349784360478,-0.0139409828853855,-0.0811272579019065,-0.276899235115492,0.3400699874141767,-0.8466399299486567,0.887475322146107,1.0991317719079992,0.6829012674332747,0.3613085088178671,-5.63888888888889,-78.5311111111111,-0.8660254037844386,0.5000000000000001,10,4,-2.4492935982947064e-16,1.0
2024-11-01,AMAZONAS,BAGUA,-0.1926351220623203,0.938856079941846,-0.2497735946044977,-0.090349784360478,-0.0139409828853855,-0.2097827776805093,-0.5634444330218477,-0.271799466953889,-1.7709322751836998,0.9119106344332896,1.4801284328003768,0.3394144459551217,-0.0216478704662583,-5.63888888888889,-78.5311111111111,-0.5000000000000004,0.8660254037844384,11,4,-2.4492935982947064e-16,1.0
2024-12-01,AMAZONAS,BAGUA,-0.1917221817760399,0.6466033399151987,-0.2497735946044977,-0.090349784360478,-0.0139409828853855,-0.8464626576105234,-0.3547263259048726,0.3705250281293291,-0.763150019202061,0.856931181787129,1.3481164318771406,0.6310542000403462,0.152423211026526,-5.63888888888889,-78.5311111111111,-2.4492935982947064e-16,1.0,12,4,-2.4492935982947064e-16,1.0
2025-01-01,AMAZONAS,BAGUA,-0.1796464716256943,0.1738415545779754,-0.2497735946044977,-0.090349784360478,-0.0139409828853855,-1.1004748376862283,-0.1389330287161355,0.3428386274791905,-0.4241303816249738,0.6660303045435154,0.820068428184195,0.5882803694411797,0.039277008056216,-5.63888888888889,-78.5311111111111,0.49999999999999994,0.8660254037844387,1,1,1.0,6.123233995736766e-17
2025-02-01,AMAZONAS,BAGUA,-0.1763266887664928,0.1738415545779754,-0.2497735946044977,-0.090349784360478,-0.0139409828853855,-1.2555212333168535,-0.0646435329626358,0.5228002317050923,-0.2343805844736192,0.702683272974289,0.9069624034754388,0.6919745042270373,-0.047758532690176,-5.63888888888889,-78.5311111111111,0.8660254037844386,0.5000000000000001,2,1,1.0,6.123233995736766e-17
2025-03-01,AMAZONAS,BAGUA,-0.1733388841932114,0.0191195157403388,-0.2497735946044977,-0.090349784360478,-0.0139409828853855,-1.3445904393174253,0.0768602684726015,0.5089570313800227,-0.1551073358859424,0.6522854413819753,1.0690530881533375,0.6414236135189317,-0.1870153978844037,-5.63888888888889,-78.5311111111111,1.0,6.123233995736766e-17,3,1,1.0,6.123233995736766e-17
2025-04-01,AMAZONAS,BAGUA,-0.1807254010549348,0.1222675416320965,-0.2497735946044977,-0.090349784360478,-0.0139409828853855,-0.800278624869486,-0.1955345492902305,0.5837103131353971,0.0447624504468181,0.6217413010229972,0.7298323769202107,0.5856880160715333,0.1089054406533298,-5.63888888888889,-78.5311111111111,0.8660254037844387,-0.4999999999999998,4,2,1.2246467991473532e-16,-1.0
2025-05-01,AMAZONAS,BAGUA,-0.1910167279184595,0.3027765869426727,-0.2497735946044977,-0.090349784360478,-0.0139409828853855,-1.272015530724367,-0.5669820280577287,0.3705250281293291,-0.2082372790883213,0.5973059887358146,0.6496225535744468,0.5856880160715333,0.5353795903106517,-5.63888888888889,-78.5311111111111,0.49999999999999994,-0.8660254037844387,5,2,1.2246467991473532e-16,-1.0
2025-06-01,AMAZONAS,BAGUA,-0.1880704206309182,0.1652458857536623,-0.2497735946044977,-0.090349784360478,-0.0139409828853855,-1.5722117435411094,0.1299241940108154,0.3926741486494401,0.2935455178230389,0.3987690764024564,0.4674794130601077,0.4845862346553223,0.387419171041785,-5.63888888888889,-78.5311111111111,1.2246467991473532e-16,-1.0,6,2,1.2246467991473532e-16,-1.0
2025-07-01,AMAZONAS,BAGUA,-0.1943365107776611,0.216819898699541,-0.2497735946044977,-0.090349784360478,-0.0139409828853855,-1.1862451842052977,-0.6660346890623948,-0.0420023415577376,-0.5514735788243278,0.476656634317851,0.5844520721060135,0.2253508976906785,0.9444466318186951,-5.63888888888889,-78.5311111111111,-0.4999999999999997,-0.8660254037844388,7,3,-1.0,-1.8369701987210297e-16
2025-08-01,AMAZONAS,BAGUA,-0.2016400330679044,1.910166657089232,-0.2497735946044977,-0.090349784360478,-0.0139409828853855,-0.8992444093145661,-0.6731098791341567,0.0189077398725676,-0.8795298947882249,0.6645030975255662,0.9236727833391396,0.4949556481339081,0.7268577799527147,-5.63888888888889,-78.5311111111111,-0.8660254037844385,-0.5000000000000004,8,3,-1.0,-1.8369701987210297e-16
2021-01-01,AMAZONAS,CHACHAPOYAS,-0.1997643557524555,-0.2387505489890557,0.3606456640299355,-0.0642385096161079,-0.0139409828853855,-1.0707851023527044,-0.3759518961201582,-0.0060100207125571,0.4192020501588244,-0.1892056255078734,-0.1407784139786022,-0.0714735631338386,0.2481623058475573,-6.22944444444445,-77.8727777777777,0.49999999999999994,0.8660254037844387,1,1,1.0,6.123233995736766e-17
2021-02-01,AMAZONAS,CHACHAPOYAS,-0.1996730617238275,-0.1098155166243585,1.8866938106160187,0.1283321416236214,-0.0139409828853855,-0.8332672196845131,-0.2945872102948967,0.027213660067609,0.1054823855352515,-0.0120496114258,0.2602707027502172,0.0516632219243672,0.3003836302953927,-6.22944444444445,-77.8727777777777,0.8660254037844386,0.5000000000000001,2,1,1.0,6.123233995736766e-17
2021-03-01,AMAZONAS,CHACHAPOYAS,-0.1995236714951634,-0.1098155166243585,2.497113069250452,0.5787516309640054,-0.0129019946057683,-1.3280961419099122,0.0025707727191018,-0.0170845809726129,0.5701585554481249,-0.2533483202617273,-0.1374363380058622,-0.1622059310714639,0.0827947784294121,-6.22944444444445,-77.8727777777777,1.0,6.123233995736766e-17,3,1,1.0,6.123233995736766e-17
2021-04-01,AMAZONAS,CHACHAPOYAS,-0.1990340035234312,-0.1098155166243585,0.0554360347127189,-0.090349784360478,-0.0139409828853855,-0.8992444093145661,-0.4608541769813006,0.0465941405227062,0.3922154123417423,-0.112845274610428,0.0213122706992955,-0.0351806159587884,0.1611267651011652,-6.22944444444445,-77.8727777777777,0.8660254037844387,-0.4999999999999998,4,2,1.2246467991473532e-16,-1.0
2021-05-01,AMAZONAS,CHACHAPOYAS,-0.1990340035234312,-0.1699851983945504,0.3606456640299355,-0.0805580563313392,-0.0139409828853855,-1.2456246548723455,-0.6377339287753474,-0.227501225913667,-0.1340240250913474,-0.0792467202155517,0.2201657910773355,-0.2710847725966143,0.3526049547432281,-6.22944444444445,-77.8727777777777,0.49999999999999994,-0.8660254037844387,5,2,1.2246467991473532e-16,-1.0
2021-06-01,AMAZONAS,CHACHAPOYAS,-0.1998722486953796,0.8357080540500882,0.3606456640299355,-0.090349784360478,-0.0139409828853855,-1.4501539427255106,-0.3264255656178251,-0.3133290679290971,0.0616290990824944,-0.2396034571001871,0.1282587018269808,-0.3255241933591895,0.2394587517729181,-6.22944444444445,-77.8727777777777,1.2246467991473532e-16,-1.0,6,2,1.2246467991473532e-16,-1.0
2021-07-01,AMAZONAS,CHACHAPOYAS,-0.200727092781624,1.1795348070226142,0.6658552933471521,0.0761095921348812,-0.0139409828853855,-0.9916124747966404,-0.6412715238112283,-0.58742443436547,-0.3195571600837833,-0.2670931834232675,-0.0054243370826258,-0.5717977634756011,0.7355613340273538,-6.22944444444445,-77.8727777777777,-0.4999999999999997,-0.8660254037844388,7,3,-1.0,-1.8369701987210297e-16
2021-08-01,AMAZONAS,CHACHAPOYAS,-0.2022209950682647,1.0076214305363511,0.0554360347127189,-0.0838219656743854,-0.0139409828853855,-0.9916124747966404,-0.6129707635241808,-0.4656042715048598,-0.5464135842336248,-0.0578658219642669,0.5125974386921,-0.4382915649388096,0.6485257932809615,-6.22944444444445,-77.8727777777777,-0.8660254037844385,-0.5000000000000004,8,3,-1.0,-1.8369701987210297e-16
2021-09-01,AMAZONAS,CHACHAPOYAS,-0.2023039896397447,1.0076214305363511,0.9710649226643688,-0.0707663283022004,-0.0139409828853855,-0.747496873165444,-0.4714669620889434,-0.3133290679290971,-0.3271471519698365,-0.0609202360001651,0.355519867973312,-0.2490497689546195,0.5440831443852912,-6.22944444444445,-77.8727777777777,-1.0,-1.8369701987210297e-16,9,3,-1.0,-1.8369701987210297e-16
2021-10-01,AMAZONAS,CHACHAPOYAS,-0.2038808864978654,1.2654914952657457,0.3606456640299355,-0.0675024189591541,-0.0139409828853855,-0.4440018008671985,-0.3724143010842772,0.0189077398725676,-0.0176441495051836,0.0429298412203605,0.5326498945285405,0.098325582578003,0.2220516436236398,-6.22944444444445,-77.8727777777777,-0.8660254037844386,0.5000000000000001,10,4,-2.4492935982947064e-16,1.0
2021-11-01,AMAZONAS,CHACHAPOYAS,-0.2030509407830651,0.4489029569559962,0.3606456640299355,-0.0870858750174317,-0.0139409828853855,-0.763991170572957,-0.4184030365507294,-0.0835319425329458,0.006812491016547,-0.0700834781078584,-0.0756079325101689,-0.0390691460132582,0.1002018865786906,-6.22944444444445,-77.8727777777777,-0.5000000000000004,0.8660254037844384,11,4,-2.4492935982947064e-16,1.0
