fecha,real,pred_gm_v4
2025-03-01,-0.049950538604042416,0.08120818
2025-04-01,-0.06485905108512428,0.04712572
2025-05-01,-0.08599484387047594,-0.015379005
2025-06-01,-0.1112783101261548,-0.0593192
2025-07-01,-0.10193916022060828,-0.09644066
2025-08-01,-0.11173165018831346,-0.0987673
