fecha,real,predicho
2025-03-01,-0.982300065148869,0.5360751
2025-04-01,-1.3106564779122274,-0.3613179
2025-05-01,-1.5653877118769894,-0.99477893
2025-06-01,-1.8739420789737344,-1.3607538
2025-07-01,-1.589559912285469,-1.7294983
2025-08-01,-1.5944683038120486,-1.4742105
