DEPARTAMENTO,PROVINCIA,ANIO,MES,fecha_evento,ALLSKY_SFC_SW_DWN,PRECTOTCORR,QV2M,RH2M,T2M,T2M_MAX,T2M_MIN,WS2M,departamento,provincia
AMAZONAS,BAGUA,2021,1,2021-01,-0.939268,-0.164969,0.452342,0.005771,0.534199,0.528939,0.46773,0.194035,AMAZONAS,BAGUA
AMAZONAS,BAGUA,2021,2,2021-02,-0.945871,-0.236663,0.410448,-0.445556,0.717813,1.253505,0.649322,0.06445,AMAZONAS,BAGUA
AMAZONAS,BAGUA,2021,3,2021-03,-1.147247,0.623674,0.558476,0.416377,0.421906,0.525623,0.488484,-0.11697,AMAZONAS,BAGUA
AMAZONAS,BAGUA,2021,4,2021-04,-0.929365,-0.4159,0.494237,0.127087,0.526612,0.651634,0.496266,0.349538,AMAZONAS,BAGUA
AMAZONAS,BAGUA,2021,5,2021-05,-1.272695,-0.595138,0.3099,-0.253827,0.575171,0.78262,0.593548,0.470485,AMAZONAS,BAGUA
AMAZONAS,BAGUA,2021,6,2021-06,-1.556603,-0.583188,0.156286,-0.264856,0.476535,0.641686,0.418441,0.435928,AMAZONAS,BAGUA
AMAZONAS,BAGUA,2021,7,2021-07,-1.275996,-0.670815,-0.075531,-0.549056,0.450738,0.742827,0.216096,0.850603,AMAZONAS,BAGUA
AMAZONAS,BAGUA,2021,8,2021-08,-0.823724,-0.575222,-0.0085,-0.857011,0.63587,1.213711,0.422332,0.591431,AMAZONAS,BAGUA
AMAZONAS,BAGUA,2021,9,2021-09,-0.249306,-0.411917,0.139528,-0.638982,0.625247,0.848941,0.489781,0.60007,AMAZONAS,BAGUA
AMAZONAS,BAGUA,2021,10,2021-10,-0.255909,-0.109206,0.4691,-0.368356,0.717813,1.057855,0.618192,0.254508,AMAZONAS,BAGUA
AMAZONAS,BAGUA,2021,11,2021-11,-0.378055,-0.10124,0.33783,-0.381081,0.63587,0.933502,0.457354,-0.134249,AMAZONAS,BAGUA
AMAZONAS,BAGUA,2021,12,2021-12,-0.559624,0.074014,0.499823,-0.191048,0.664702,1.021378,0.417144,0.05581,AMAZONAS,BAGUA
AMAZONAS,BAGUA,2022,1,2022-01,-0.279017,-0.360138,0.055739,-0.961359,0.722366,1.105938,0.379528,0.23723,AMAZONAS,BAGUA
AMAZONAS,BAGUA,2022,2,2022-02,-1.559904,0.161641,0.435584,-0.121483,0.590346,1.276717,0.398985,0.047171,AMAZONAS,BAGUA
AMAZONAS,BAGUA,2022,3,2022-03,-0.668565,0.368759,0.522167,0.243312,0.4735,0.557126,0.555932,-0.220639,AMAZONAS,BAGUA
AMAZONAS,BAGUA,2022,4,2022-04,-1.328816,-0.105223,0.619921,0.436738,0.464396,0.532255,0.522208,0.23723,AMAZONAS,BAGUA
AMAZONAS,BAGUA,2022,5,2022-05,-1.490578,-0.491578,0.351795,-0.077368,0.523577,0.583654,0.4366,0.453207,AMAZONAS,BAGUA
AMAZONAS,BAGUA,2022,6,2022-06,-1.005293,-0.328273,0.10322,-0.101122,0.358173,0.645002,0.235552,0.280426,AMAZONAS,BAGUA
AMAZONAS,BAGUA,2022,7,2022-07,-1.269394,-0.356155,0.251248,-0.02986,0.443151,0.626763,0.462542,0.51368,AMAZONAS,BAGUA
AMAZONAS,BAGUA,2022,8,2022-08,-0.704879,-0.539375,-0.069945,-0.772175,0.544822,0.779304,0.082496,0.721017,AMAZONAS,BAGUA
AMAZONAS,BAGUA,2022,9,2022-09,-0.005013,-0.455731,0.011051,-1.05892,0.75575,1.02801,0.583171,0.41865,AMAZONAS,BAGUA
AMAZONAS,BAGUA,2022,10,2022-10,0.298702,-0.523443,-0.014086,-1.136969,0.795204,1.542004,0.469027,0.133562,AMAZONAS,BAGUA
AMAZONAS,BAGUA,2022,11,2022-11,0.16005,-0.567256,-0.153735,-1.52467,0.872595,1.493921,0.386014,0.358177,AMAZONAS,BAGUA
AMAZONAS,BAGUA,2022,12,2022-12,-0.047929,-0.455731,-0.005707,-1.03347,0.713261,1.372884,0.194045,0.168118,AMAZONAS,BAGUA
AMAZONAS,BAGUA,2023,1,2023-01,-0.754398,0.2652,0.217732,-0.361569,0.555444,1.102622,0.535179,-0.056497,AMAZONAS,BAGUA
AMAZONAS,BAGUA,2023,2,2023-02,-1.992369,-0.137087,0.443963,-0.079913,0.566066,0.701375,0.59225,0.142201,AMAZONAS,BAGUA
AMAZONAS,BAGUA,2023,3,2023-03,-0.978883,0.715284,0.614335,0.304394,0.511437,0.649976,0.485889,-0.186083,AMAZONAS,BAGUA
AMAZONAS,BAGUA,2023,4,2023-04,-1.279298,0.038167,0.642265,0.360386,0.505367,0.525623,0.540367,-0.056497,AMAZONAS,BAGUA
AMAZONAS,BAGUA,2023,5,2023-05,-1.299105,-0.535392,0.513788,-0.202077,0.682911,0.784278,0.493672,0.401372,AMAZONAS,BAGUA
AMAZONAS,BAGUA,2023,6,2023-06,-1.480674,-0.670815,0.212146,-0.369204,0.553926,0.545519,0.423629,0.712378,AMAZONAS,BAGUA
AMAZONAS,BAGUA,2023,7,2023-07,-1.124139,-0.70268,0.164665,-0.714486,0.676841,0.872154,0.571497,0.729656,AMAZONAS,BAGUA
AMAZONAS,BAGUA,2023,8,2023-08,-0.269114,-0.666832,0.072497,-1.080129,0.792169,1.241898,0.510534,0.574153,AMAZONAS,BAGUA
AMAZONAS,BAGUA,2023,9,2023-09,-0.160172,-0.634968,0.089255,-1.346514,0.957573,1.364594,0.72585,0.669183,AMAZONAS,BAGUA
AMAZONAS,BAGUA,2023,10,2023-10,-0.011616,-0.459714,0.256834,-1.192113,0.972748,1.429257,0.784219,0.23723,AMAZONAS,BAGUA
AMAZONAS,BAGUA,2023,11,2023-11,-0.526611,-0.403951,0.307107,-0.969843,0.915084,1.407703,0.653213,0.297704,AMAZONAS,BAGUA
AMAZONAS,BAGUA,2023,12,2023-12,-1.530193,0.309014,0.753984,-0.073975,0.766372,0.958372,0.746604,0.245869,AMAZONAS,BAGUA
AMAZONAS,BAGUA,2024,1,2024-01,-1.728268,-0.356155,0.678574,-0.261462,0.819484,1.162312,0.744009,0.401372,AMAZONAS,BAGUA
AMAZONAS,BAGUA,2024,2,2024-02,-0.761001,-0.077342,0.692539,-0.320847,0.858938,1.334749,0.764763,0.479124,AMAZONAS,BAGUA
AMAZONAS,BAGUA,2024,3,2024-03,-1.068017,-0.495561,0.477479,-0.752663,0.925707,1.60501,0.49886,0.306343,AMAZONAS,BAGUA
AMAZONAS,BAGUA,2024,4,2024-04,-1.130741,-0.475646,0.614335,-0.442163,0.845281,1.092674,0.732336,0.245869,AMAZONAS,BAGUA
AMAZONAS,BAGUA,2024,5,2024-05,-1.12744,-0.51946,0.564062,-0.518515,0.861973,0.979927,0.668778,0.539597,AMAZONAS,BAGUA
AMAZONAS,BAGUA,2024,6,2024-06,-1.011896,-0.403951,0.301521,-0.431134,0.651044,0.815781,0.576685,0.375455,AMAZONAS,BAGUA
AMAZONAS,BAGUA,2024,7,2024-07,-1.348624,-0.619036,0.080876,-0.622863,0.579723,0.678163,0.483295,0.841963,AMAZONAS,BAGUA
AMAZONAS,BAGUA,2024,8,2024-08,-0.579432,-0.603104,0.033395,-1.081826,0.766372,0.87547,0.597439,0.625987,AMAZONAS,BAGUA
AMAZONAS,BAGUA,2024,9,2024-09,-0.790712,-0.51946,0.223318,-1.075888,0.904462,1.157338,0.773842,0.6951,AMAZONAS,BAGUA
AMAZONAS,BAGUA,2024,10,2024-10,-0.07434,-0.248613,0.357381,-0.816289,0.87563,1.069462,0.681749,0.349538,AMAZONAS,BAGUA
AMAZONAS,BAGUA,2024,11,2024-11,-0.203088,-0.571239,-0.259868,-1.746092,0.89991,1.447496,0.338022,-0.03058,AMAZONAS,BAGUA
AMAZONAS,BAGUA,2024,12,2024-12,-0.840231,-0.33624,0.388104,-0.732302,0.845281,1.31651,0.629866,0.142201,AMAZONAS,BAGUA
AMAZONAS,BAGUA,2025,1,2025-01,-1.094427,-0.093274,0.360174,-0.391261,0.655597,0.792568,0.587062,0.029893,AMAZONAS,BAGUA
AMAZONAS,BAGUA,2025,2,2025-02,-1.249586,-0.00963,0.541718,-0.20038,0.692016,0.878786,0.690829,-0.056497,AMAZONAS,BAGUA
AMAZONAS,BAGUA,2025,3,2025-03,-1.33872,0.149692,0.527753,-0.120634,0.64194,1.039617,0.640243,-0.194722,AMAZONAS,BAGUA
AMAZONAS,BAGUA,2025,4,2025-04,-0.794013,-0.157003,0.603163,0.080427,0.61159,0.703034,0.584468,0.099006,AMAZONAS,BAGUA
AMAZONAS,BAGUA,2025,5,2025-05,-1.266093,-0.575222,0.388104,-0.174081,0.587311,0.623447,0.584468,0.522319,AMAZONAS,BAGUA
AMAZONAS,BAGUA,2025,6,2025-06,-1.566507,0.209438,0.410448,0.330693,0.39004,0.44272,0.483295,0.375455,AMAZONAS,BAGUA
AMAZONAS,BAGUA,2025,7,2025-07,-1.18026,-0.686748,-0.028051,-0.519364,0.467431,0.558784,0.223878,0.928354,AMAZONAS,BAGUA
AMAZONAS,BAGUA,2025,8,2025-08,-0.893051,-0.694714,0.033395,-0.849376,0.654079,0.895367,0.493672,0.712378,AMAZONAS,BAGUA
AMAZONAS,CHACHAPOYAS,2021,1,2021-01,-1.064716,-0.360138,0.008258,0.457099,-0.194187,-0.160808,-0.073154,0.23723,AMAZONAS,CHACHAPOYAS
AMAZONAS,CHACHAPOYAS,2021,2,2021-02,-0.827026,-0.268528,0.041774,0.141509,-0.01816,0.237123,0.050069,0.289065,AMAZONAS,CHACHAPOYAS
AMAZONAS,CHACHAPOYAS,2021,3,2021-03,-1.322214,0.066048,-0.002914,0.608955,-0.25792,-0.157492,-0.16395,0.073089,AMAZONAS,CHACHAPOYAS
AMAZONAS,CHACHAPOYAS,2021,4,2021-04,-0.893051,-0.455731,0.061325,0.429951,-0.118313,2.2e-05,-0.036836,0.15084,AMAZONAS,CHACHAPOYAS
AMAZONAS,CHACHAPOYAS,2021,5,2021-05,-1.239683,-0.654883,-0.21518,-0.099425,-0.084929,0.19733,-0.272905,0.340899,AMAZONAS,CHACHAPOYAS
AMAZONAS,CHACHAPOYAS,2021,6,2021-06,-1.44436,-0.304375,-0.301763,0.097394,-0.244263,0.106137,-0.327383,0.228591,AMAZONAS,CHACHAPOYAS
AMAZONAS,CHACHAPOYAS,2021,7,2021-07,-0.985486,-0.658866,-0.578268,-0.286065,-0.271578,-0.026506,-0.573829,0.721017,AMAZONAS,CHACHAPOYAS
AMAZONAS,CHACHAPOYAS,2021,8,2021-08,-0.985486,-0.627002,-0.455377,-0.514273,-0.063684,0.487488,-0.440229,0.634626,AMAZONAS,CHACHAPOYAS
AMAZONAS,CHACHAPOYAS,2021,9,2021-09,-0.741193,-0.46768,-0.301763,-0.2937,-0.066719,0.331631,-0.250855,0.530958,AMAZONAS,CHACHAPOYAS
AMAZONAS,CHACHAPOYAS,2021,10,2021-10,-0.437478,-0.356155,0.033395,0.017648,0.036469,0.507384,0.096764,0.211313,AMAZONAS,CHACHAPOYAS
AMAZONAS,CHACHAPOYAS,2021,11,2021-11,-0.757699,-0.407934,-0.069945,0.042251,-0.075824,-0.096144,-0.040727,0.090367,AMAZONAS,CHACHAPOYAS
AMAZONAS,CHACHAPOYAS,2021,12,2021-12,-0.453984,-0.292426,0.092048,0.237373,-0.0303,0.459301,-0.099096,0.297704,AMAZONAS,CHACHAPOYAS
AMAZONAS,CHACHAPOYAS,2022,1,2022-01,-0.424273,-0.463697,-0.254282,-0.308122,-0.043957,0.329973,-0.336463,0.384094,AMAZONAS,CHACHAPOYAS
AMAZONAS,CHACHAPOYAS,2022,2,2022-02,-1.526892,0.13376,0.008258,0.396865,-0.15625,0.291838,-0.126335,0.219952,AMAZONAS,CHACHAPOYAS
AMAZONAS,CHACHAPOYAS,2022,3,2022-03,-1.272695,0.050116,0.044567,0.652221,-0.250333,-0.39625,-0.198972,0.06445,AMAZONAS,CHACHAPOYAS
AMAZONAS,CHACHAPOYAS,2022,4,2022-04,-1.332118,-0.125138,0.072497,0.643738,-0.216949,-0.101118,-0.090016,0.05581,AMAZONAS,CHACHAPOYAS
AMAZONAS,CHACHAPOYAS,2022,5,2022-05,-1.33872,-0.447765,-0.08391,0.28573,-0.154732,0.033183,-0.170436,0.219952,AMAZONAS,CHACHAPOYAS
AMAZONAS,CHACHAPOYAS,2022,6,2022-06,-0.731289,-0.507511,-0.419068,0.02698,-0.303444,0.049764,-0.547887,0.168118,AMAZONAS,CHACHAPOYAS
AMAZONAS,CHACHAPOYAS,2022,7,2022-07,-0.962377,-0.638951,-0.363208,-0.131663,-0.174459,0.135982,-0.459686,0.487763,AMAZONAS,CHACHAPOYAS
AMAZONAS,CHACHAPOYAS,2022,8,2022-08,-0.60254,-0.638951,-0.539166,-0.584687,-0.110726,0.179091,-0.57772,0.738295,AMAZONAS,CHACHAPOYAS
AMAZONAS,CHACHAPOYAS,2022,9,2022-09,-0.450683,-0.407934,-0.366001,-0.554995,0.016742,0.391321,-0.301441,0.384094,AMAZONAS,CHACHAPOYAS
AMAZONAS,CHACHAPOYAS,2022,10,2022-10,-0.328536,-0.531409,-0.265454,-0.400593,0.016742,0.517332,-0.320898,0.211313,AMAZONAS,CHACHAPOYAS
AMAZONAS,CHACHAPOYAS,2022,11,2022-11,-0.212992,-0.563273,-0.385552,-0.830712,0.122965,0.44272,-0.184704,0.410011,AMAZONAS,CHACHAPOYAS
AMAZONAS,CHACHAPOYAS,2022,12,2022-12,-0.298825,-0.543358,-0.329693,-0.450646,-0.0303,0.446037,-0.278094,0.340899,AMAZONAS,CHACHAPOYAS
AMAZONAS,CHACHAPOYAS,2023,1,2023-01,-0.807218,0.35681,-0.170493,0.179685,-0.189634,0.059712,-0.095205,0.185396,AMAZONAS,CHACHAPOYAS
AMAZONAS,CHACHAPOYAS,2023,2,2023-02,-1.543398,0.010285,0.061325,0.573324,-0.200256,-0.37138,-0.058886,0.176757,AMAZONAS,CHACHAPOYAS
AMAZONAS,CHACHAPOYAS,2023,3,2023-03,-1.401444,0.655539,0.100427,0.763356,-0.256403,-0.313348,-0.208051,0.047171,AMAZONAS,CHACHAPOYAS
AMAZONAS,CHACHAPOYAS,2023,4,2023-04,-1.546699,-0.304375,0.092048,0.642889,-0.201774,-0.271897,-0.130226,-0.056497,AMAZONAS,CHACHAPOYAS
AMAZONAS,CHACHAPOYAS,2023,5,2023-05,-1.351925,-0.551324,0.094841,0.301,-0.034852,0.172459,-0.074451,0.23723,AMAZONAS,CHACHAPOYAS
AMAZONAS,CHACHAPOYAS,2023,6,2023-06,-1.186862,-0.714629,-0.223559,-0.017135,-0.118313,0.04479,-0.445418,0.582792,AMAZONAS,CHACHAPOYAS
AMAZONAS,CHACHAPOYAS,2023,7,2023-07,-0.803917,-0.706663,-0.265454,-0.328483,0.003085,0.135982,-0.147088,0.712378,AMAZONAS,CHACHAPOYAS
AMAZONAS,CHACHAPOYAS,2023,8,2023-08,-0.315331,-0.698697,-0.335279,-0.639831,0.100203,0.588628,-0.26642,0.660544,AMAZONAS,CHACHAPOYAS
AMAZONAS,CHACHAPOYAS,2023,9,2023-09,-0.68177,-0.670815,-0.265454,-0.796777,0.210978,0.558784,0.034504,0.738295,AMAZONAS,CHACHAPOYAS
AMAZONAS,CHACHAPOYAS,2023,10,2023-10,-0.747796,-0.407934,-0.022465,-0.35054,0.151797,0.441062,0.047475,0.358177,AMAZONAS,CHACHAPOYAS
AMAZONAS,CHACHAPOYAS,2023,11,2023-11,-0.661963,-0.37607,0.027809,-0.120634,0.091098,0.545519,0.099358,0.349538,AMAZONAS,CHACHAPOYAS
AMAZONAS,CHACHAPOYAS,2023,12,2023-12,-1.520289,0.17359,0.340623,0.530906,0.013707,-0.016558,0.175886,0.263148,AMAZONAS,CHACHAPOYAS
AMAZONAS,CHACHAPOYAS,2024,1,2024-01,-1.315611,-0.403951,0.217732,0.206832,0.083511,0.326657,0.057851,0.392733,AMAZONAS,CHACHAPOYAS
AMAZONAS,CHACHAPOYAS,2024,2,2024-02,-1.061415,-0.332257,0.145114,0.019345,0.122965,0.432772,0.04488,0.496402,AMAZONAS,CHACHAPOYAS
AMAZONAS,CHACHAPOYAS,2024,3,2024-03,-1.114235,-0.547341,0.061325,-0.239405,0.176076,0.63837,0.155133,0.358177,AMAZONAS,CHACHAPOYAS
AMAZONAS,CHACHAPOYAS,2024,4,2024-04,-1.15385,-0.535392,0.270798,0.210226,0.112342,0.306761,0.24074,0.202674,AMAZONAS,CHACHAPOYAS
AMAZONAS,CHACHAPOYAS,2024,5,2024-05,-0.846833,-0.579205,0.092048,-0.135057,0.170006,0.334947,-0.027756,0.366816,AMAZONAS,CHACHAPOYAS
AMAZONAS,CHACHAPOYAS,2024,6,2024-06,-0.774206,-0.623019,-0.229145,-0.335269,0.025847,0.449353,-0.294956,0.366816,AMAZONAS,CHACHAPOYAS
AMAZONAS,CHACHAPOYAS,2024,7,2024-07,-1.031703,-0.638951,-0.388345,-0.398896,-0.060649,0.253703,-0.384455,0.833324,AMAZONAS,CHACHAPOYAS
AMAZONAS,CHACHAPOYAS,2024,8,2024-08,-0.899653,-0.658866,-0.346451,-0.599109,0.059231,0.41785,-0.223616,0.669183,AMAZONAS,CHACHAPOYAS
AMAZONAS,CHACHAPOYAS,2024,9,2024-09,-1.424553,-0.583188,-0.321314,-0.759449,0.179111,0.557126,-0.149682,0.703739,AMAZONAS,CHACHAPOYAS
AMAZONAS,CHACHAPOYAS,2024,10,2024-10,-0.559624,-0.280477,-0.095082,-0.427741,0.145727,0.44272,-0.04851,0.384094,AMAZONAS,CHACHAPOYAS
AMAZONAS,CHACHAPOYAS,2024,11,2024-11,-0.460586,-0.447765,-0.285005,-0.543966,0.030399,0.43443,-0.093908,0.168118,AMAZONAS,CHACHAPOYAS
AMAZONAS,CHACHAPOYAS,2024,12,2024-12,-0.863339,-0.471663,0.100427,0.065156,0.056196,0.329973,0.133082,0.306343,AMAZONAS,CHACHAPOYAS
AMAZONAS,CHACHAPOYAS,2025,1,2025-01,-1.011896,-0.276494,-0.022465,0.165263,-0.083411,0.066344,-0.071857,0.306343,AMAZONAS,CHACHAPOYAS
AMAZONAS,CHACHAPOYAS,2025,2,2025-02,-1.477373,-0.184884,0.187009,0.474066,-0.066719,-0.024848,0.131785,0.185396,AMAZONAS,CHACHAPOYAS
AMAZONAS,CHACHAPOYAS,2025,3,2025-03,-1.381637,-0.164969,0.128356,0.515635,-0.1259,-0.081222,-0.013488,0.081728,AMAZONAS,CHACHAPOYAS
AMAZONAS,CHACHAPOYAS,2025,4,2025-04,-1.094427,-0.216748,0.125563,0.436738,-0.083411,0.033183,0.047475,0.073089,AMAZONAS,CHACHAPOYAS
AMAZONAS,CHACHAPOYAS,2025,5,2025-05,-1.289201,-0.491578,-0.106254,0.079578,-0.072789,0.126034,-0.16395,0.41865,AMAZONAS,CHACHAPOYAS
AMAZONAS,CHACHAPOYAS,2025,6,2025-06,-1.441059,-0.164969,-0.220766,0.221255,-0.224536,-0.019874,-0.479142,0.384094,AMAZONAS,CHACHAPOYAS
AMAZONAS,CHACHAPOYAS,2025,7,2025-07,-0.830327,-0.694714,-0.595026,-0.379384,-0.238193,0.109453,-0.715211,0.87652,AMAZONAS,CHACHAPOYAS
AMAZONAS,CHACHAPOYAS,2025,8,2025-08,-0.893051,-0.694714,-0.363208,-0.449798,-0.028782,0.354844,-0.318303,0.712378,AMAZONAS,CHACHAPOYAS
AMAZONAS,LUYA,2021,1,2021-01,-1.064716,-0.360138,0.008258,0.457099,-0.194187,-0.160808,-0.073154,0.23723,AMAZONAS,LUYA
AMAZONAS,LUYA,2021,2,2021-02,-0.827026,-0.268528,0.041774,0.141509,-0.01816,0.237123,0.050069,0.289065,AMAZONAS,LUYA
AMAZONAS,LUYA,2021,3,2021-03,-1.322214,0.066048,-0.002914,0.608955,-0.25792,-0.157492,-0.16395,0.073089,AMAZONAS,LUYA
AMAZONAS,LUYA,2021,4,2021-04,-0.893051,-0.455731,0.061325,0.429951,-0.118313,2.2e-05,-0.036836,0.15084,AMAZONAS,LUYA
AMAZONAS,LUYA,2021,5,2021-05,-1.239683,-0.654883,-0.21518,-0.099425,-0.084929,0.19733,-0.272905,0.340899,AMAZONAS,LUYA
AMAZONAS,LUYA,2021,6,2021-06,-1.44436,-0.304375,-0.301763,0.097394,-0.244263,0.106137,-0.327383,0.228591,AMAZONAS,LUYA
AMAZONAS,LUYA,2021,7,2021-07,-0.985486,-0.658866,-0.578268,-0.286065,-0.271578,-0.026506,-0.573829,0.721017,AMAZONAS,LUYA
AMAZONAS,LUYA,2021,8,2021-08,-0.985486,-0.627002,-0.455377,-0.514273,-0.063684,0.487488,-0.440229,0.634626,AMAZONAS,LUYA
AMAZONAS,LUYA,2021,9,2021-09,-0.741193,-0.46768,-0.301763,-0.2937,-0.066719,0.331631,-0.250855,0.530958,AMAZONAS,LUYA
AMAZONAS,LUYA,2021,10,2021-10,-0.437478,-0.356155,0.033395,0.017648,0.036469,0.507384,0.096764,0.211313,AMAZONAS,LUYA
AMAZONAS,LUYA,2021,11,2021-11,-0.757699,-0.407934,-0.069945,0.042251,-0.075824,-0.096144,-0.040727,0.090367,AMAZONAS,LUYA
AMAZONAS,LUYA,2021,12,2021-12,-0.453984,-0.292426,0.092048,0.237373,-0.0303,0.459301,-0.099096,0.297704,AMAZONAS,LUYA
AMAZONAS,LUYA,2022,1,2022-01,-0.424273,-0.463697,-0.254282,-0.308122,-0.043957,0.329973,-0.336463,0.384094,AMAZONAS,LUYA
AMAZONAS,LUYA,2022,2,2022-02,-1.526892,0.13376,0.008258,0.396865,-0.15625,0.291838,-0.126335,0.219952,AMAZONAS,LUYA
AMAZONAS,LUYA,2022,3,2022-03,-1.272695,0.050116,0.044567,0.652221,-0.250333,-0.39625,-0.198972,0.06445,AMAZONAS,LUYA
AMAZONAS,LUYA,2022,4,2022-04,-1.332118,-0.125138,0.072497,0.643738,-0.216949,-0.101118,-0.090016,0.05581,AMAZONAS,LUYA
AMAZONAS,LUYA,2022,5,2022-05,-1.33872,-0.447765,-0.08391,0.28573,-0.154732,0.033183,-0.170436,0.219952,AMAZONAS,LUYA
AMAZONAS,LUYA,2022,6,2022-06,-0.731289,-0.507511,-0.419068,0.02698,-0.303444,0.049764,-0.547887,0.168118,AMAZONAS,LUYA
AMAZONAS,LUYA,2022,7,2022-07,-0.962377,-0.638951,-0.363208,-0.131663,-0.174459,0.135982,-0.459686,0.487763,AMAZONAS,LUYA
AMAZONAS,LUYA,2022,8,2022-08,-0.60254,-0.638951,-0.539166,-0.584687,-0.110726,0.179091,-0.57772,0.738295,AMAZONAS,LUYA
AMAZONAS,LUYA,2022,9,2022-09,-0.450683,-0.407934,-0.366001,-0.554995,0.016742,0.391321,-0.301441,0.384094,AMAZONAS,LUYA
AMAZONAS,LUYA,2022,10,2022-10,-0.328536,-0.531409,-0.265454,-0.400593,0.016742,0.517332,-0.320898,0.211313,AMAZONAS,LUYA
AMAZONAS,LUYA,2022,11,2022-11,-0.212992,-0.563273,-0.385552,-0.830712,0.122965,0.44272,-0.184704,0.410011,AMAZONAS,LUYA
AMAZONAS,LUYA,2022,12,2022-12,-0.298825,-0.543358,-0.329693,-0.450646,-0.0303,0.446037,-0.278094,0.340899,AMAZONAS,LUYA
AMAZONAS,LUYA,2023,1,2023-01,-0.807218,0.35681,-0.170493,0.179685,-0.189634,0.059712,-0.095205,0.185396,AMAZONAS,LUYA
AMAZONAS,LUYA,2023,2,2023-02,-1.543398,0.010285,0.061325,0.573324,-0.200256,-0.37138,-0.058886,0.176757,AMAZONAS,LUYA
AMAZONAS,LUYA,2023,3,2023-03,-1.401444,0.655539,0.100427,0.763356,-0.256403,-0.313348,-0.208051,0.047171,AMAZONAS,LUYA
AMAZONAS,LUYA,2023,4,2023-04,-1.546699,-0.304375,0.092048,0.642889,-0.201774,-0.271897,-0.130226,-0.056497,AMAZONAS,LUYA
AMAZONAS,LUYA,2023,5,2023-05,-1.351925,-0.551324,0.094841,0.301,-0.034852,0.172459,-0.074451,0.23723,AMAZONAS,LUYA
AMAZONAS,LUYA,2023,6,2023-06,-1.186862,-0.714629,-0.223559,-0.017135,-0.118313,0.04479,-0.445418,0.582792,AMAZONAS,LUYA
AMAZONAS,LUYA,2023,7,2023-07,-0.803917,-0.706663,-0.265454,-0.328483,0.003085,0.135982,-0.147088,0.712378,AMAZONAS,LUYA
AMAZONAS,LUYA,2023,8,2023-08,-0.315331,-0.698697,-0.335279,-0.639831,0.100203,0.588628,-0.26642,0.660544,AMAZONAS,LUYA
AMAZONAS,LUYA,2023,9,2023-09,-0.68177,-0.670815,-0.265454,-0.796777,0.210978,0.558784,0.034504,0.738295,AMAZONAS,LUYA
AMAZONAS,LUYA,2023,10,2023-10,-0.747796,-0.407934,-0.022465,-0.35054,0.151797,0.441062,0.047475,0.358177,AMAZONAS,LUYA
AMAZONAS,LUYA,2023,11,2023-11,-0.661963,-0.37607,0.027809,-0.120634,0.091098,0.545519,0.099358,0.349538,AMAZONAS,LUYA
AMAZONAS,LUYA,2023,12,2023-12,-1.520289,0.17359,0.340623,0.530906,0.013707,-0.016558,0.175886,0.263148,AMAZONAS,LUYA
AMAZONAS,LUYA,2024,1,2024-01,-1.315611,-0.403951,0.217732,0.206832,0.083511,0.326657,0.057851,0.392733,AMAZONAS,LUYA
AMAZONAS,LUYA,2024,2,2024-02,-1.061415,-0.332257,0.145114,0.019345,0.122965,0.432772,0.04488,0.496402,AMAZONAS,LUYA
AMAZONAS,LUYA,2024,3,2024-03,-1.114235,-0.547341,0.061325,-0.239405,0.176076,0.63837,0.155133,0.358177,AMAZONAS,LUYA
AMAZONAS,LUYA,2024,4,2024-04,-1.15385,-0.535392,0.270798,0.210226,0.112342,0.306761,0.24074,0.202674,AMAZONAS,LUYA
AMAZONAS,LUYA,2024,5,2024-05,-0.846833,-0.579205,0.092048,-0.135057,0.170006,0.334947,-0.027756,0.366816,AMAZONAS,LUYA
AMAZONAS,LUYA,2024,6,2024-06,-0.774206,-0.623019,-0.229145,-0.335269,0.025847,0.449353,-0.294956,0.366816,AMAZONAS,LUYA
AMAZONAS,LUYA,2024,7,2024-07,-1.031703,-0.638951,-0.388345,-0.398896,-0.060649,0.253703,-0.384455,0.833324,AMAZONAS,LUYA
AMAZONAS,LUYA,2024,8,2024-08,-0.899653,-0.658866,-0.346451,-0.599109,0.059231,0.41785,-0.223616,0.669183,AMAZONAS,LUYA
AMAZONAS,LUYA,2024,9,2024-09,-1.424553,-0.583188,-0.321314,-0.759449,0.179111,0.557126,-0.149682,0.703739,AMAZONAS,LUYA
AMAZONAS,LUYA,2024,10,2024-10,-0.559624,-0.280477,-0.095082,-0.427741,0.145727,0.44272,-0.04851,0.384094,AMAZONAS,LUYA
AMAZONAS,LUYA,2024,11,2024-11,-0.460586,-0.447765,-0.285005,-0.543966,0.030399,0.43443,-0.093908,0.168118,AMAZONAS,LUYA
AMAZONAS,LUYA,2024,12,2024-12,-0.863339,-0.471663,0.100427,0.065156,0.056196,0.329973,0.133082,0.306343,AMAZONAS,LUYA
AMAZONAS,LUYA,2025,1,2025-01,-1.011896,-0.276494,-0.022465,0.165263,-0.083411,0.066344,-0.071857,0.306343,AMAZONAS,LUYA
AMAZONAS,LUYA,2025,2,2025-02,-1.477373,-0.184884,0.187009,0.474066,-0.066719,-0.024848,0.131785,0.185396,AMAZONAS,LUYA
AMAZONAS,LUYA,2025,3,2025-03,-1.381637,-0.164969,0.128356,0.515635,-0.1259,-0.081222,-0.013488,0.081728,AMAZONAS,LUYA
