DEPARTAMENTO,PROVINCIA,ANIO,MES,fecha_evento,ALLSKY_SFC_SW_DWN,PRECTOTCORR,QV2M,RH2M,T2M,T2M_MAX,T2M_MIN,WS2M,departamento,provincia
ICA,PISCO,2024,5,2024-05,-0.747796,-0.70268,-0.312935,-0.158811,0.210978,-0.242052,0.465136,1.204803,ICA,PISCO
ICA,PISCO,2024,6,2024-06,-1.939549,-0.714629,-0.595026,-0.222438,0.004602,-0.326613,0.317268,0.893798,ICA,PISCO
ICA,PISCO,2024,7,2024-07,-1.49718,-0.726578,-0.729089,-0.398896,-0.053062,-0.553765,0.217393,1.368945,ICA,PISCO
ICA,PISCO,2024,8,2024-08,-0.962377,-0.730561,-0.840808,-0.674613,-0.0303,-0.293452,0.148647,1.446697,ICA,PISCO
ICA,PISCO,2024,9,2024-09,-0.493599,-0.70268,-0.726296,-0.677158,0.071371,-0.39625,0.242037,1.50717,ICA,PISCO
ICA,PISCO,2024,10,2024-10,0.995267,-0.698697,-0.583854,-0.543118,0.154832,-0.247026,0.388608,1.204803,ICA,PISCO
ICA,PISCO,2024,11,2024-11,1.698434,-0.599121,-0.178872,0.231435,0.166971,-0.409515,0.422332,1.127052,ICA,PISCO
ICA,PISCO,2024,12,2024-12,2.147405,-0.642934,0.094841,0.420619,0.295956,-0.208891,0.660996,1.204803,ICA,PISCO
ICA,PISCO,2025,1,2025-01,2.223334,-0.591154,0.349002,0.414681,0.47957,-0.094486,0.833508,0.902437,ICA,PISCO
ICA,PISCO,2025,2,2025-02,1.411225,-0.057426,0.807051,0.910971,0.581241,-0.011584,1.016397,0.721017,ICA,PISCO
ICA,PISCO,2025,3,2025-03,1.579589,-0.288443,0.645058,0.721787,0.555444,0.117744,0.935978,0.841963,ICA,PISCO
ICA,PISCO,2025,4,2025-04,1.26597,-0.630985,0.12277,0.334086,0.350585,-0.111067,0.649322,0.772851,ICA,PISCO
ICA,PISCO,2025,5,2025-05,-0.592637,-0.694714,-0.19563,0.072792,0.21553,-0.31169,0.528693,0.816046,ICA,PISCO
ICA,PISCO,2025,6,2025-06,-2.385218,0.237319,-0.296177,0.533451,-0.043957,-0.562055,0.283544,1.351667,ICA,PISCO
ICA,PISCO,2025,7,2025-07,-2.157431,-0.722595,-0.500065,0.123693,-0.057614,-0.548791,0.24982,1.368945,ICA,PISCO
ICA,PISCO,2025,8,2025-08,-1.213273,-0.722595,-0.723503,-0.284368,-0.090999,-0.436044,0.174589,1.463975,ICA,PISCO
JUNIN,CHANCHAMAYO,2021,1,2021-01,-0.731289,1.400368,0.516581,1.135786,-0.03637,-0.528894,0.313377,-0.730343,JUNIN,CHANCHAMAYO
JUNIN,CHANCHAMAYO,2021,2,2021-02,-0.001712,-0.37607,0.427205,0.770992,0.053161,0.293496,0.247226,-0.825372,JUNIN,CHANCHAMAYO
JUNIN,CHANCHAMAYO,2021,3,2021-03,-0.503503,-0.384036,0.399276,0.746389,0.048609,-0.122673,0.391202,-0.799455,JUNIN,CHANCHAMAYO
JUNIN,CHANCHAMAYO,2021,4,2021-04,-0.335139,-0.268528,0.449549,0.772688,0.075923,-0.14257,0.327645,-0.825372,JUNIN,CHANCHAMAYO
JUNIN,CHANCHAMAYO,2021,5,2021-05,0.067614,-0.686748,0.080876,-0.112999,0.188216,0.094531,0.182372,-0.825372,JUNIN,CHANCHAMAYO
JUNIN,CHANCHAMAYO,2021,6,2021-06,-0.295524,-0.658866,0.005465,0.007468,0.066818,-0.160808,0.072119,-0.834011,JUNIN,CHANCHAMAYO
JUNIN,CHANCHAMAYO,2021,7,2021-07,0.321811,-0.710646,-0.463756,-0.963904,0.127517,0.094531,-0.018677,-0.75626,JUNIN,CHANCHAMAYO
JUNIN,CHANCHAMAYO,2021,8,2021-08,0.331715,-0.690731,-0.310142,-0.989355,0.265607,0.230491,0.139568,-0.75626,JUNIN,CHANCHAMAYO
JUNIN,CHANCHAMAYO,2021,9,2021-09,-0.308729,-0.682765,-0.13977,-0.935908,0.388522,0.373083,0.400282,-0.713064,JUNIN,CHANCHAMAYO
JUNIN,CHANCHAMAYO,2021,10,2021-10,0.536393,-0.6509,0.170251,-0.675462,0.47957,0.558784,0.379528,-0.669869,JUNIN,CHANCHAMAYO
JUNIN,CHANCHAMAYO,2021,11,2021-11,-0.47049,-0.491578,0.301521,0.024435,0.259537,0.081267,0.422332,-0.704425,JUNIN,CHANCHAMAYO
JUNIN,CHANCHAMAYO,2021,12,2021-12,0.087422,-0.380053,0.404862,0.242464,0.247397,0.177433,0.449571,-0.738982,JUNIN,CHANCHAMAYO
JUNIN,CHANCHAMAYO,2022,1,2022-01,-0.170076,-0.344206,0.321072,0.179685,0.214013,0.421166,0.380826,-0.713064,JUNIN,CHANCHAMAYO
JUNIN,CHANCHAMAYO,2022,2,2022-02,-0.988787,-0.184884,0.362967,0.594533,0.083511,0.096189,0.357478,-0.721704,JUNIN,CHANCHAMAYO
JUNIN,CHANCHAMAYO,2022,3,2022-03,-0.780808,-0.300392,0.362967,0.567385,0.09565,0.12106,0.345804,-0.773538,JUNIN,CHANCHAMAYO
JUNIN,CHANCHAMAYO,2022,4,2022-04,-0.196486,-0.483612,0.346209,0.189865,0.236775,0.097847,0.348398,-0.782177,JUNIN,CHANCHAMAYO
JUNIN,CHANCHAMAYO,2022,5,2022-05,-0.44408,-0.563273,0.069704,-0.000167,0.115377,0.039815,0.149944,-0.799455,JUNIN,CHANCHAMAYO
JUNIN,CHANCHAMAYO,2022,6,2022-06,0.008192,-0.690731,-0.229145,-0.337815,0.021294,-0.066299,-0.217131,-0.825372,JUNIN,CHANCHAMAYO
JUNIN,CHANCHAMAYO,2022,7,2022-07,0.457163,-0.662849,-0.125805,-0.668675,0.268642,0.149246,0.33413,-0.790816,JUNIN,CHANCHAMAYO
JUNIN,CHANCHAMAYO,2022,8,2022-08,0.305305,-0.694714,-0.357622,-0.92488,0.191251,0.202304,-0.013488,-0.721704,JUNIN,CHANCHAMAYO
JUNIN,CHANCHAMAYO,2022,9,2022-09,0.335016,-0.690731,-0.078324,-0.792535,0.352103,0.35816,0.357478,-0.713064,JUNIN,CHANCHAMAYO
JUNIN,CHANCHAMAYO,2022,10,2022-10,0.94905,-0.722595,0.153493,-0.510032,0.396109,0.217226,0.361369,-0.695786,JUNIN,CHANCHAMAYO
JUNIN,CHANCHAMAYO,2022,11,2022-11,0.886326,-0.706663,-0.148149,-0.881613,0.339963,0.618473,0.194045,-0.713064,JUNIN,CHANCHAMAYO
JUNIN,CHANCHAMAYO,2022,12,2022-12,-0.239402,-0.419884,0.259627,0.118603,0.200356,0.227175,0.375637,-0.730343,JUNIN,CHANCHAMAYO
JUNIN,CHANCHAMAYO,2023,1,2023-01,-0.453984,-0.24463,0.287556,0.401107,0.110825,0.07795,0.278356,-0.713064,JUNIN,CHANCHAMAYO
JUNIN,CHANCHAMAYO,2023,2,2023-02,-0.856737,-0.328273,0.379725,0.377353,0.179111,0.167485,0.300406,-0.678508,JUNIN,CHANCHAMAYO
JUNIN,CHANCHAMAYO,2023,3,2023-03,-0.741193,0.360793,0.483065,0.814258,0.074406,-0.029822,0.287435,-0.790816,JUNIN,CHANCHAMAYO
JUNIN,CHANCHAMAYO,2023,4,2023-04,-0.437478,-0.654883,0.349002,0.198349,0.23981,0.06966,0.370449,-0.782177,JUNIN,CHANCHAMAYO
JUNIN,CHANCHAMAYO,2023,5,2023-05,-0.252607,-0.6509,0.189802,-0.129966,0.254985,0.149246,0.252414,-0.808094,JUNIN,CHANCHAMAYO
JUNIN,CHANCHAMAYO,2023,6,2023-06,0.50338,-0.690731,-0.254282,-0.711093,0.182146,0.126034,0.143459,-0.808094,JUNIN,CHANCHAMAYO
JUNIN,CHANCHAMAYO,2023,7,2023-07,0.783987,-0.718612,-0.100668,-0.735695,0.315684,0.135982,0.397688,-0.790816,JUNIN,CHANCHAMAYO
JUNIN,CHANCHAMAYO,2023,8,2023-08,0.63543,-0.714629,-0.128598,-1.00208,0.402179,0.515674,0.315971,-0.764899,JUNIN,CHANCHAMAYO
JUNIN,CHANCHAMAYO,2023,9,2023-09,-0.420971,-0.662849,-0.025258,-1.093703,0.528129,0.552151,0.57928,-0.704425,JUNIN,CHANCHAMAYO
JUNIN,CHANCHAMAYO,2023,10,2023-10,-0.407766,-0.51946,0.248455,-0.855314,0.6298,0.65495,0.619489,-0.626674,JUNIN,CHANCHAMAYO
JUNIN,CHANCHAMAYO,2023,11,2023-11,-0.315331,-0.459714,0.424412,-0.264007,0.481088,0.504068,0.523505,-0.600757,JUNIN,CHANCHAMAYO
JUNIN,CHANCHAMAYO,2023,12,2023-12,-0.714783,0.010285,0.68416,0.558053,0.302026,0.159195,0.523505,-0.730343,JUNIN,CHANCHAMAYO
JUNIN,CHANCHAMAYO,2024,1,2024-01,-0.764302,-0.300392,0.678574,0.401107,0.37183,0.310077,0.443086,-0.643952,JUNIN,CHANCHAMAYO
JUNIN,CHANCHAMAYO,2024,2,2024-02,-0.54972,-0.260562,0.555683,0.261127,0.352103,0.378057,0.513128,-0.704425,JUNIN,CHANCHAMAYO
JUNIN,CHANCHAMAYO,2024,3,2024-03,-0.803917,-0.308358,0.591991,0.296759,0.35969,0.253703,0.469027,-0.713064,JUNIN,CHANCHAMAYO
JUNIN,CHANCHAMAYO,2024,4,2024-04,-0.450683,-0.575222,0.611542,0.089759,0.452256,0.344896,0.585765,-0.75626,JUNIN,CHANCHAMAYO
JUNIN,CHANCHAMAYO,2024,5,2024-05,0.031301,-0.515477,0.418827,-0.116393,0.414319,0.391321,0.362666,-0.790816,JUNIN,CHANCHAMAYO
JUNIN,CHANCHAMAYO,2024,6,2024-06,-0.041327,-0.348189,0.011051,-0.410774,0.259537,0.212252,0.121408,-0.790816,JUNIN,CHANCHAMAYO
JUNIN,CHANCHAMAYO,2024,7,2024-07,0.506681,-0.638951,-0.24311,-0.61947,0.154832,0.071318,-0.07056,-0.773538,JUNIN,CHANCHAMAYO
JUNIN,CHANCHAMAYO,2024,8,2024-08,0.216171,-0.646917,-0.187251,-0.890097,0.312649,0.248729,0.253711,-0.773538,JUNIN,CHANCHAMAYO
JUNIN,CHANCHAMAYO,2024,9,2024-09,-0.691674,-0.627002,-0.022465,-1.091158,0.549374,0.436088,0.472919,-0.721704,JUNIN,CHANCHAMAYO
JUNIN,CHANCHAMAYO,2024,10,2024-10,0.054409,-0.619036,0.209353,-0.794232,0.573653,0.444378,0.588359,-0.678508,JUNIN,CHANCHAMAYO
JUNIN,CHANCHAMAYO,2024,11,2024-11,-0.500201,-0.220731,0.457928,0.185623,0.305061,0.431114,0.465136,-0.678508,JUNIN,CHANCHAMAYO
JUNIN,CHANCHAMAYO,2024,12,2024-12,-0.661963,-0.368104,0.477479,0.171201,0.327823,0.240439,0.504049,-0.652591,JUNIN,CHANCHAMAYO
JUNIN,CHANCHAMAYO,2025,1,2025-01,-0.427574,-0.292426,0.362967,0.172898,0.253467,0.14593,0.430115,-0.66123,JUNIN,CHANCHAMAYO
JUNIN,CHANCHAMAYO,2025,2,2025-02,-0.833628,1.006047,0.555683,0.8185,0.129035,0.119402,0.423629,-0.764899,JUNIN,CHANCHAMAYO
JUNIN,CHANCHAMAYO,2025,3,2025-03,-1.196766,1.061809,0.670195,1.296126,0.010672,-0.346509,0.353587,-0.851289,JUNIN,CHANCHAMAYO
JUNIN,CHANCHAMAYO,2025,4,2025-04,-0.899653,-0.14107,0.608749,1.005139,0.085028,-0.174072,0.408064,-0.825372,JUNIN,CHANCHAMAYO
JUNIN,CHANCHAMAYO,2025,5,2025-05,-0.810519,-0.435816,0.360174,0.412135,0.160902,-0.127647,0.326348,-0.84265,JUNIN,CHANCHAMAYO
JUNIN,CHANCHAMAYO,2025,6,2025-06,-0.595938,-0.268528,0.240076,0.525816,0.044056,-0.184021,0.295218,-0.859928,JUNIN,CHANCHAMAYO
JUNIN,CHANCHAMAYO,2025,7,2025-07,0.473669,-0.658866,-0.37438,-0.658495,0.068336,0.116086,-0.102987,-0.790816,JUNIN,CHANCHAMAYO
JUNIN,CHANCHAMAYO,2025,8,2025-08,0.074217,-0.630985,-0.170493,-0.644921,0.218565,0.071318,0.279653,-0.782177,JUNIN,CHANCHAMAYO
JUNIN,HUANCAYO,2021,1,2021-01,-0.533214,0.420539,-0.703952,1.008532,-1.456722,-1.775744,-1.271661,0.461846,JUNIN,HUANCAYO
JUNIN,HUANCAYO,2021,2,2021-02,0.66184,-0.149036,-0.87991,0.614045,-1.470379,-1.454083,-1.319653,0.23723,JUNIN,HUANCAYO
JUNIN,HUANCAYO,2021,3,2021-03,-0.351645,0.169607,-0.770984,0.93727,-1.488589,-1.790666,-1.274255,0.410011,JUNIN,HUANCAYO
JUNIN,HUANCAYO,2021,4,2021-04,0.381234,0.101895,-0.796121,0.873643,-1.476449,-1.727661,-1.288523,0.06445,JUNIN,HUANCAYO
JUNIN,HUANCAYO,2021,5,2021-05,0.443958,-0.627002,-1.008387,0.573324,-1.550805,-1.752531,-1.51681,0.116284,JUNIN,HUANCAYO
JUNIN,HUANCAYO,2021,6,2021-06,0.262389,-0.690731,-1.111728,0.395168,-1.578119,-1.613256,-1.341704,0.029893,JUNIN,HUANCAYO
JUNIN,HUANCAYO,2021,7,2021-07,0.889627,-0.726578,-1.304443,0.028677,-1.614539,-1.55025,-1.833299,0.254508,JUNIN,HUANCAYO
JUNIN,HUANCAYO,2021,8,2021-08,0.995267,-0.706663,-1.276514,-0.056159,-1.550805,-1.250144,-1.553129,0.358177,JUNIN,HUANCAYO
JUNIN,HUANCAYO,2021,9,2021-09,0.404342,-0.615053,-1.058661,-0.007803,-1.355051,-1.281647,-1.328733,0.798768,JUNIN,HUANCAYO
JUNIN,HUANCAYO,2021,10,2021-10,1.117414,-0.539375,-0.899461,0.077882,-1.236689,-1.014701,-1.245719,0.651905,JUNIN,HUANCAYO
JUNIN,HUANCAYO,2021,11,2021-11,0.509983,-0.208782,-0.974871,0.295062,-1.43396,-1.34631,-1.307979,0.401372,JUNIN,HUANCAYO
JUNIN,HUANCAYO,2021,12,2021-12,0.863217,-0.220731,-0.874324,0.402804,-1.377813,-1.507141,-1.180865,0.306343,JUNIN,HUANCAYO
JUNIN,HUANCAYO,2022,1,2022-01,0.295401,0.31698,-0.927391,0.470672,-1.438512,-1.173874,-1.272958,0.461846,JUNIN,HUANCAYO
JUNIN,HUANCAYO,2022,2,2022-02,-0.420971,0.364776,-0.801707,0.897397,-1.499211,-1.664655,-1.270364,0.505041,JUNIN,HUANCAYO
JUNIN,HUANCAYO,2022,3,2022-03,-0.295524,0.165624,-0.745847,1.001746,-1.485554,-1.750873,-1.292414,0.263148,JUNIN,HUANCAYO
JUNIN,HUANCAYO,2022,4,2022-04,0.552899,-0.407934,-0.829636,0.700578,-1.436995,-1.556882,-1.261284,0.271787,JUNIN,HUANCAYO
JUNIN,HUANCAYO,2022,5,2022-05,0.407644,-0.607087,-1.030731,0.4045,-1.512868,-1.467348,-1.327436,0.038532,JUNIN,HUANCAYO
JUNIN,HUANCAYO,2022,6,2022-06,0.519886,-0.666832,-1.256963,0.1975,-1.634266,-1.508799,-1.75288,0.116284,JUNIN,HUANCAYO
JUNIN,HUANCAYO,2022,7,2022-07,0.840108,-0.710646,-1.184345,0.049886,-1.493141,-1.435845,-1.564802,0.23723,JUNIN,HUANCAYO
JUNIN,HUANCAYO,2022,8,2022-08,1.094305,-0.714629,-1.268135,-0.204622,-1.482519,-1.016359,-1.585556,0.392733,JUNIN,HUANCAYO
JUNIN,HUANCAYO,2022,9,2022-09,1.576288,-0.714629,-1.181552,-0.245343,-1.373261,-1.157293,-1.253502,0.427289,JUNIN,HUANCAYO
JUNIN,HUANCAYO,2022,10,2022-10,2.447819,-0.710646,-1.086591,-0.188503,-1.30801,-0.95667,-1.176974,0.366816,JUNIN,HUANCAYO
JUNIN,HUANCAYO,2022,11,2022-11,2.035163,-0.70268,-1.19831,-0.506638,-1.279178,-0.925167,-1.208104,0.6951,JUNIN,HUANCAYO
JUNIN,HUANCAYO,2022,12,2022-12,0.384535,-0.268528,-1.058661,-0.053614,-1.373261,-1.221957,-1.23664,0.470485,JUNIN,HUANCAYO
JUNIN,HUANCAYO,2023,1,2023-01,0.123736,0.085963,-0.877117,0.429103,-1.377813,-1.507141,-1.160112,0.548236,JUNIN,HUANCAYO
JUNIN,HUANCAYO,2023,2,2023-02,-0.635553,0.468336,-0.740261,0.802381,-1.40361,-1.62652,-1.214589,0.565514,JUNIN,HUANCAYO
JUNIN,HUANCAYO,2023,3,2023-03,-0.275716,-0.208782,-0.743054,0.854131,-1.424855,-1.520405,-1.254799,0.41865,JUNIN,HUANCAYO
JUNIN,HUANCAYO,2023,4,2023-04,0.136941,-0.563273,-0.793328,0.629316,-1.368709,-1.492218,-1.206807,0.340899,JUNIN,HUANCAYO
JUNIN,HUANCAYO,2023,5,2023-05,0.202966,-0.543358,-0.977664,0.476611,-1.485554,-1.386103,-1.309277,0.116284,JUNIN,HUANCAYO
JUNIN,HUANCAYO,2023,6,2023-06,1.018376,-0.730561,-1.223447,0.082124,-1.549288,-1.61823,-1.972087,0.159479,JUNIN,HUANCAYO
JUNIN,HUANCAYO,2023,7,2023-07,1.16033,-0.730561,-1.131278,-0.050221,-1.365674,-1.235221,-1.518107,0.323621,JUNIN,HUANCAYO
JUNIN,HUANCAYO,2023,8,2023-08,1.223054,-0.690731,-1.055868,-0.016286,-1.333807,-1.129106,-1.221075,0.470485,JUNIN,HUANCAYO
JUNIN,HUANCAYO,2023,9,2023-09,0.645334,-0.567256,-1.008387,-0.022225,-1.304975,-1.27833,-1.394884,0.712378,JUNIN,HUANCAYO
JUNIN,HUANCAYO,2023,10,2023-10,0.249183,-0.523443,-0.712331,0.143205,-1.098599,-0.968276,-1.149735,1.040662,JUNIN,HUANCAYO
JUNIN,HUANCAYO,2023,11,2023-11,0.252485,-0.411917,-0.715124,0.183927,-1.133501,-1.250144,-1.119902,0.833324,JUNIN,HUANCAYO
JUNIN,HUANCAYO,2023,12,2023-12,-0.140365,0.018251,-0.656472,0.471521,-1.197234,-1.210351,-1.128982,0.738295,JUNIN,HUANCAYO
JUNIN,HUANCAYO,2024,1,2024-01,-0.424273,-0.105223,-0.572682,0.524119,-1.139571,-1.102578,-1.206807,0.755573,JUNIN,HUANCAYO
JUNIN,HUANCAYO,2024,2,2024-02,-0.10075,0.384692,-0.6453,0.51309,-1.194199,-0.829,-1.108228,0.643265,JUNIN,HUANCAYO
JUNIN,HUANCAYO,2024,3,2024-03,-0.609143,0.340878,-0.514029,0.838012,-1.212409,-1.417606,-0.957766,0.51368,JUNIN,HUANCAYO
JUNIN,HUANCAYO,2024,4,2024-04,-0.117256,-0.443782,-0.564303,0.741299,-1.216962,-1.469006,-1.139358,0.340899,JUNIN,HUANCAYO
JUNIN,HUANCAYO,2024,5,2024-05,0.605719,-0.447765,-0.751433,0.54957,-1.294353,-1.352943,-1.374131,0.090367,JUNIN,HUANCAYO
JUNIN,HUANCAYO,2024,6,2024-06,0.47697,-0.495561,-1.013973,0.259431,-1.406645,-1.351284,-1.724344,0.142201,JUNIN,HUANCAYO
JUNIN,HUANCAYO,2024,7,2024-07,1.097606,-0.690731,-1.178759,0.067701,-1.500728,-1.497192,-1.892965,0.228591,JUNIN,HUANCAYO
JUNIN,HUANCAYO,2024,8,2024-08,1.279175,-0.710646,-1.125692,-0.101122,-1.386918,-1.260092,-1.355972,0.51368,JUNIN,HUANCAYO
JUNIN,HUANCAYO,2024,9,2024-09,-0.146967,-0.523443,-0.938563,0.205136,-1.321667,-1.331388,-1.166597,0.591431,JUNIN,HUANCAYO
JUNIN,HUANCAYO,2024,10,2024-10,0.770782,-0.503527,-0.905047,0.14575,-1.280695,-1.175532,-1.17438,0.703739,JUNIN,HUANCAYO
JUNIN,HUANCAYO,2024,11,2024-11,0.2921,0.046133,-0.768191,0.46643,-1.298905,-1.12579,-1.169191,0.60007,JUNIN,HUANCAYO
JUNIN,HUANCAYO,2024,12,2024-12,-0.051231,-0.149036,-0.740261,0.392623,-1.238206,-1.183822,-1.20551,0.772851,JUNIN,HUANCAYO
JUNIN,HUANCAYO,2025,1,2025-01,0.183158,0.050116,-0.784949,0.577566,-1.353534,-1.500509,-1.324842,0.60007,JUNIN,HUANCAYO
JUNIN,HUANCAYO,2025,2,2025-02,-0.562925,2.400112,-0.681608,1.010229,-1.424855,-1.324756,-1.210698,0.51368,JUNIN,HUANCAYO
JUNIN,HUANCAYO,2025,3,2025-03,-0.96898,1.033928,-0.558717,1.467495,-1.490106,-1.954813,-1.279444,0.168118,JUNIN,HUANCAYO
JUNIN,HUANCAYO,2025,4,2025-04,-0.176678,-0.033528,-0.592233,1.330061,-1.474931,-1.83046,-1.217183,0.142201,JUNIN,HUANCAYO
JUNIN,HUANCAYO,2025,5,2025-05,-0.156871,-0.368104,-0.759812,1.065372,-1.514386,-2.001238,-1.305385,0.142201,JUNIN,HUANCAYO
JUNIN,HUANCAYO,2025,6,2025-06,0.097326,0.468336,-0.899461,0.961873,-1.600882,-1.866937,-1.398775,-0.047858,JUNIN,HUANCAYO
JUNIN,HUANCAYO,2025,7,2025-07,0.902832,-0.627002,-1.262549,0.410439,-1.758698,-1.924968,-2.082339,0.116284,JUNIN,HUANCAYO
JUNIN,HUANCAYO,2025,8,2025-08,0.952351,-0.583188,-1.114521,0.469824,-1.613021,-1.555224,-1.476601,0.219952,JUNIN,HUANCAYO
JUNIN,SATIPO,2021,1,2021-01,-1.163754,1.073758,0.698125,1.251163,0.074406,-0.414489,0.28095,-1.188212,JUNIN,SATIPO
JUNIN,SATIPO,2021,2,2021-02,-0.906256,0.141726,0.611542,0.872795,0.173041,0.212252,0.410659,-1.196851,JUNIN,SATIPO
JUNIN,SATIPO,2021,3,2021-03,-0.823724,0.436471,0.580819,0.974598,0.11386,-0.266923,0.328942,-1.188212,JUNIN,SATIPO
JUNIN,SATIPO,2021,4,2021-04,-0.823724,0.328929,0.583612,0.975446,0.121447,-0.121015,0.28095,-1.196851,JUNIN,SATIPO
JUNIN,SATIPO,2021,5,2021-05,-0.883147,-0.607087,0.200974,0.105029,0.230705,0.154221,0.308189,-1.179573,JUNIN,SATIPO
JUNIN,SATIPO,2021,6,2021-06,-1.183561,-0.662849,0.025016,-0.159659,0.198838,0.091215,-0.029053,-1.196851,JUNIN,SATIPO
JUNIN,SATIPO,2021,7,2021-07,-0.460586,-0.710646,-0.40231,-0.968994,0.229188,0.255361,-0.069263,-1.1191,JUNIN,SATIPO
JUNIN,SATIPO,2021,8,2021-08,-0.166775,-0.694714,-0.307349,-1.170056,0.396109,0.482514,0.203125,-1.136378,JUNIN,SATIPO
JUNIN,SATIPO,2021,9,2021-09,-0.668565,-0.555307,-0.058773,-0.894339,0.481088,0.475881,0.361369,-1.145017,JUNIN,SATIPO
JUNIN,SATIPO,2021,10,2021-10,0.13364,-0.475646,0.23449,-0.747572,0.616143,0.649976,0.411956,-1.170934,JUNIN,SATIPO
JUNIN,SATIPO,2021,11,2021-11,-1.07462,-0.045477,0.427205,0.053279,0.387005,0.291838,0.448274,-1.188212,JUNIN,SATIPO
JUNIN,SATIPO,2021,12,2021-12,-0.60254,-0.168952,0.544511,0.323058,0.346033,0.155879,0.563715,-1.196851,JUNIN,SATIPO
JUNIN,SATIPO,2022,1,2022-01,-0.902955,0.559946,0.575234,0.627619,0.25195,0.343238,0.362666,-1.196851,JUNIN,SATIPO
JUNIN,SATIPO,2022,2,2022-02,-1.176959,0.695369,0.617128,1.043315,0.109308,-0.195627,0.408064,-1.188212,JUNIN,SATIPO
JUNIN,SATIPO,2022,3,2022-03,-1.094427,0.396641,0.625507,1.072159,0.103238,-0.08288,0.371746,-1.196851,JUNIN,SATIPO
JUNIN,SATIPO,2022,4,2022-04,-0.678469,-0.316324,0.558476,0.647979,0.230705,0.004996,0.301703,-1.196851,JUNIN,SATIPO
JUNIN,SATIPO,2022,5,2022-05,-1.137344,-0.567256,0.133942,0.062611,0.177594,0.006655,0.103249,-1.196851,JUNIN,SATIPO
JUNIN,SATIPO,2022,6,2022-06,-0.70818,-0.638951,-0.128598,-0.252979,0.118412,0.117744,-0.161356,-1.170934,JUNIN,SATIPO
JUNIN,SATIPO,2022,7,2022-07,-0.605842,-0.646917,-0.014086,-0.658495,0.399144,0.260335,0.452165,-1.153656,JUNIN,SATIPO
JUNIN,SATIPO,2022,8,2022-08,-0.543118,-0.698697,-0.366001,-1.092855,0.302026,0.316709,-0.099096,-1.136378,JUNIN,SATIPO
JUNIN,SATIPO,2022,9,2022-09,-0.44408,-0.682765,-0.075531,-1.00717,0.511437,0.505726,0.391202,-1.162295,JUNIN,SATIPO
JUNIN,SATIPO,2022,10,2022-10,0.008192,-0.666832,0.265213,-0.454888,0.50385,0.560442,0.440491,-1.179573,JUNIN,SATIPO
JUNIN,SATIPO,2022,11,2022-11,0.173255,-0.658866,0.013844,-0.736544,0.453773,0.63008,0.113626,-1.145017,JUNIN,SATIPO
JUNIN,SATIPO,2022,12,2022-12,-0.645457,-0.073359,0.340623,0.035464,0.336928,0.192356,0.469027,-1.179573,JUNIN,SATIPO
JUNIN,SATIPO,2023,1,2023-01,-0.922762,0.384692,0.418827,0.452857,0.2216,0.109453,0.360072,-1.179573,JUNIN,SATIPO
JUNIN,SATIPO,2023,2,2023-02,-1.239683,0.719267,0.661816,0.964418,0.168489,-0.039771,0.309486,-1.188212,JUNIN,SATIPO
JUNIN,SATIPO,2023,3,2023-03,-0.978883,0.161641,0.647851,1.012774,0.141174,-0.119357,0.424926,-1.196851,JUNIN,SATIPO
JUNIN,SATIPO,2023,4,2023-04,-0.764302,-0.491578,0.474686,0.373111,0.297474,0.252045,0.301703,-1.188212,JUNIN,SATIPO
JUNIN,SATIPO,2023,5,2023-05,-1.028402,-0.503527,0.28197,-0.070581,0.342998,0.268626,0.338022,-1.20549,JUNIN,SATIPO
JUNIN,SATIPO,2023,6,2023-06,-0.579432,-0.722595,-0.217973,-0.812896,0.300509,0.167485,0.039692,-1.179573,JUNIN,SATIPO
JUNIN,SATIPO,2023,7,2023-07,-0.404465,-0.726578,-0.150942,-1.054679,0.471983,0.35816,0.432709,-1.162295,JUNIN,SATIPO
JUNIN,SATIPO,2023,8,2023-08,-0.199787,-0.70268,-0.142563,-1.257437,0.564549,0.643344,0.310783,-1.162295,JUNIN,SATIPO
JUNIN,SATIPO,2023,9,2023-09,-0.272415,-0.527426,0.083669,-1.030076,0.631317,0.656608,0.562417,-1.145017,JUNIN,SATIPO
JUNIN,SATIPO,2023,10,2023-10,-0.599239,-0.42785,0.349002,-0.852769,0.751197,0.838993,0.699909,-1.153656,JUNIN,SATIPO
JUNIN,SATIPO,2023,11,2023-11,-0.833628,-0.276494,0.466307,-0.450646,0.640422,0.591944,0.609113,-1.162295,JUNIN,SATIPO
JUNIN,SATIPO,2023,12,2023-12,-0.813821,0.205455,0.821016,0.558902,0.431011,0.283548,0.574091,-1.179573,JUNIN,SATIPO
JUNIN,SATIPO,2024,1,2024-01,-1.008595,0.117828,0.801465,0.384988,0.49778,0.472565,0.531287,-1.179573,JUNIN,SATIPO
JUNIN,SATIPO,2024,2,2024-02,-0.883147,0.699352,0.703711,0.51309,0.387005,0.49412,0.458651,-1.179573,JUNIN,SATIPO
JUNIN,SATIPO,2024,3,2024-03,-1.018498,0.559946,0.809844,0.810016,0.324788,0.195672,0.501454,-1.188212,JUNIN,SATIPO
JUNIN,SATIPO,2024,4,2024-04,-0.529913,-0.288443,0.857325,0.633557,0.426459,0.261993,0.614301,-1.188212,JUNIN,SATIPO
