año,mes,produccion_t_sutil,precio_chacra_kg_sutil,n_provincias_sutil,T2M,T2M_MAX,WS2M,PRECTOTCORR,RH2M,num_emergencias,personas_afectadas,personas_damnificadas,total_afectados,hectareas_cultivo_perdidas,hectareas_cultivo_afectadas,avg_sentiment,n_noticias,mes_sin,mes_cos,produccion_t_sutil_lag1,produccion_t_sutil_lag3,produccion_t_sutil_lag6,T2M_lag1,T2M_lag3,T2M_lag6,WS2M_lag1,WS2M_lag3,WS2M_lag6,PRECTOTCORR_lag1,PRECTOTCORR_lag3,PRECTOTCORR_lag6
2024,7,24936.369,1.256905,89,23.2956,33.0488,3.2989,0.2283,63.6315,1.405,48.2271,1.141,49.3681,0.8314,2.2203,0.2425,29,-0.4999999999999997,-0.8660254037844388,30460.085,43176.231,36531.883,23.8824,26.3717,26.8639,3.1962,3.0615,3.6835,0.3434,0.6429,0.7896
2024,8,25176.553,1.208139,79,23.4709,33.5433,3.5338,0.1849,62.5981,1.3373,92.2989,1.813,94.1118,0.2686,0.5753,0.0643,37,-0.8660254037844385,-0.5000000000000004,24936.369,39200.488,43992.447,23.2956,25.1236,27.2242,3.2989,3.5862,3.0456,0.2283,0.533,4.1964
2024,9,24222.32,1.331986,69,23.6347,33.7195,3.6107,0.2777,62.6999,2.8479,639.5672,5.6438,645.211,95.2833,87.4008,0.1815,32,-1.0,-1.8369701987210297e-16,25176.553,30460.085,44161.843,23.4709,23.8824,27.2845,3.5338,3.1962,2.9798,0.1849,0.3434,0.601
2024,10,23811.288,1.532875,63,24.5251,33.8589,3.7001,0.41,62.1873,2.8141,56.4992,4.8149,61.3141,1.3745,23.0699,0.0639,28,-0.8660254037844386,0.5000000000000001,24222.32,24936.369,43176.231,23.6347,23.2956,26.3717,3.6107,3.2989,3.0615,0.2777,0.2283,0.6429
2024,11,24280.547,1.528684,65,23.7,32.9078,3.2882,0.458,65.2271,5.892,1203.0871,4.0326,1207.1197,925.0579,491.7103,0.1562,44,-0.5000000000000004,0.8660254037844384,23811.288,25176.553,39200.488,24.5251,23.4709,25.1236,3.7001,3.5338,3.5862,0.41,0.1849,0.533
2024,12,26555.144,1.423271,64,24.7579,33.0918,3.4535,0.9325,67.7497,5.4784,1227.7536,3.3467,1231.1003,193.7292,1260.2644,0.0627,40,-2.4492935982947064e-16,1.0,24280.547,24222.32,30460.085,23.7,23.6347,23.8824,3.2882,3.6107,3.1962,0.458,0.2777,0.3434
2025,1,38325.524,0.892767,72,25.3182,34.1562,3.2759,0.9252,67.9694,8.0179,115.7816,12.2668,128.0483,3.9811,3.1969,0.0014,41,0.49999999999999994,0.8660254037844387,26555.144,23811.288,24936.369,24.7579,24.5251,23.2956,3.4535,3.7001,3.2989,0.9325,0.41,0.2283
2025,2,40092.876,1.110693,77,26.0079,34.3115,2.7971,2.4802,70.1737,15.5768,2018.6492,404.6818,2423.331,114.8572,184.3707,0.1534,39,0.8660254037844386,0.5000000000000001,38325.524,24280.547,25176.553,25.3182,23.7,23.4709,3.2759,3.2882,3.5338,0.9252,0.458,0.1849
2025,3,42119.744,1.280049,85,26.6489,35.1307,2.4862,2.3559,67.4001,17.6017,2670.9317,484.4777,3155.4095,270.6886,404.6395,0.2221,42,1.0,6.123233995736766e-17,40092.876,26555.144,24222.32,26.0079,24.7579,23.6347,2.7971,3.4535,3.6107,2.4802,0.9325,0.2777
2025,4,41178.818,1.266887,89,25.8789,34.8632,2.9675,1.1142,66.7922,5.1894,1387.6575,152.046,1539.7036,25.6091,1531.6501,0.0438,34,0.8660254037844387,-0.4999999999999998,42119.744,38325.524,23811.288,26.6489,25.3182,24.5251,2.4862,3.2759,3.7001,2.3559,0.9252,0.41
2025,5,37552.279,1.015319,92,24.9728,33.7235,3.2268,0.4911,66.7369,1.7378,79.7705,13.0966,92.8672,0.0715,0.2945,0.2216,28,0.49999999999999994,-0.8660254037844387,41178.818,40092.876,24280.547,25.8789,26.0079,23.7,2.9675,2.7971,3.2882,1.1142,2.4802,0.458
2025,6,34500.774,0.99683,92,23.3006,32.5566,3.1219,3.9929,71.9734,1.072,29.8711,3.0667,32.9378,0.0025,0.0059,0.2106,48,1.2246467991473532e-16,-1.0,37552.279,42119.744,26555.144,24.9728,26.6489,24.7579,3.2268,2.4862,3.4535,0.4911,2.3559,0.9325
2025,7,23417.927,1.560815,91,22.9771,33.3973,3.1592,0.1533,67.6748,2.7442,40.0616,2.2749,42.3365,0.5646,0.5414,0.1837,42,-0.4999999999999997,-0.8660254037844388,34500.774,41178.818,38325.524,23.3006,25.8789,25.3182,3.1219,2.9675,3.2759,3.9929,1.1142,0.9252
2025,8,18017.175,2.924529,77,23.1208,33.2315,3.495,0.2828,65.6806,2.9951,341.9035,2.4182,344.3218,0.0006,0.005,0.2639,40,-0.8660254037844385,-0.5000000000000004,23417.927,37552.279,40092.876,22.9771,24.9728,26.0079,3.1592,3.2268,2.7971,0.1533,0.4911,2.4802
2025,9,18304.83,2.978348,71,23.6602,33.0497,3.7091,0.4253,63.6593,4.5616,27.7531,4.8634,32.6165,0.0189,0.2034,0.2483,29,-1.0,-1.8369701987210297e-16,18017.175,34500.774,42119.744,23.1208,23.3006,26.6489,3.495,3.1219,2.4862,0.2828,3.9929,2.3559
2025,10,21230.276,2.480949,65,24.0617,33.5849,3.7614,0.4509,63.5867,5.3085,21.5527,4.9321,26.4848,0.3187,0.0131,0.2223,21,-0.8660254037844386,0.5000000000000001,18304.83,23417.927,41178.818,23.6602,22.9771,25.8789,3.7091,3.1592,2.9675,0.4253,0.1533,1.1142
2025,11,33357.521,1.569976,65,24.268,33.3028,3.7961,0.6891,65.2439,4.2897,32.2902,3.2406,35.5307,0.0295,0.4901,0.1775,16,-0.5000000000000004,0.8660254037844384,21230.276,18017.175,37552.279,24.0617,23.1208,24.9728,3.7614,3.495,3.2268,0.4509,0.2828,0.4911
2025,12,34801.521,1.090885,60,24.437,33.7539,3.5388,0.2382,63.7078,1.5054,9.827,0.5699,10.3969,0.0075,0.5969,0.1823,30,-2.4492935982947064e-16,1.0,33357.521,18304.83,34500.774,24.268,23.6602,23.3006,3.7961,3.7091,3.1219,0.6891,0.4253,3.9929
