fecha_evento,departamento,provincia,produccion_t,cosecha_ha,precio_chacra_kg,num_emergencias,total_afectados,ALLSKY_SFC_SW_DWN,PRECTOTCORR,QV2M,RH2M,T2M,T2M_MAX,T2M_MIN,WS2M,n_noticias
2021-01,AMAZONAS,BAGUA,25.7,0.0,1.96,2.0,93.0,14.94,44.02,13.15,72.32,21.86,30.12,15.28,1.85,1.0
2021-02,AMAZONAS,BAGUA,38.5,0.0,1.3166666666666669,2.0,5.0,14.92,34.72,13.0,67.0,23.07,34.49,16.68,1.7,0.0
2021-03,AMAZONAS,BAGUA,37.8,0.0,1.4,13.0,2.0,14.31,105.4,13.53,77.16,21.12,30.1,15.44,1.49,3.0
2021-04,AMAZONAS,BAGUA,32.7,0.0,1.25,1.0,7.0,14.97,23.700000000000003,13.3,73.75,21.81,30.86,15.5,2.03,2.0
2021-05,AMAZONAS,BAGUA,34.25,0.0,1.4166666666666667,6.0,21.0,13.93,10.54,12.64,69.26,22.13,31.65,16.25,2.17,1.0
2021-06,AMAZONAS,BAGUA,34.8,0.0,1.5,10.0,8.0,13.07,11.1,12.09,69.13,21.48,30.8,14.9,2.13,1.0
2021-07,AMAZONAS,BAGUA,34.1,0.0,1.4666666666666668,7.0,5.0,13.92,4.65,11.26,65.78,21.31,31.41,13.34,2.61,0.0
2021-08,AMAZONAS,BAGUA,31.9,0.0,1.9833333333333332,3.0,0.0,15.29,12.09,11.5,62.15,22.53,34.25,14.93,2.31,2.0
2021-09,AMAZONAS,BAGUA,26.2,0.0,1.3,3.0,70.0,17.03,24.0,12.03,64.72,22.46,32.05,15.45,2.32,6.0
2021-10,AMAZONAS,BAGUA,29.8,0.0,1.96,6.0,37.0,17.01,48.36,13.21,67.91,23.07,33.31,16.44,1.92,6.0
2021-11,AMAZONAS,BAGUA,28.4,0.0,1.875,2.0,25.0,16.64,47.400000000000006,12.74,67.76,22.53,32.56,15.2,1.47,14.0
2021-12,AMAZONAS,BAGUA,31.8,0.0,1.98,0.0,0.0,16.09,62.62,13.32,70.0,22.72,33.09,14.89,1.69,8.0
2022-01,AMAZONAS,BAGUA,31.700000000000003,0.0,1.8666666666666665,1.0,58.0,16.94,28.83,11.73,60.92,23.1,33.6,14.6,1.9,7.0
2022-02,AMAZONAS,BAGUA,37.7,0.0,1.45,1.0,0.0,13.06,62.720000000000006,13.09,70.82,22.23,34.63,14.75,1.68,3.0
2022-03,AMAZONAS,BAGUA,38.9,0.0,1.5333333333333332,3.0,98.0,15.76,85.55999999999999,13.4,75.12,21.46,30.29,15.96,1.37,7.0
2022-04,AMAZONAS,BAGUA,36.6,0.0,1.4333333333333331,5.0,60.0,13.76,47.1,13.75,77.4,21.4,30.14,15.7,1.9,16.0
2022-05,AMAZONAS,BAGUA,34.7,0.0,1.4666666666666668,3.0,81.0,13.27,18.6,12.79,71.34,21.79,30.45,15.04,2.15,26.0
2022-06,AMAZONAS,BAGUA,34.9,0.0,2.316666666666667,2.0,13.0,14.74,30.3,11.9,71.06,20.7,30.82,13.49,1.95,22.0
2022-07,AMAZONAS,BAGUA,35.0,0.0,2.5,1.0,0.0,13.94,29.14,12.43,71.9,21.26,30.71,15.24,2.22,9.0
2022-08,AMAZONAS,BAGUA,6.5,0.0,2.5,0.0,0.0,15.65,14.88,11.28,63.15,21.93,31.63,12.31,2.46,5.0
2022-09,AMAZONAS,BAGUA,6.0,0.0,2.5,0.0,0.0,17.77,20.7,11.57,59.77,23.32,33.13,16.17,2.11,7.0
2022-10,AMAZONAS,BAGUA,6.0,0.0,2.5,1.0,0.0,18.69,16.12,11.48,58.85,23.58,36.23,15.29,1.78,8.0
2022-11,AMAZONAS,BAGUA,22.7,0.0,2.5,2.0,83.0,18.27,12.3,10.98,54.28,24.09,35.94,14.65,2.04,11.0
2022-12,AMAZONAS,BAGUA,39.2,0.0,2.5,0.0,0.0,17.64,21.39,11.51,60.07,23.04,35.21,13.17,1.82,12.0
2023-01,AMAZONAS,BAGUA,18.5,0.0,2.5,1.0,0.0,15.5,77.5,12.31,67.99,22.0,33.58,15.8,1.56,8.0
2023-02,AMAZONAS,BAGUA,38.2,0.0,2.0,0.0,0.0,11.75,41.72,13.12,71.31,22.07,31.16,16.24,1.79,4.0
2023-03,AMAZONAS,BAGUA,34.3,0.0,2.5,0.0,0.0,14.82,112.53,13.73,75.84,21.71,30.85,15.42,1.41,17.0
2023-04,AMAZONAS,BAGUA,8.0,0.0,2.5,0.0,0.0,13.91,57.9,13.83,76.5,21.67,30.1,15.84,1.56,5.0
2023-05,AMAZONAS,BAGUA,28.3,0.0,2.333333333333333,0.0,0.0,13.85,15.19,13.37,69.87,22.84,31.66,15.48,2.09,15.0
2023-06,AMAZONAS,BAGUA,21.5,0.0,2.5,0.0,0.0,13.3,4.5,12.29,67.9,21.99,30.22,14.94,2.45,9.0
2023-07,AMAZONAS,BAGUA,7.0,0.0,2.5,0.0,0.0,14.38,2.1700000000000004,12.12,63.83,22.8,32.19,16.08,2.47,5.0
2023-08,AMAZONAS,BAGUA,0.0,0.0,2.5,0.0,0.0,16.97,4.96,11.79,59.52,23.56,34.42,15.61,2.29,13.0
2023-09,AMAZONAS,BAGUA,0.0,0.0,2.5,0.0,0.0,17.3,7.199999999999999,11.85,56.38,24.65,35.16,17.27,2.4,18.0
2023-10,AMAZONAS,BAGUA,0.0,0.0,2.5,0.0,0.0,17.75,21.08,12.45,58.2,24.75,35.55,17.72,1.9,8.0
2023-11,AMAZONAS,BAGUA,31.25,0.0,2.0500000000000003,0.0,0.0,16.19,24.6,12.63,60.82,24.37,35.42,16.71,1.97,9.0
2023-12,AMAZONAS,BAGUA,30.15,0.0,1.7666666666666666,0.0,0.0,13.15,80.91,14.23,71.38,23.39,32.71,17.43,1.91,7.0
2024-01,AMAZONAS,BAGUA,34.7,0.0,1.46,0.0,0.0,12.55,29.14,13.96,69.17,23.74,33.94,17.41,2.09,10.0
2024-02,AMAZONAS,BAGUA,32.15,0.0,1.2,0.0,0.0,15.48,47.56,14.01,68.47,24.0,34.98,17.57,2.18,14.0
2024-03,AMAZONAS,BAGUA,33.9,0.0,1.04,0.0,0.0,14.55,18.29,13.24,63.38,24.44,36.61,15.52,1.98,7.0
2024-04,AMAZONAS,BAGUA,32.9,0.0,1.2,0.0,0.0,14.36,19.2,13.73,67.04,23.91,33.52,17.32,1.91,12.0
2024-05,AMAZONAS,BAGUA,31.7,0.0,1.48,0.0,0.0,14.37,16.43,13.55,66.14,24.02,32.84,16.83,2.25,8.0
2024-06,AMAZONAS,BAGUA,37.5,0.0,1.5666666666666669,0.0,0.0,14.72,24.6,12.61,67.17,22.63,31.85,16.12,2.06,14.0
2024-07,AMAZONAS,BAGUA,18.3,0.0,2.14,0.0,0.0,13.7,8.680000000000001,11.82,64.91,22.16,31.02,15.4,2.6,5.0
2024-08,AMAZONAS,BAGUA,14.2,0.0,2.32,0.0,0.0,16.03,9.92,11.65,59.5,23.39,32.21,16.28,2.35,3.0
2024-09,AMAZONAS,BAGUA,8.1,0.0,2.5,0.0,0.0,15.39,15.9,12.33,59.57,24.3,33.91,17.64,2.43,7.0
2024-10,AMAZONAS,BAGUA,1.0,0.0,2.6,0.0,0.0,17.56,37.51,12.81,62.63,24.11,33.38,16.93,2.03,12.0
2024-11,AMAZONAS,BAGUA,0.0,0.0,2.6,0.0,0.0,17.17,12.0,10.6,51.67,24.27,35.66,14.28,1.59,7.0
2024-12,AMAZONAS,BAGUA,23.55,0.0,2.3000000000000003,0.0,0.0,15.24,30.69,12.92,63.62,23.91,34.87,16.53,1.79,9.0
2025-01,AMAZONAS,BAGUA,47.4,0.0,1.9833333333333332,0.0,0.0,14.47,49.6,12.82,67.64,22.66,31.71,16.2,1.66,14.0
2025-02,AMAZONAS,BAGUA,16.4,0.0,1.98,0.0,0.0,14.0,50.68,13.47,69.89,22.9,32.23,17.0,1.56,13.0
2025-03,AMAZONAS,BAGUA,17.0,0.0,1.8,0.0,0.0,13.73,68.51,13.42,70.83,22.57,33.2,16.61,1.4,18.0
2025-04,AMAZONAS,BAGUA,46.1,0.0,1.9166666666666667,0.0,0.0,15.38,43.2,13.69,73.2,22.37,31.17,16.18,1.74,8.0
2025-05,AMAZONAS,BAGUA,33.7,0.0,2.1333333333333333,0.0,0.0,13.95,12.09,12.92,70.2,22.21,30.69,16.18,2.23,8.0
2025-06,AMAZONAS,BAGUA,37.25,0.0,1.9666666666666668,0.0,0.0,13.04,70.8,13.0,76.15,20.91,29.6,15.4,2.06,14.0
2025-07,AMAZONAS,BAGUA,29.7,0.0,2.033333333333333,0.0,0.0,14.21,3.41,11.43,66.13,21.42,30.3,13.4,2.7,8.0
2025-08,AMAZONAS,BAGUA,2.8,0.0,2.0,0.0,0.0,15.08,2.79,11.65,62.24,22.65,32.33,15.48,2.45,14.0
2021-01,AMAZONAS,CHACHAPOYAS,23.16,0.0,1.5,2.0,3.0,14.56,28.83,11.56,77.64,17.06,25.96,11.11,1.9,1.0
2021-02,AMAZONAS,CHACHAPOYAS,23.27,0.0,1.65,7.0,67.0,15.28,32.48,11.68,73.92,18.22,28.36,12.06,1.96,0.0
2021-03,AMAZONAS,CHACHAPOYAS,23.45,0.0,1.65,8.0,14.0,13.78,62.0,11.52,79.43,16.64,25.98,10.41,1.71,3.0
2021-04,AMAZONAS,CHACHAPOYAS,24.04,0.0,1.65,1.0,0.0,15.08,20.7,11.75,77.32,17.56,26.93,11.39,1.8,2.0
2021-05,AMAZONAS,CHACHAPOYAS,24.04,0.0,1.575,2.0,0.0,14.03,5.89,10.76,71.08,17.78,28.12,9.57,2.02,1.0
2021-06,AMAZONAS,CHACHAPOYAS,0.0,0.0,1.575,2.0,0.0,13.41,32.1,10.45,73.4,16.73,27.57,9.15,1.89,1.0
2021-07,AMAZONAS,CHACHAPOYAS,0.0,0.0,1.575,3.0,48.0,14.8,5.58,9.46,68.88,16.55,26.77,7.25,2.46,0.0
2021-08,AMAZONAS,CHACHAPOYAS,0.0,0.0,1.575,1.0,2.0,14.8,8.06,9.9,66.19,17.92,29.87,8.28,2.36,2.0
2021-09,AMAZONAS,CHACHAPOYAS,0.0,0.0,1.575,4.0,6.0,15.54,19.8,10.45,68.79,17.9,28.93,9.74,2.24,6.0
2021-10,AMAZONAS,CHACHAPOYAS,0.0,0.0,1.575,2.0,7.0,16.46,29.14,11.65,72.46,18.58,29.99,12.42,1.87,6.0
2021-11,AMAZONAS,CHACHAPOYAS,14.0,0.0,1.8,2.0,1.0,15.49,24.3,11.28,72.75,17.84,26.35,11.36,1.73,14.0
2021-12,AMAZONAS,CHACHAPOYAS,15.0,0.0,1.9,0.0,0.0,16.41,34.1,11.86,75.05,18.14,29.7,10.91,1.97,8.0
2022-01,AMAZONAS,CHACHAPOYAS,16.0,0.0,2.5,1.0,3.0,16.5,20.77,10.62,68.62,18.05,28.92,9.08,2.07,7.0
2022-02,AMAZONAS,CHACHAPOYAS,16.0,0.0,2.64,1.0,0.0,13.16,60.76,11.56,76.93,17.31,28.69,10.7,1.88,3.0
2022-03,AMAZONAS,CHACHAPOYAS,16.2,0.0,2.65,14.0,175.0,13.93,60.76,11.69,79.94,16.69,24.54,10.14,1.7,7.0
2022-04,AMAZONAS,CHACHAPOYAS,16.2,0.0,2.62,11.0,37.0,13.75,45.6,11.79,79.84,16.91,26.32,10.98,1.69,16.0
2022-05,AMAZONAS,CHACHAPOYAS,0.0,0.0,2.62,3.0,50.0,13.73,22.01,11.23,75.62,17.32,27.13,10.36,1.88,26.0
2022-06,AMAZONAS,CHACHAPOYAS,0.0,0.0,2.62,0.0,0.0,15.57,16.8,10.03,72.57,16.34,27.23,7.45,1.82,22.0
2022-07,AMAZONAS,CHACHAPOYAS,0.0,0.0,2.62,1.0,30.0,14.87,7.13,10.23,70.7,17.19,27.75,8.13,2.19,9.0
2022-08,AMAZONAS,CHACHAPOYAS,0.0,0.0,2.62,0.0,0.0,15.96,7.13,9.6,65.36,17.61,28.01,7.22,2.48,5.0
2022-09,AMAZONAS,CHACHAPOYAS,0.0,0.0,2.62,1.0,10.0,16.42,24.3,10.22,65.71,18.45,29.29,9.35,2.07,7.0
2022-10,AMAZONAS,CHACHAPOYAS,0.0,0.0,2.62,2.0,24.0,16.79,15.5,10.58,67.53,18.45,30.05,9.2,1.87,8.0
2022-11,AMAZONAS,CHACHAPOYAS,0.0,0.0,2.62,4.0,27.0,17.14,12.6,10.15,62.46,19.15,29.6,10.25,2.1,11.0
2022-12,AMAZONAS,CHACHAPOYAS,0.0,0.0,2.62,2.0,0.0,16.88,14.57,10.35,66.94,18.14,29.62,9.53,2.02,12.0
2023-01,AMAZONAS,CHACHAPOYAS,0.0,0.0,2.62,7.0,0.0,15.34,84.63,10.92,74.37,17.09,27.29,10.94,1.84,8.0
2023-02,AMAZONAS,CHACHAPOYAS,0.0,0.0,2.62,6.0,0.0,13.11,52.080000000000005,11.75,79.01,17.02,24.69,11.22,1.83,4.0
2023-03,AMAZONAS,CHACHAPOYAS,0.0,0.0,2.62,0.0,0.0,13.54,107.88,11.89,81.25,16.65,25.04,10.07,1.68,17.0
2023-04,AMAZONAS,CHACHAPOYAS,0.0,0.0,2.62,0.0,0.0,13.1,32.1,11.86,79.83,17.01,25.29,10.67,1.56,5.0
2023-05,AMAZONAS,CHACHAPOYAS,0.0,0.0,2.62,0.0,0.0,13.69,13.95,11.87,75.8,18.11,27.97,11.1,1.9,15.0
2023-06,AMAZONAS,CHACHAPOYAS,0.0,0.0,2.62,0.0,0.0,14.19,1.2,10.73,72.05,17.56,27.2,8.24,2.3,9.0
2023-07,AMAZONAS,CHACHAPOYAS,0.0,0.0,2.62,0.0,0.0,15.35,1.86,10.58,68.38,18.36,27.75,10.54,2.45,5.0
2023-08,AMAZONAS,CHACHAPOYAS,0.0,0.0,2.62,0.0,0.0,16.83,2.48,10.33,64.71,19.0,30.48,9.62,2.39,13.0
2023-09,AMAZONAS,CHACHAPOYAS,0.0,0.0,2.62,0.0,0.0,15.72,4.5,10.58,62.86,19.73,30.3,11.94,2.48,18.0
2023-10,AMAZONAS,CHACHAPOYAS,0.0,0.0,2.62,0.0,0.0,15.52,25.110000000000003,11.45,68.12,19.34,29.59,12.04,2.04,8.0
2023-11,AMAZONAS,CHACHAPOYAS,0.0,0.0,2.62,0.0,0.0,15.78,26.7,11.63,70.83,18.94,30.22,12.44,2.03,9.0
2023-12,AMAZONAS,CHACHAPOYAS,0.0,0.0,2.62,0.0,0.0,13.18,70.37,12.75,78.51,18.43,26.83,13.03,1.93,7.0
2024-01,AMAZONAS,CHACHAPOYAS,17.1,0.0,2.25,0.0,0.0,13.8,25.42,12.31,74.69,18.89,28.9,12.12,2.08,10.0
2024-02,AMAZONAS,CHACHAPOYAS,18.2,0.0,2.1,0.0,0.0,14.57,29.0,12.05,72.48,19.15,29.54,12.02,2.2,14.0
2024-03,AMAZONAS,CHACHAPOYAS,19.2,0.0,2.25,0.0,0.0,14.41,14.26,11.75,69.43,19.5,30.78,12.87,2.04,7.0
2024-04,AMAZONAS,CHACHAPOYAS,14.0,0.0,2.0,0.0,0.0,14.29,14.7,12.5,74.73,19.08,28.78,13.53,1.86,12.0
2024-05,AMAZONAS,CHACHAPOYAS,17.4,0.0,2.25,0.0,0.0,15.22,11.78,11.86,70.66,19.46,28.95,11.46,2.05,8.0
2024-06,AMAZONAS,CHACHAPOYAS,0.0,0.0,2.25,0.0,0.0,15.44,8.100000000000001,10.71,68.3,18.51,29.64,9.4,2.05,14.0
2024-07,AMAZONAS,CHACHAPOYAS,12.0,0.0,2.5,0.0,0.0,14.66,7.13,10.14,67.55,17.94,28.46,8.71,2.59,5.0
2024-08,AMAZONAS,CHACHAPOYAS,15.2,0.0,1.9,0.0,0.0,15.06,5.58,10.29,65.19,18.73,29.45,9.95,2.4,3.0
2024-09,AMAZONAS,CHACHAPOYAS,15.1,0.0,2.0,0.0,0.0,13.47,11.1,10.38,63.3,19.52,30.29,10.52,2.44,7.0
2024-10,AMAZONAS,CHACHAPOYAS,13.1,0.0,2.05,0.0,0.0,16.09,35.029999999999994,11.19,67.21,19.3,29.6,11.3,2.07,12.0
2024-11,AMAZONAS,CHACHAPOYAS,11.8,0.0,2.0,0.0,0.0,16.39,21.3,10.51,65.84,18.54,29.55,10.95,1.82,7.0
2024-12,AMAZONAS,CHACHAPOYAS,12.9,0.0,2.25,0.0,0.0,15.17,20.15,11.89,73.02,18.71,28.92,12.7,1.98,9.0
2025-01,AMAZONAS,CHACHAPOYAS,15.8,0.0,2.15,0.0,0.0,14.72,35.34,11.45,74.2,17.79,27.33,11.12,1.98,14.0
2025-02,AMAZONAS,CHACHAPOYAS,13.0,0.0,2.3,0.0,0.0,13.31,38.36,12.2,77.84,17.9,26.78,12.69,1.84,13.0
2025-03,AMAZONAS,CHACHAPOYAS,16.9,0.0,2.4,0.0,0.0,13.6,44.02,11.99,78.33,17.51,26.44,11.57,1.72,18.0
2025-04,AMAZONAS,CHACHAPOYAS,15.2,0.0,2.1,0.0,0.0,14.47,38.7,11.98,77.4,17.79,27.13,12.04,1.71,8.0
2025-05,AMAZONAS,CHACHAPOYAS,14.1,0.0,2.0,0.0,0.0,13.88,18.6,11.15,73.19,17.86,27.69,10.41,2.11,8.0
2025-06,AMAZONAS,CHACHAPOYAS,3.2,0.0,2.0,0.0,0.0,13.42,42.6,10.74,74.86,16.86,26.81,7.98,2.07,14.0
2025-07,AMAZONAS,CHACHAPOYAS,0.0,0.0,2.0,0.0,0.0,15.27,2.79,9.4,67.78,16.77,27.59,6.16,2.64,8.0
2025-08,AMAZONAS,CHACHAPOYAS,0.0,0.0,2.0,0.0,0.0,15.08,2.79,10.23,66.95,18.15,29.07,9.22,2.45,14.0
2021-01,AMAZONAS,LUYA,29.98,0.0,1.3391666666666666,3.0,2.0,14.56,28.83,11.56,77.64,17.06,25.96,11.11,1.9,1.0
2021-02,AMAZONAS,LUYA,30.95,0.0,1.4083333333333332,1.0,0.0,15.28,32.48,11.68,73.92,18.22,28.36,12.06,1.96,0.0
2021-03,AMAZONAS,LUYA,23.6,0.0,1.3833333333333335,10.0,95.0,13.78,62.0,11.52,79.43,16.64,25.98,10.41,1.71,3.0
2021-04,AMAZONAS,LUYA,23.45,0.0,1.3916666666666666,6.0,8.0,15.08,20.7,11.75,77.32,17.56,26.93,11.39,1.8,2.0
2021-05,AMAZONAS,LUYA,28.82,0.0,1.3833333333333335,0.0,0.0,14.03,5.89,10.76,71.08,17.78,28.12,9.57,2.02,1.0
2021-06,AMAZONAS,LUYA,26.7,0.0,1.3916666666666666,0.0,0.0,13.41,32.1,10.45,73.4,16.73,27.57,9.15,1.89,1.0
2021-07,AMAZONAS,LUYA,25.25,0.0,1.4066666666666665,1.0,0.0,14.8,5.58,9.46,68.88,16.55,26.77,7.25,2.46,0.0
2021-08,AMAZONAS,LUYA,22.81,0.0,1.4241666666666666,2.0,0.0,14.8,8.06,9.9,66.19,17.92,29.87,8.28,2.36,2.0
2021-09,AMAZONAS,LUYA,24.57,0.0,1.4,1.0,0.0,15.54,19.8,10.45,68.79,17.9,28.93,9.74,2.24,6.0
2021-10,AMAZONAS,LUYA,23.16,0.0,1.4333333333333331,0.0,0.0,16.46,29.14,11.65,72.46,18.58,29.99,12.42,1.87,6.0
2021-11,AMAZONAS,LUYA,24.38,0.0,1.45,6.0,0.0,15.49,24.3,11.28,72.75,17.84,26.35,11.36,1.73,14.0
2021-12,AMAZONAS,LUYA,24.83,0.0,1.4666666666666668,0.0,0.0,16.41,34.1,11.86,75.05,18.14,29.7,10.91,1.97,8.0
2022-01,AMAZONAS,LUYA,25.19,0.0,1.4166666666666667,3.0,0.0,16.5,20.77,10.62,68.62,18.05,28.92,9.08,2.07,7.0
2022-02,AMAZONAS,LUYA,21.09,0.0,1.5,0.0,0.0,13.16,60.76,11.56,76.93,17.31,28.69,10.7,1.88,3.0
2022-03,AMAZONAS,LUYA,23.0,0.0,1.525,8.0,426.0,13.93,60.76,11.69,79.94,16.69,24.54,10.14,1.7,7.0
2022-04,AMAZONAS,LUYA,24.5,0.0,1.7958333333333334,11.0,46.0,13.75,45.6,11.79,79.84,16.91,26.32,10.98,1.69,16.0
2022-05,AMAZONAS,LUYA,26.5,0.0,1.795,2.0,0.0,13.73,22.01,11.23,75.62,17.32,27.13,10.36,1.88,26.0
2022-06,AMAZONAS,LUYA,22.2,0.0,1.8,1.0,16.0,15.57,16.8,10.03,72.57,16.34,27.23,7.45,1.82,22.0
2022-07,AMAZONAS,LUYA,19.3,0.0,1.8454545454545452,2.0,20.0,14.87,7.13,10.23,70.7,17.19,27.75,8.13,2.19,9.0
2022-08,AMAZONAS,LUYA,20.41,0.0,1.75,0.0,0.0,15.96,7.13,9.6,65.36,17.61,28.01,7.22,2.48,5.0
2022-09,AMAZONAS,LUYA,23.02,0.0,1.9627272727272729,1.0,6.0,16.42,24.3,10.22,65.71,18.45,29.29,9.35,2.07,7.0
2022-10,AMAZONAS,LUYA,13.87,0.0,1.8175,4.0,0.0,16.79,15.5,10.58,67.53,18.45,30.05,9.2,1.87,8.0
2022-11,AMAZONAS,LUYA,2.78,0.0,1.025,0.0,0.0,17.14,12.6,10.15,62.46,19.15,29.6,10.25,2.1,11.0
2022-12,AMAZONAS,LUYA,2.79,0.0,1.0475,1.0,0.0,16.88,14.57,10.35,66.94,18.14,29.62,9.53,2.02,12.0
2023-01,AMAZONAS,LUYA,19.19,0.0,1.8981818181818184,6.0,0.0,15.34,84.63,10.92,74.37,17.09,27.29,10.94,1.84,8.0
2023-02,AMAZONAS,LUYA,14.99,0.0,1.8963636363636365,0.0,0.0,13.11,52.080000000000005,11.75,79.01,17.02,24.69,11.22,1.83,4.0
2023-03,AMAZONAS,LUYA,23.1,0.0,1.96,0.0,0.0,13.54,107.88,11.89,81.25,16.65,25.04,10.07,1.68,17.0
2023-04,AMAZONAS,LUYA,25.7,0.0,1.9666666666666663,0.0,0.0,13.1,32.1,11.86,79.83,17.01,25.29,10.67,1.56,5.0
2023-05,AMAZONAS,LUYA,26.5,0.0,2.0166666666666666,0.0,0.0,13.69,13.95,11.87,75.8,18.11,27.97,11.1,1.9,15.0
2023-06,AMAZONAS,LUYA,25.1,0.0,1.825,0.0,0.0,14.19,1.2,10.73,72.05,17.56,27.2,8.24,2.3,9.0
2023-07,AMAZONAS,LUYA,20.5,0.0,1.9083333333333332,0.0,0.0,15.35,1.86,10.58,68.38,18.36,27.75,10.54,2.45,5.0
2023-08,AMAZONAS,LUYA,23.0,0.0,1.8708333333333331,0.0,0.0,16.83,2.48,10.33,64.71,19.0,30.48,9.62,2.39,13.0
2023-09,AMAZONAS,LUYA,2.77,0.0,1.4475,0.0,0.0,15.72,4.5,10.58,62.86,19.73,30.3,11.94,2.48,18.0
2023-10,AMAZONAS,LUYA,2.47,0.0,1.3725,0.0,0.0,15.52,25.110000000000003,11.45,68.12,19.34,29.59,12.04,2.04,8.0
2023-11,AMAZONAS,LUYA,2.78,0.0,1.2175,0.0,0.0,15.78,26.7,11.63,70.83,18.94,30.22,12.44,2.03,9.0
2023-12,AMAZONAS,LUYA,23.41,0.0,1.995,0.0,0.0,13.18,70.37,12.75,78.51,18.43,26.83,13.03,1.93,7.0
2024-01,AMAZONAS,LUYA,17.59,0.0,1.955555555555556,0.0,0.0,13.8,25.42,12.31,74.69,18.89,28.9,12.12,2.08,10.0
2024-02,AMAZONAS,LUYA,16.79,0.0,1.9,0.0,0.0,14.57,29.0,12.05,72.48,19.15,29.54,12.02,2.2,14.0
2024-03,AMAZONAS,LUYA,19.8,0.0,1.8727272727272728,0.0,0.0,14.41,14.26,11.75,69.43,19.5,30.78,12.87,2.04,7.0
2024-04,AMAZONAS,LUYA,26.2,0.0,1.7,0.0,0.0,14.29,14.7,12.5,74.73,19.08,28.78,13.53,1.86,12.0
2024-05,AMAZONAS,LUYA,27.55,0.0,1.7,0.0,0.0,15.22,11.78,11.86,70.66,19.46,28.95,11.46,2.05,8.0
2024-06,AMAZONAS,LUYA,24.4,0.0,1.7636363636363634,0.0,0.0,15.44,8.100000000000001,10.71,68.3,18.51,29.64,9.4,2.05,14.0
2024-07,AMAZONAS,LUYA,21.6,0.0,1.781818181818182,0.0,0.0,14.66,7.13,10.14,67.55,17.94,28.46,8.71,2.59,5.0
2024-08,AMAZONAS,LUYA,23.2,0.0,1.7636363636363634,0.0,0.0,15.06,5.58,10.29,65.19,18.73,29.45,9.95,2.4,3.0
2024-09,AMAZONAS,LUYA,5.6,0.0,1.5,0.0,0.0,13.47,11.1,10.38,63.3,19.52,30.29,10.52,2.44,7.0
2024-10,AMAZONAS,LUYA,5.5,0.0,1.525,0.0,0.0,16.09,35.029999999999994,11.19,67.21,19.3,29.6,11.3,2.07,12.0
2024-11,AMAZONAS,LUYA,5.0,0.0,1.575,0.0,0.0,16.39,21.3,10.51,65.84,18.54,29.55,10.95,1.82,7.0
2024-12,AMAZONAS,LUYA,9.6,0.0,1.9,0.0,0.0,15.17,20.15,11.89,73.02,18.71,28.92,12.7,1.98,9.0
2025-01,AMAZONAS,LUYA,24.2,0.0,1.89,0.0,0.0,14.72,35.34,11.45,74.2,17.79,27.33,11.12,1.98,14.0
2025-02,AMAZONAS,LUYA,25.6,0.0,1.7899999999999998,0.0,0.0,13.31,38.36,12.2,77.84,17.9,26.78,12.69,1.84,13.0
2025-03,AMAZONAS,LUYA,27.8,0.0,1.6083333333333334,0.0,0.0,13.6,44.02,11.99,78.33,17.51,26.44,11.57,1.72,18.0
2025-04,AMAZONAS,LUYA,28.1,0.0,1.5833333333333333,0.0,0.0,14.47,38.7,11.98,77.4,17.79,27.13,12.04,1.71,8.0
2025-05,AMAZONAS,LUYA,29.5,0.0,1.5333333333333332,0.0,0.0,13.88,18.6,11.15,73.19,17.86,27.69,10.41,2.11,8.0
2025-06,AMAZONAS,LUYA,27.9,0.0,1.475,0.0,0.0,13.42,42.6,10.74,74.86,16.86,26.81,7.98,2.07,14.0
2025-07,AMAZONAS,LUYA,28.8,0.0,1.4833333333333334,0.0,0.0,15.27,2.79,9.4,67.78,16.77,27.59,6.16,2.64,8.0
2025-08,AMAZONAS,LUYA,28.3,0.0,1.4833333333333334,0.0,0.0,15.08,2.79,10.23,66.95,18.15,29.07,9.22,2.45,14.0
2021-01,AMAZONAS,UTCUBAMBA,50.8,0.0,0.8999999999999999,5.0,38.0,14.94,28.83,11.56,77.64,17.06,25.96,11.11,1.9,1.0
2021-02,AMAZONAS,UTCUBAMBA,93.2,0.0,0.9555555555555556,5.0,5.0,14.92,32.48,11.68,73.92,18.22,28.36,12.06,1.96,0.0
2021-03,AMAZONAS,UTCUBAMBA,95.8,0.0,1.0125,14.0,64.0,14.31,62.0,11.52,79.43,16.64,25.98,10.41,1.71,3.0
2021-04,AMAZONAS,UTCUBAMBA,80.6,0.0,1.0,4.0,0.0,14.97,20.7,11.75,77.32,17.56,26.93,11.39,1.8,2.0
2021-05,AMAZONAS,UTCUBAMBA,70.0,0.0,0.95,6.0,43.0,13.93,5.89,10.76,71.08,17.78,28.12,9.57,2.02,1.0
2021-06,AMAZONAS,UTCUBAMBA,94.9,0.0,0.8999999999999999,4.0,3.0,13.07,32.1,10.45,73.4,16.73,27.57,9.15,1.89,1.0
2021-07,AMAZONAS,UTCUBAMBA,94.3,0.0,0.8666666666666667,3.0,0.0,13.92,5.58,9.46,68.88,16.55,26.77,7.25,2.46,0.0
2021-08,AMAZONAS,UTCUBAMBA,55.92,0.0,1.0266666666666666,4.0,2.0,15.29,8.06,9.9,66.19,17.92,29.87,8.28,2.36,2.0
