fecha,real,pred_tcn
2025-03-01,-0.049950538604042416,0.022839662
2025-04-01,-0.06485905108512428,0.07118764
2025-05-01,-0.08599484387047594,0.10280197
2025-06-01,-0.1112783101261548,0.071354285
2025-07-01,-0.10193916022060828,0.15157327
2025-08-01,-0.11173165018831346,0.17071858
